#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Event/decision/modifier definitions;;;;;;;;;;;;;;x
###### Druidic rebirth;;;;;;;;;;;;;;x
reinstate_celtic_rites;Reinstate Celtic Rite;;;;;;;;;;;;;x
reinstate_celtic_rites_desc;With the help of our court wizard, we could reinstate much of the old Celtic ways.;;;;;;;;;;;;;x
invite_bard_to_court;Invite a Bard to Court;;;;;;;;;;;;;x
invite_bard_to_court_desc;We could patronize one of the many bards wondering the realms and have them serve in our court.;;;;;;;;;;;;;x
celtic_ways;Celtic Rites;;;;;;;;;;;;;x
celtic_ways_desc;This character has taken up ancient Celtic traditions.;;;;;;;;;;;;;x
EVTDESCancrel.0000;A faint whisper draws your attention and you find a haggard old man in a dark corner of your castle. Before you have a chance to throw him out, he explains that he is a wizard. He claims to be powerful in the ways of the old gods, and he has come to offer you his services.;;;;;;;;;;;;;x
EVTOPTAancrel.0000;A man should keep eyes on all matters.;;;;;;;;;;;;;x
EVTOPTBancrel.0000;Strange man, begone!;;;;;;;;;;;;;x
begone_sorcerer;You send the pagan away.;Vous faites sortir cette misérable créature.;Ihr schickt die elende Kreatur fort.;;Echas a la criatura miserable.;;;;;;;;;x
EVTDESCancrel.0052;[From.GetTitledFirstName] has apparently decided to sacrifice [From.GetHerHis] own spouse, [FromFrom.GetTitledFirstName], to the gods, and [FromFrom.GetSheHe] has been brought in chains to the grove. Despite professing [FromFrom.GetHerHis] continued love, [From.GetFirstName] has decided to go ahead with the sacrifice.;[From.GetTitledFirstName] a apparemment décidé de sacrifier sa douce moitié aux dieux, [FromFrom.GetTitledFirstName], et [FromFrom.GetSheHe] a été amené(e) au temple, enchaîné(e). Malgré le fait qu'[FromFrom.GetSheHe] lui ait déclaré l'aimer toujours, [From.GetFirstName] a décidé de mener le sactifice à son terme.;[From.GetTitledFirstName] hat entschieden, [From.GetHerHis] eigenen Ehepartner, [FromFrom.GetTitledFirstName], den Göttern zu opfern und [FromFrom.GetSheHe] wurde in Ketten zum Tempel geführt. Trotz [FromFrom.GetHerHis] Beteuerungen ewiger Liebe, hat [From.GetFirstName] beschlossen, das Opfer durchzuführen.;;[From.GetTitledFirstName] ha decidido sacrificar a [From.GetHerHis] propia esposa, [FromFrom.GetTitledFirstName], a los dioses, y [FromFrom.GetSheHe] ha sido traída encadenada al templo. A pesar de profesar [FromFrom.GetHerHis] continuo amor, [From.GetFirstName] ha decidido continuar con el sacrificio.;;;;;;;;;x
EVTDESCancrel.0053;In honor of the gods, your liege produces a Skræling from deep within [From.GetHerHis] dungeons. [FromFrom.GetTitledFirstName] is brought to the grove for the sacrifice, and everyone agrees that this is a most worthy sacrifice.;En l'honneur de son blót, votre seigneur sort un Skræling de la profondeur de ses cachots. [FromFrom.GetTitledFirstName] est traîné au temple pour le sacrifice et tous s'accordent pour dire que c'est un sacrifice des plus valables.;Um dieses Blót zu ehren, lässt Euer Lehnsherr einen Skrælinger aus den Kerkern holen. [FromFrom.GetTitledFirstName] wird zum Tempel gebracht und alle sind einverstanden, dass das ein höchst angemessenes Opfer ist. ;;En honor a esta mancha, tu señor saca a la luz a un Skraeling de las profundidades de [From.GetHerHis] mazmorras. [FromFrom.GetTitledFirstName] es traído al templo para su sacrificio, y todo el mundo está de acuerdo en que es el sacrificio más merecido.;;;;;;;;;x
EVTDESCancrel.0054;As you have no prisoners languishing in your dungeons that are suitable for sacrifice, you are forced to make do with some randomly purchased slaves. They are brought to the big oak inside the grove, and soon their limp and lifeless bodies are lying on the ground.;Comme vous n'avez aucun prisonnier qui se languit dans vos cachots qui soit assez valable pour un sacrifice pour votre blót, vous devez  choisir parmi quelques esclaves achetés au hasard. On les amène sous le grand chêne près du temple et, en peu de temps, leurs corps sans vie se balancent à ses fortes branches.;Da Ihr keine geeigneten Gefangenen in Eurem Kerker habt, seid Ihr gezwungen, mit einigen zufällig erworbenen Leibeigenen Vorlieb zu nehmen. Sie werden zur großen Eiche vor dem Tempel gebracht und schon bald hängen ihre leblosen Leichen von den dicken Ästen.;;Como no tienes prisioneros languideciendo en tus mazmorras que sean adecuados para sacrificar en la mancha, te ves obligado a conformarte con esclavos comprados al azar. Son llevados al gran roble fuera del templo, y pronto sus cuerpos cuelgan flácidos y sin vida de sus gruesas ramas.;;;;;;;;;x
EVTOPTAancrel.0054;It is better than nothing.;C'est mieux que rien.;Besser als nichts.;;Es mejor que nada.;;;;;;;;;x
EVTDESCancrel.0055;As [From.GetTitledFirstName] had no prisoners languishing in [From.GetHerHis] dungeons that were suitable for sacrifice, your liege was forced to make do with some randomly purchased slaves. They are brought to the big oak inside the grove, and soon their limp and lifeless bodies are lying on the ground.;Comme [From.GetTitledFirstName] n'avait aucun prisonnier qui se languissait dans ses cachots qui soit assez valable pour un sacrifice pour votre blót, votre seigneur a eu à choisir parmi quelques esclaves achetés au hasard. On les amène sous le grand chêne près du temple et, en peu de temps, leurs corps sans vie se balancent à ses fortes branches.;Da [From.GetTitledFirstName] keine geeigneten Gefangenen in [From.GetHerHis] Kerker hatte, war Euer Lehnsherr gezwungen, einige zufällig erworbene Leibeigene zu opfern. Sie werden zur großen Eiche vor dem Tempel gebracht und schon bald hängen ihre schlaffen Leichen von den dicken Ästen.;;Como [From.GetTitledFirstName] no tiene prisioneros languideciendo en [From.GetHerHis] mazmorras que sean adecuados para el sacrificio en la mancha, tu señor se ve obligado a conformarse con esclavos comprados al azar. Son llevados al gran roble fuera del templo, y pronto sus cuerpos cuelgan flácidos y sin vida de sus gruesas ramas.;;;;;;;;;x
EVTOPTAancrel.0055;Better than nothing, I suppose.;C'est probablement mieux que rien.;Besser als nichts, schätze ich.;;Mejor que nada, supongo.;;;;;;;;;x
EVTTOOLTIPancrel.0057;Execution is stayed.;L'exécution est suspendue.;Die Hinrichtung wird vertagt.;;La ejecución es aplazada.;;;;;;;;;x
EVTDESCancrel.0057;As you stand trembling with a knife pressed against your neck, [From.GetTitledFirstName] suddenly seems to have had a change of mind. The knife is removed and you are brought back to the dungeon. It looks like you will live to see another day.;Alors que vous avez la corde au cou, tremblotant, [From.GetTitledFirstName] paraît soudainement avoir changé d'idée. La corde est enlevée et on vous conduit au cachot. Il semble qu'il vous reste un autre jour à vivre.;Gerade als dir die Schlinge um den Hals gelegt wird, ändert [From.GetTitledFirstName] plötzlich seine Meinung. Die Schlinge wird abgenommen und Ihr werdet in den Kerker zurückgebracht. Scheinbar lebt Ihr noch ein paar Tage länger.;;Mientras estás temblando con la soga alrededor de tu cuello, [From.GetTitledFirstName] de repente parece cambiar de idea. Te quitan la soga y te devuelven a las mazmorras. Parece que vivirás para ver otro día.;;;;;;;;;x
EVTOPTAancrel.0057;I... how... what?;Je... comment... quoi ?;Ich… wie... was?;;Yo… cómo… qué?;;;;;;;;;x
EVTDESCancrel.0060;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of the glory which awaits our grand dynasty.;;;;;;;;;;;;;x
EVTOPTAancrel.0060;Glory to the Gods!;;;;;;;;;;;;;x
EVTDESCancrel.0061;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of a great victory which awaits our armies.;;;;;;;;;;;;;x
EVTOPTAancrel.0061;Glory to the Gods!;;;;;;;;;;;;;x
EVTDESCancrel.0062;The ceremony is over. It will be at least five years until you hold the next one, but as your vassals return home, most seem to agree that the ceremony was well worth the trip.;Le banquet est terminé, et le blót par le fait même. Il s'écoulera neuf années avant que vous teniez le prochain. Néanmoins, alors que vos vassaux reprennent la route, la plupart s'accordent pour dire que la cérémonie valait le déplacement.;Die Feier ist vorbei und damit auch das Blót. Frühestens in neun Jahren könnt Ihr das nächste veranstalten, doch die meisten Eurer nach Hause zurückkehrenden Vasallen meinen, dass die Zeremonie die Reise wert war.;;La fiesta se acaba, y con ella la mancha. Pasarán por lo menos 9 años hasta que celebres la siguiente, pero mientras tus vasallos regresan a casa, la mayoría está de acuerdo en que valió la pena hacer el viaje por la ceremonia.;;;;;;;;;x
EVTOPTAancrel.0062;Until next time!;À la prochaine fois !;Bis zum nächsten Mal!;;¡Hasta la próxima!;;;;;;;;;x
EVTDESCancrel.0063;The ceremony is over. It will be at least five years until your liege holds the next one, but as you and the other vassals return home, most seem to agree that the ceremony was well worth the trip.;Le banquet est terminé, et le blót par le fait même. Il s'écoulera neuf années avant que votre seigneur organise le prochain, néanmoins, alors que vous et les autres vassaux reprenez la route, la plupart s'accordent pour dire que la cérémonie valait le déplacement.;Die Feier ist vorbei und damit auch das Blót. Frühestens in neun Jahren wird der Lehnsherr das nächste veranstalten, doch Ihr und die meisten der nach Hause zurückkehrenden Vasallen meinen, dass die Zeremonie die Reise wert war.;;La fiesta se acaba, y con ella la mancha. Pasarán por lo menos 9 años hasta que tu señor celebre la siguiente, pero mientras tú y tus vasallos regresáis a casa, la mayoría estáis de acuerdo en que valió la pena hacer el viaje por la ceremonia.;;;;;;;;;x
EVTDESCancrel.0064;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of the wealth and knowledge we will attain.;;;;;;;;;;;;;x
EVTOPTAancrel.0064;Glory to the Gods!;;;;;;;;;;;;;x
EVTDESCancrel.0065;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn of a loss that will affect us deeply.;;;;;;;;;;;;;x
EVTOPTAancrel.0065;Woe to me!;;;;;;;;;;;;;x
EVTDESCancrel.0066;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn of the disapointment of the gods with our dynasty.;;;;;;;;;;;;;x
EVTOPTAancrel.0066;Woe to me!;;;;;;;;;;;;;x
EVTDESCancrel.0067;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of the glory which awaits our lords dynasty.;;;;;;;;;;;;;x
EVTOPTAancrel.0067;Glory to the Gods!;;;;;;;;;;;;;x
EVTDESCancrel.0068;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of a great victory which awaits our armies.;;;;;;;;;;;;;x
EVTOPTAancrel.0068;Glory to the Gods!;;;;;;;;;;;;;x
EVTDESCancrel.0069;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of the wealth and knowledge our lord will attain.;;;;;;;;;;;;;x
EVTOPTAancrel.0069;Glory to the Gods!;;;;;;;;;;;;;x
EVTDESCancrel.0070;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn our lord that he will lose something dear to him.;;;;;;;;;;;;;x
EVTOPTAancrel.0070;The Gods are angry;;;;;;;;;;;;;x
EVTDESCancrel.0071;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn of the disapointment of the gods with our lord.;;;;;;;;;;;;;x
EVTOPTAancrel.0071;The Gods are angry;;;;;;;;;;;;;x
opinion_held_divination;Held divination;Blót tenu;Hat Blót veranstaltet;;Mancha Realizada;;;;;;;;;x
opinion_held_bad_divination;Angered the gods;Blót tenu;Hat Blót veranstaltet;;Mancha Realizada;;;;;;;;;x
EVTDESCancrel.0100;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. When [From.GetSheHe] sees the druid circling around [From.GetHerHim] balancing a knife in hist hand righ, [From.GetSheHe] pushes the nearest guard aside and makes a desperate run for it, but to no avail. Your men drag [From.GetHerHim] kicking and screaming back to the middle of the grove.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au temple. Lorsqu'[From.GetSheHe] voit la corde qu'on allait lui placer autour du cou, [From.GetSheHe] pousse le garde le plus proche et tente de s'échapper en courant, mais en vain. C'est en se débattant et en criant qu'[From.GetSheHe] est ramené(e) au temple.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Als [From.GetSheHe] die Schlinge baumeln sieht, die schon bald um [From.GetHerHis] Hals gelegt werden soll, stößt [From.GetSheHe] die Wache neben sich zur Seite und versucht verzweifelt, erfolglos zu flüchten. Eure Männer zerren [From.GetHerHim] um sich tretend und schreiend zurück zum Tempel.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Cuando [From.GetSheHe] ve la soga que cuelga a punto de ser colocada alrededor de [From.GetHerHis] cuello, [From.GetSheHe] empuja al guardia más cercano y corre desesperadamente, pero en vano. Tus hombres arrastran a [From.GetHerHim] de vuelta al templo pataleando y gritando.;;;;;;;;;x
EVTDESCancrel.0101;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. Even as the druid approaches [From.GetHerHim], [From.GetFirstName] stares vacantly ahead without betraying any emotion whatsoever. It would seem [From.GetSheHe] has accepted [From.GetHerHis] fate.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au temple. Même avec la corde au cou, [From.GetFirstName] reste de marbre, les yeux dans le vide, ne trahissant aucune émotion. Il semble qu'[From.GetSheHe] ait accepté son destin.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Selbst als die Schlinge um [From.GetHerHis] Hals gelegt wird, starrt [From.GetFirstName] emotionslos in die Ferne. Wie es scheint, hat [From.GetSheHe] [From.GetHerHis] Schicksal akzeptiert.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Incluso cuando colocan la soga alrededor de [From.GetHerHis] cuello, [From.GetFirstName] mira distraídamente sin mostrar ninguna emoción en absoluto. Parecería que [From.GetSheHe] ha aceptado [From.GetHerHis] destino.;;;;;;;;;x
EVTDESCancrel.0102;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. As soon as [From.GetSheHe] spots you among those gathered nearby, [From.GetSheHe] hurls insults and spittle your way, stopping only when [From.GetHerHis] head is severed from [From.GetHerHis] neck. The hatred in [From.GetHerHis] eyes could be mistaken.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au temple. Aussitôt qu'[From.GetSheHe] vous aperçoit parmi les curieux, [From.GetSheHe] vous lance des insultes et crache dans votre direction, même avec la corde au cou, [From.GetSheHe] continue. La haine dans ses yeux est incontestable.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Sobald [From.GetSheHe] Euch in der versammelten Menschenmenge erblickt, schleudert [From.GetSheHe] Euch Beleidigungen und Speichel entgegen und hört auch nicht auf, als die Schlinge um [From.GetHerHis] Hals gelegt wird. Der Hass in [From.GetHerHis] Augen ist unmissverständlich.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Tan pronto como [From.GetSheHe] te ve cerca entre los reunidos, [From.GetSheHe] lanza insultos y te escupe, continuando hasta que le colocan la soga alrededor de [From.GetHerHis] cuello. El odio en [From.GetHerHis] ojos no se puede confundir.;;;;;;;;;x
divination_wealth;The promise of wealth reinvigorates trade in our lands\n;;;;;;;;;;;;;x
divination_victory;The promise of victory raises the morale of our warriors\n;;;;;;;;;;;;;x
divination_bad;The gods are unsatisfied with our rule.\n;;;;;;;;;;;;;x
promised_victory;Promised Victory;;;;;;;;;;;;;x
promised_riches;Promised Wealth;;;;;;;;;;;;;x
promised_victory_desc;This character has been promised a great victory by the gods, thus bolstering the morale of his men.;;;;;;;;;;;;;x
promised_riches_desc;The wealth promised by the gods has reinvigorated trade in this character's lands.;;;;;;;;;;;;;x
###### Druid Stuff ;;;;;;;;;;;;;;x
assign_bard;You should not be seeing this (Bard Assign);;;;;;;;;;;;;x
assign_bard_desc;you can't see this, its just to make Validator happy;;;;;;;;;;;;;x
assign_druid;You should not be seeing this (Druid Assign);;;;;;;;;;;;;x
assign_druid_desc;you can't see this, its just to make Validator happy;;;;;;;;;;;;;x
invite_druid_to_court;Invite Druid to Court;;;;;;;;;;;;;x
invite_druid_to_court_desc;Invite a Druid to your court - this can only be done every two years;;;;;;;;;;;;;x
EVTDESCancrel.0152;I have searched far and wide for a worthy Druid to serve at my court. He will organise worship and sacrifices, divination, and judicial procedure, encourage my warriors, and provide me counsel. At long last, one such man has arrived at my court, but I am not sure whether he is worthy... A ruler must choose his Druid wisely, after all.;;;;;;;;;;;;;x
EVTOPTAancrel.0152;Let us meet, then.;;;;;;;;;;;;;x
EVTDESCancrel.0153;The people of your court are incredulous. “Great [Root.GetTitle], it is a shame that you do not have a Druid at court! Are you to be like a Bard without his voice, a warrior without his spear, a farmer without his seeds?” No self-respecting ruler can go without a Druid, after all.;;;;;;;;;;;;;x
EVTOPTAancrel.0153;I must find a knowledgeable Druid soon, and fast!;;;;;;;;;;;;;x
EVTOPTBancrel.0153;There seems to be a suitable candidate at my court;;;;;;;;;;;;;x
EVTDESCancrel.0154;I have searched far and wide for a worthy Druid to serve at my court. He will organise worship and sacrifices, divination, and judicial procedure, encourage my warriors, and provide me counsel. At long last, one such man has arrived at my court, but I am not sure whether he is worthy... A ruler must choose his Druid wisely, after all.;;;;;;;;;;;;;x
EVTOPTAancrel.0154;Let us meet, then.;;;;;;;;;;;;;x
EVTDESCancrel.0155;A lord must choose his Druid with care, for while all druids are wise, not all have specialised in the same teachings.;;;;;;;;;;;;;x
EVTOPTAancrel.0155;Send for a master of law.;;;;;;;;;;;;;x
EVTOPTBancrel.0155;Bring me a servant of the gods.;;;;;;;;;;;;;x
EVTDESCancrel.0157;A Druid is expected to follow the Celtic Virtues of honor, loyalty, hospitality, honesty, justice and courage. Gossip is starting to spread about your wicked habits.;;;;;;;;;;;;;x
EVTOPTAancrel.0157;May [Root.Religion.GetRandomGodName] have mercy on me.;;;;;;;;;;;;;x
EVTDESCancrel.0159;The Druid presents [From.GetHerselfHimself] to you. In order to judge of [From.GetHerHis] talents, you request [From.GetHerHim] to show you the subject [From.GetSheHe] is most skillful at.;;;;;;;;;;;;;x
EVTOPTAancrel.0159;[From.GetSheHeCap] shall be my new Court Druid !;;;;;;;;;;;;;x
EVTOPTBancrel.0159;[From.GetSheHeCap] shall be my new [From.GetChancellorName] !;;;;;;;;;;;;;x
EVTOPTCancrel.0159;[From.GetSheHeCap] shall be my new [From.GetLordSpiritualName] !;;;;;;;;;;;;;x
EVTOPTDancrel.0159;I will settle this matter later.;;;;;;;;;;;;;x
ancrel.0161.desc;A travelling bard and their entourage have arrived at your court and request that they be given room and board for the duration of their stay. The entourage is not small, but it is considered bad luck to turn away a bard.;;;;;;;;;;;;;x
ancrel.0161.a;They may stay for as long as they like!;;;;;;;;;;;;;x
ancrel.0161.a.tt;The bard's party prepares for merrymaking.;;;;;;;;;;;;;x
ancrel.0161.b;You may stay for the night only, and move on.;;;;;;;;;;;;;x
ancrel.0161.b.tt;The bard's party stays for the night before hitting the road again.;;;;;;;;;;;;;x
ancrel.0162.desc;The bard has spent the last several nights regaling your court with fanciful tales of ancient heroes battling terrible monsters and outwitting wicked gods. They have become quite popular at court, and may be convinced to stay.;;;;;;;;;;;;;x
ancrel.0162.a;Yes, do stay! Tell me the one about Asterix again!;;;;;;;;;;;;;x
bard_offer;The bard joins your court.;;;;;;;;;;;;;x
ancrel.0162.b;No, I think not. Too much of a good thing, I think.;;;;;;;;;;;;;x
bard_declined;The bard and their troupe move on to the next lord's estate.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
EVTNAMEancrel.0183;Coming of age;;;;;;;;;;;;;x
EVTDESCancrel.0183;Today your child comes of age. [From.GetSheHeCap] will join the clan today as the Druids present [From.GetHerHim] to the gods. You can use this opportunity to plan [From.GetHerHis] future.;;;;;;;;;;;;;x
EVTOPTAancrel.0183;[From.GetSheHeCap] will be a warrior;;;;;;;;;;;;;x
EVTOPTBancrel.0183;The Gods are in need of [From.GetHerHim];;;;;;;;;;;;;x
path_of_the_warriors;Your child will undergo training with the warriors.\n;;;;;;;;;;;;;x
path_of_the_druids;Your child will undergo training with the druids, giving up any inheritance.\n;;;;;;;;;;;;;x
sent_druidic_training;Sent to the Druids;;;;;;;;;;;;;x
ancrel.0185.title;The Path of the Druids;;;;;;;;;;;;;x
ancrel.0185.desc;An old man has arrived, dressed in the garbs of a druid, he is here to take your child with him to a sacred grove deep inside the forest.\nThere [From.GetSheHe] will be taught the secret arts of the druids, this training will take many years and novices have been known to come back changed, or worse... dead. Either way, they are barred from inheriting lands.;;;;;;;;;;;;;x
ancrel.0185.a;Be safe my child;;;;;;;;;;;;;x
EVTDESCancrel.0187;Your child has expressed a peculiar wish, unsatisfied with the life of a warrior, [From.GetSheHe] wishes to learn the druidic arts and become closer to the gods. \nBut that way is strange and dangerous, not all survive it.;;;;;;;;;;;;;x
EVTOPTAancrel.0187;I will not allow it!;;;;;;;;;;;;;x
EVTOPTBancrel.0187;Yes, this will bring great honor to our family.;;;;;;;;;;;;;x
return_from_druidic_training;Your child has learned much\n;;;;;;;;;;;;;x
return_from_druidic_training_player;You have learned much\n;;;;;;;;;;;;;x
EVTDESCancrel.0189;The night is dark and cold when your servants wake you, a visitor has come to see you. Suddenly, a black shape pushes them to the side and approaches your bedside, you reach for your sword but slowly realize who it is, [From.GetTitledFirstName], back from the forests of the druids!;;;;;;;;;;;;;x
EVTOPTAancrel.0189;[From.GetFirstName]! You've... changed!;;;;;;;;;;;;;x
EVTDESCancrel.0191;On of the supplicants at your court today is hopping on one leg, trying to keep [From.GetHerHis] balance with the help of a knoted stick of wood. [From.GetSheHe] has a familiar look and as [From.GetSheHe] approaches your throne, you finally understand why, it is [From.GetTitledFirstName], back from the druids!;;;;;;;;;;;;;x
EVTOPTAancrel.0191;My child, what have the gods done to you?;;;;;;;;;;;;;x
EVTDESCancrel.0193;[From.GetTitledFirstName] is back from the druidic groves, there he has learned much of the ways of the gods and our people, he has sung numerous stories and even come up with a few of his own.;;;;;;;;;;;;;x
EVTOPTAancrel.0193;I wish to hear of these new stories!;;;;;;;;;;;;;x
EVTDESCancrel.0195;« My lord!, says own of your guards, a mad[From.GetManWoman] is dancing on the roof of the stables, we tried to get him down, but he just screams gibberish at us!» \n You follow your guards to the courtyard and soon understand that the madman is in fact,[From.GetTitledFirstName], struck mad by the gods.;;;;;;;;;;;;;x
EVTOPTAancrel.0195;We shall share this burden my child;;;;;;;;;;;;;x
EVTDESCancrel.0197;[From.GetTitledFirstName] has returned from the groves of the druids, but with a strange burden, a newborn child. While [From.GetSheHe] refuses to talk of the lover that gave [From.GetHerHim] the child, the child's wild eyes bode strange wisdom.;;;;;;;;;;;;;x
EVTOPTAancrel.0197;I will love him as my own.;;;;;;;;;;;;;x
EVTDESCancrel.0199;Knowing of [From.GetTitledFirstName]'s impending return, you have prepared the most magnificent chambers for [From.GetHerHim]. But, ever since their return, [From.GetSheHe] has been spending [From.GetHerHis] nights and days in the castle grove, delving more and more into the druidic lore, stopping only to speak of the wonders of the gods.;;;;;;;;;;;;;x
EVTOPTAancrel.0199;But what about the pleasures of life?;;;;;;;;;;;;;x
EVTDESCancrel.0201;The secrets of the druids are many and earthly problems lose of their potency when confronted to those of the otherworld, thus [From.GetTitledFirstName] has returned changed from their training with the druids, seemingly much more at peace and patient.;;;;;;;;;;;;;x
EVTOPTAancrel.0201;Ok;;;;;;;;;;;;;x
EVTDESCancrel.0203;You've received word that your [From.GetSonDaughter] has died during [From.GetHerHis] training with the Druids.;;;;;;;;;;;;;x
EVTOPTAancrel.0203;You will be missed, [From.GetFirstName];;;;;;;;;;;;;x
EVTDESCancrel.0205;[From.GetFirstName], your [GetFromRelation] has returned from [From.GetHerHis] training with the druids with gifts! It seems [From.GetSheHe] acquired a small fortune during their travels!;;;;;;;;;;;;;x
EVTOPTAancrel.0205;Excellent!;;;;;;;;;;;;;x
EVTDESCancrel.0206;With your [GetFromRelation] having passed to the Other World, it is your responsibility to take the throne and lead your people, even at the expense of your training as a Druid.;;;;;;;;;;;;;x
EVTOPTAancrel.0206;It seems my training must come to an end...;;;;;;;;;;;;;x
learning_druidic_arts;Novice;;;;;;;;;;;;;x
learning_druidic_arts_desc;This character is learning the secret arts and rituals of the Druids, they have much to learn.;Franch;;;;;;;;;;;;x
opinion_patron;My Patron;My Patron;My Patron;;My Patron;;;;;;;;;x
opinion_new_courtier;New to the Court;New to the Court;New to the Court;;New to the Court;;;;;;;;;x
###### Celtic changeling;;;;;;;;;;;;;;x
EVTDESCancrel.0213;You are spending some time with [FromFrom.GetFirstName], who is carrying your unborn child, when [From.GetFirstName], your court druid, comes silently at your side. Be careful with the child, the borders between the world of man and the otherworld are thin these days..;Vous passez du temps avec [FromFrom.GetFirstName], qui est enceinte, quand [From.GetFirstName], votre voyante völva, fait irruption dans votre chambre à coucher en criant 'Cet enfant est un démon, je l'ai vu ! Le monde entier souffira de ce grand mal que vous provoquerez !';Ihr verbringt gerade Zeit mit [FromFrom.GetFirstName], die Euer ungeborenes Kind unterm Herzen trägt, als [From.GetFirstName], Eure Völva-Seherin, schreiend hereinstürmt. 'Das Kind ist ein Dämon', ruft sie. 'Ich habe es gesehen! Ihr werdet ein großes Übel in die Welt entlassen!';;Estás pasando algún tiempo con [FromFrom.GetFirstName], que lleva a tu hijo en el vientre, cuando [From.GetFirstName], la vidente völva, entra gritando e...;;;;;;;;;x
EVTOPTAancrel.0213;Druid, stop scaring my wife with your stories!;Gardes, sortez cette sorcière !;Wachen, entfernt die Hexe!;;¡Guardias, llevaos a la bruja!;;;;;;;;;x
EVTOPTBancrel.0213;Is that so? Maybe I should try to appease the gods?;Se... se peut-il que cet enfant soit maudit ?;Könnte… könnte es wahr sein? Ist das Kind verflucht?;;¿Podría… podría ser? ¿Está maldito el niño?;;;;;;;;;x
EVTDESCancrel.0217;It is the dead of night when a sudden chill comes upon you. You open your eyes and sit up only to see [From.GetFirstName] standing at the foot of your bed staring at you in complete silence. After rubbing the sleep out of your eyes, you look again and now there is no sign of the child.;Au beau milieu de la nuit, un frisson vous envahit soudain. Vous ouvrez les yeux et vous redressez pour découvrir [From.GetFirstName], debout au pied de votre lit qui vous regarde fixement dans un silence complet. Vous frottez vos yeux encore embrumés puis plus rien, l'enfant a disparu.;Mitten in der Nacht fröstelt es Euch plötzlich. Ihr öffnet die Augen und setzt Euch auf, nur um [From.GetFirstName] am Fuß deines Bettes zu sehen, Euch still anstarrend. Nachdem Ihr Euch den Schlaf aus den Augen gerieben habt, schaut Ihr erneut hin, doch nun gibt es kein Zeichen von dem Kind.;;Es totalmente de noche, cuando sientes un repentino escalofrío. Abres los ojos y te sientas sólo para ver a [From.GetFirstName] al pie de tu cama mirándote en completo silencio. Te frotas los ojos para quitarte el sueño, vuelves a mirar y no hay ni rastro del niño.;;;;;;;;;x
EVTOPTAancrel.0217;Was it a dream?;Ai-je rêvé ?;War das ein Traum ?;;¿Fue un sueño?;;;;;;;;;x
EVTDESCancrel.0219;[From.GetFirstName] is sitting on the floor, playing with [From.GetHerHis] toys when something dark suddely seems to come over the child. While spasming wildly, [From.GetFirstName] cries out in a tongue foreign to you and looks wildy about, looking for shelter from.. something.;[From.GetFirstName] est assis(e) au sol, jouant avec ses jouets, quand une sombre chose semble soudainement l'envahir. Secoué(e) de spasmes, [From.GetFirstName] crie dans une langue qui vous est étrangère et ses yeux se révulsent.;[From.GetFirstName] sitzt auf dem Boden und spielt mit [From.GetHerHis] Spielsachen, als plötzlich etwas Dunkles über das Kind kommt. Wild zuckend schreit [From.GetFirstName] in fremden Zungen, mit nach hinten gerollten Augen.;;[From.GetFirstName] está sentado en el suelo, jugando con [From.GetHerHis] juguetes cuando algo oscuro parece sucederle al niño. Mientras tiene violentos espasmos, [From.GetFirstName] grita en un idioma extranjero  y [From.GetHerHis] ojos ruedan hacia dentro de [From.GetHerHis] cabeza.;;;;;;;;;x
EVTOPTAancrel.0219;That can't be a good sign...;C'est de bien mauvais augure...;Das kann kein gutes Zeichen sein…;;Eso no puede ser una buena señal…;;;;;;;;;x
