#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#if anything important has been deleted, please let me know.

EVTOPT_HAJJ18B;I shall strive to curb my urges!;;;;;;;;;;;;;x
EVTDESC_hajj19;The wise man begins his narration, reciting a poem from the collection of hadith of the Sheikh Richard Burton.\n "Long, long have I bewailed the sev'rance of our loves, With tears that from my lids streamed down like burning rain \n And vowed that, if the days deign reunite us two, My lips should never speak of severance again...";;;;;;;;;;;;;x
EVTOPT_HAJJ19A;I must do more with myself...;;;;;;;;;;;;;x
EVTOPT_HAJJ19B;I will do more with myself...;;;;;;;;;;;;;x
EVTDESC_hajj20;The wise man begins his story, reciting a Hadith from the chain of narration via the Sheikh Richard Burton- The Prophet Ali Baba, may God grant him peace, said, "My soul yearned for traffic and travel, praise be to Allah, the One, the Creator, the Maker of all things in heaven and earth.";;;;;;;;;;;;;x
EVTOPT_HAJJ20A;I do not do enough!;;;;;;;;;;;;;x
EVTOPT_HAJJ20B;My soul yearns too!;;;;;;;;;;;;;x
EVTDESC_hajj21;The wise man begins his narration, telling of the poem made by the Grand Sultan Harun al-Rashid, who lived in the time of Ali Baba, upon seeing a famed beauty:"I looked on her with longing eyne, And grew anew my old repine- For the gazelle, who captured me, Where the two lotus-trees incline...";;;;;;;;;;;;;x
EVTOPT_HAJJ21A;Such words move me...;;;;;;;;;;;;;x
EVTOPT_HAJJ21B;Such words move me...;;;;;;;;;;;;;x
EVTDESC_hajj22;The wise man begins his tale, telling via the chain of narration of the great Muslim scholar Hanna Diyab, may God bless him, "A loss that can be repaired by money is not of such very great importance.";;;;;;;;;;;;;x
EVTOPT_HAJJ22A;In Heaven, material has no value...;;;;;;;;;;;;;x
EVTOPT_HAJJ22B;In Heaven, material has no value...;;;;;;;;;;;;;x
EVTDESC_hajj23;The wise man begins telling of the tale of the dervish who became King, and his interaction with the envious man who pined for his throne. "You see that this Sultan was not content with merely forgiving the envious man for the attempt on his life; he heaped rewards and riches upon him." ;;;;;;;;;;;;;x
EVTOPT_HAJJ23A;Why do I covet which others have?;;;;;;;;;;;;;x
EVTOPT_HAJJ23B;I shall strive to be like the Sultan.;;;;;;;;;;;;;x
EVTDESC_hajj24;The wise man begins his narration, telling of the event of the slave and apple that  occurred in the court of the Grand Sultan Harun al-Rashid, who lived in the time of Ali Baba, may God grant him peace, "if lies can save a man once, truth can save him twice." ;;;;;;;;;;;;;x
EVTOPT_HAJJ24A;I shall strive for honesty...;;;;;;;;;;;;;x
EVTOPT_HAJJ24B;Lies serve none but Yakub!;;;;;;;;;;;;;x


EVTDESC_hajj26;You have arrived in the city of San Francisco in all of its wonder. The marvelous hustle and bustle of the city is almost overwhelming, as men and women of every creed and color walk the streets around you. Suddenly knocking you out of contemplation is the cry of a streetside vendor with a strong Californian accent, a peculiar blade in his hands;;;;;;;;;;;;;x
EVTOPT_hajjswordcraftsf;What a magnificent sword! How much does it cost?;;;;;;;;;;;;;x
EVTOPT_hajjnoswordsf;The smiths of my court can do better.;;;;;;;;;;;;;x
EVTDESC_hajj27;You have arrived in the city of San Francisco in all of its wonder. The marvelous hustle and bustle of the city is almost overwhelming, as men and women of every creed and color walk the streets around you. Shocking you back into reality is a young girl shaking your leg. She explains she is without family, and any money helps.;;;;;;;;;;;;;x
EVTOPT_hajjpoorsf;Take this and go.;;;;;;;;;;;;;x
EVTOPT_hajjnopoorsf;I am nobility, you commoner swine! Unhand me at once!;;;;;;;;;;;;;x
EVTTITLE_HAJJSFARRIVED;The Shrine to Al-Karim;;;;;;;;;;;;;x
EVTDESC_hajjsfshrine; You have spent quite some time in the city of Gold and Iron making talk with local aristocracy, and the time has come for you to fulfill the purpose of this pilgrimage. Dismounting a carriage, the hustle and bustle of the Bay seemed to give way to the tranquility of [e_california.Holder.GetFirstName]'s Grove. An old man in white robes greets you, his clothing the hallmark of a Cetic Guru. He bows respectfully. "Come," he beckons, as he leads me along a trail.\n Hidden behind the trees is the building I can only assume to be the shrine to al-Karim- its golden minarets shining in the sunlight. As I step through its hallowed doors, I enter the common praying area. All men are equal before God.;;;;;;;;;;;;;x
EVTOPT_hajjsfshrine1;I bow my head in prayer.;;;;;;;;;;;;;x
EVTDESC_hajjsfhome;Walking back through the familiar gates of my castle, I can't help but feel fulfilled. I have travelled across the land, and returned a changed man. Before Allah, all men are indeed equal.;;;;;;;;;;;;;x
EVTOPT_hajjsfhome;There is one god but Allah, and Mohammad is his messenger!;;;;;;;;;;;;;x


EVTDESC_hajj32;You have arrived in the city of New York, home of the House of Tradition. But spending time in the city has been quite eye-opening. Here there are men of all sorts of different creeds. In your inn, the theological talkings of a Jewish holy man and Christian burgher catches your ear.;;;;;;;;;;;;;x
EVTOPT_hajjtolerantny;The people of the book share the same God as us, no? Let us discuss...;;;;;;;;;;;;;x
EVTOPT_hajjzealousny;If only they saw the only way to revere the Greatest.;;;;;;;;;;;;;x
EVTDESC_hajj33;You have arrived in the city of New York, home of the House of Tradition. As you approach the great house of worship, a bookish merchant glances up from behind a small stand. "Traveller! Come forth and browse my wares, the finest the old-world can offer." ;;;;;;;;;;;;;x
EVTOPT_quranny;That Quran must be ancient! A wondrous addition to my collection.;;;;;;;;;;;;;x
EVTOPT_qurannony;One does not need such frivolous relics to praise God.;;;;;;;;;;;;;x
EVTTITLE_HAJJNYARRIVED;The House of Tradition;;;;;;;;;;;;;x
EVTDESC_hajj34;You did not know quite what to expect when setting off on this grand journey, but the house of Tradition was a bag of surprises indeed. It was no opulent mosque, yet scores of men clad in all sorts of garments surrounded you. Wandering through the structure, I found myself at the base of a grand table surrounded by dozens of scholars. The room falls into silence as I enter, only broken by the speech of the man at the head of the table. "You must be the [Root.GetTitle] of [Root.PrimaryTitle.GetName]," he calls to me. "Tell me, how do the scholars of [Root.Capital.GetName] interpret the words of..."  ;;;;;;;;;;;;;x
EVTOPT_hajjhot;You engage in theological dialogue with the Scholars of Tradition...;;;;;;;;;;;;;x
EVTDESC_hajjnyhome;Walking back through the familiar gates of my castle, I can't help but feel fulfilled. I have travelled across the land, and returned a changed man. Before Allah, all men are indeed equal.;;;;;;;;;;;;;x
EVTOPT_hajjnyhome;There is one god but Allah, and Mohammad is his messenger!;;;;;;;;;;;;;x


EVTDESC_hajj37;The Grand Sultan's temple shines magnificently in the distance. The Bazaar surrounding you is nothing short of remarkable- the scents of spices and incense fill the air. An old man with a turban wrapped around his head approaches you, offering you a magnificent lamp.;;;;;;;;;;;;;x
EVTOPT_hajjlanternyes;I must have it!!!;;;;;;;;;;;;;x
EVTOPT_lanternno;I have no need for such frivolous goods...;;;;;;;;;;;;;x
EVTDESC_hajj38;In the streets of Tampa, you meet a peculiar man, with a serpent curled around his arms. He claims that his Gods protect him- and it would appear so, as no malevolence is shown in the snake. Could this man possibly be favored by the divine?;;;;;;;;;;;;;x
EVTOPT_hajjsnakehandling;Bring my flute- I must prove I, too, am favored.;;;;;;;;;;;;;x
EVTOPT_hajjsnakeno;What a peculiar man...;;;;;;;;;;;;;x
EVTDESC_hajj39;You raise your flute to the air and begin attempting to charm the snake with a tune. Unfortunately, it has been a while since you have practiced the art of Snake Charming, and the Serpent recoils from you, remaining perched on the mans arm. He glances at you with a pitiful look.;;;;;;;;;;;;;x
EVTOPT_hajjsnakehumble;I will leave charming to the Genies...;;;;;;;;;;;;;x
EVTOPT_hajjsnakeangry;Do not glance at me, Infidel!;;;;;;;;;;;;;x
EVTDESC_hajj40;You raise your flute to the air and play nothing short of a masterful tune. The serpent slides down the mans leg, slithering up your leg as you play the orientalist hymn. The serpent slides up your body, before passively resting around your shoulders. "Remarkable!!" The man cries out.;;;;;;;;;;;;;x
EVTOPT_hajjsnakefriend;Come with me- you are welcome in my court.;;;;;;;;;;;;;x
EVTOPT_hajjsnakeamazed;Through the Crescent, all is possible.;;;;;;;;;;;;;x
EVTTITLE_HAJJTPARRIVED;The Grand Sultan;;;;;;;;;;;;;x
EVTDESC_hajj42;The Temple of the Grand Sultan is as magnificent as the stories of Arabian Nights, its many golden spires and ornate domes gleaming from across the land. As you enter through the front gates of the temple, soldiers of the Arabian Knights stand attentively on either side of me, their hands affixed to the scimitars at their waists. But the scores of soldiers were not the most magnificent feature of the temple- that honor would go to the brazier lit main hall, shrouded in an odd aura as the Grand Sultan himself sat perched above the room on a flying carpet. It takes time for the carpet to slowly descend, but when he reaches the floor, he touches my forehead.;;;;;;;;;;;;;x
EVTOPT_hajjgrandsultan;I have earned his favor!!;;;;;;;;;;;;;x
EVTDESC_hajjtphome;Walking back through the familiar gates of my castle, I can't help but feel fulfilled. I have travelled across the land, and returned a changed man. Before Allah, all men are indeed equal.;;;;;;;;;;;;;x
EVTOPT_hajjtphome;One thousand and one praises upon God!;;;;;;;;;;;;;x

EVTDESC_hajj50;You have arrived in Manhattan, but the House of Tradition is not of your concern. Your entourage makes its way for the harbor, where you will have to find a voyage to the Old World. You muse over the offers of "Safe Travels" that you have heard beckoned to you by a series of questionable men.;;;;;;;;;;;;;x
EVTOPT_hajjship;A merchant ship is fine enough, we will pay the fee.;;;;;;;;;;;;;x
EVTOPT_hajjpirates;These corsairs request little for travel...;;;;;;;;;;;;;x

EVTDESC_piratemecca;"We're here, Milord!" One of the Corsairs calls to you. You are rapidly approaching a very small island, with no discerning features minus a few trees and a large black stone at its center. Wait... is this actually Mecca..? Mecca wasn't on an island...;;;;;;;;;;;;;x
EVTOPT_fakemecca;Well... I suppose... I will put faith in them...;;;;;;;;;;;;;x
EVTOPT_hajjfightpirates;This is highway- ehrm, maritime robbery! To arms!!!;;;;;;;;;;;;;x
EVTDESC_HAJJATLANTICCONTINUE;Through a miracle of superior tactics, the pirates lay dead, scattered across the island. Whilst you and your men have sustained injuries, their ships are laid bare to you. Your injured crew gains control of the vessel, and sets off once more eastward for Mecca.;;;;;;;;;;;;;x
EVTOPT_hajjatlanticonwards;Onwards to Mecca!!;;;;;;;;;;;;;x

EVTDESC_hajjfailedliar;Whilst you may have set out from home in a triumphant parade, returning back has been met with dozens of scowls. Its very obvious you didnt reach Mecca, and noone buys the lie.;;;;;;;;;;;;;x
EVTOPT_failedhajj;How could we have failed so badly...;;;;;;;;;;;;;x

EVTDESC_hajjfailed;Whilst you may have set out from home in a triumphant parade, returning back has been shameful. By one means or another- you failed to reach Mecca.;;;;;;;;;;;;;x
EVTOPT_failedhajjliar;I suppose I had this coming...;;;;;;;;;;;;;x


EVTDESC_hajj62;You have arrived in San Francisco, but the Shrine to Al-Karim is not of your concern. Your entourage makes its way for the harbor, where you will have to find a voyage across the mighty Pacific. You muse over the offers of "Safe Travels" that you have heard beckoned to you by a series of questionable men.;;;;;;;;;;;;;x
EVTOPT_hajjshipsf;A merchant ship is fine enough, we will pay the fee.;;;;;;;;;;;;;x
EVTOPT_hajjpiratessf;These corsairs request little for travel...;;;;;;;;;;;;;x

EVTOPT_fakemeccapacific;Well... I suppose... I will put faith in them...;;;;;;;;;;;;;x
EVTOPT_hajjfightpiratespacific;This is highway- ehrm, maritime robbery! To arms!!!;;;;;;;;;;;;;x
EVTDESC_HAJJPACIFICCONTINUE;Through a miracle of superior tactics, the pirates lay dead, scattered across the island. Whilst you and your men have sustained injuries, their ships are laid bare to you. Your injured crew gains control of the vessel, and sets off once more westward for Mecca.;;;;;;;;;;;;;x
EVTOPT_hajjpacificonwards;Onwards to Mecca!!;;;;;;;;;;;;;x

EVTTITLE_HAJJGIBRALTAR;The Port of Gibraltar;;;;;;;;;;;;;x
EVTDESC_hajjgibraltar;Its been a long voyage from New York, and it has been full of obstacles. But at the sight of land, your stress evaporated. "Land ho!" A crew member calls out. Our ship steadily coasts into a large harbor at the foot of an enormous mountain, unlike anything seen in the New World.\n You pensively look out across the Harbor. Many ships of all sorts of queer design fill the harbor, as peculiar men wander the port harkening their wares. Odd, small primates wander where humans are spare, scavenging for whatever they could find. But the question remains- where will your journey continue from here? The expanse of the mediterranean and Sahara lays ahead of you- if any time was the time to turn around, it is now. But surely, with the great distance already travelled, it would all be for naught if you turned around now... ;;;;;;;;;;;;;x
EVTOPT_hajjatlantic;I will revisit these thoughts later...;;;;;;;;;;;;;x

EVTTITLE_HAJJMALAYSIA;The Port of Singapore;;;;;;;;;;;;;x
EVTDESC_hajjmalaysia;Its been a long voyage from San Francisco, and it has been full of obstacles. But at the sight of the bustling port of Singapore, your stress evaporates. "Land ho!" A crew member calls out. Our ship steadily coasts into a large harbor at the shore of a massive city, unlike anything in the New World.\n You pensively look out across the Harbor. Many ships of all sorts of queer design fill the harbor, as peculiar men wander the port harkening their wares. But the question remains- where will your journey continue from here? The expanse of the treacherous sea lays ahead of you. If any time was the time to turn around, it is now. But surely, with the great distance already travelled, it would all be for naught if you turned around now... ;;;;;;;;;;;;;x
EVTOPT_hajjpacific;I will revisit these thoughts later...;;;;;;;;;;;;;x

EVTDESC_hajj68;Your time in port has been remarkable. You have seen much, and learned much as well. But as you prepare for a voyage out onto the sea once more, it is undeniable that the greatest thing you will take from this land is... ;;;;;;;;;;;;x
EVTOPT_hajjajfriend;My wonderful new friend, who will sail with us.;;;;;;;;;;;;;x
EVTOPT_hajjajmoney;A great bounty of wealth I haggled for with the local traders.;;;;;;;;;;;;;x
EVTOPT_hajjajtech;A vast sum of knowledge I have acquired from the way these foreigners live.;;;;;;;;;;;;;x

EVTDESC_hajj69;You are very far from home. Simply put, you have likely gone further than any adventurer in the history of post-Event North America. So it would come as no surprise that a longing for home has arisen. Perhaps you've seen enough already- maybe its time to head back home.;;;;;;;;;;;;;x
EVTOPT_hajjgohome;Im lucky to be alive. This has been a grand voyage, but I'll head home.;;;;;;;;;;;;;x
EVTOPT_hajjgohomelie;Those at home don't need to know the truth. I've already seen Mecca, anyway..;;;;;;;;;;;;;x
EVTOPT_onwards;What a bunch of nonsense. I will see Mecca or die trying.;;;;;;;;;;;;;x

secret_religious_society_traditionalist;[GetReligiousCommunityName_traditionalist];[GetReligiousCommunityName_traditionalist];[GetReligiousCommunityName_traditionalist];;[GetReligiousCommunityName_traditionalist];;;;;;;;;x
secret_religious_society_REAL_traditionalist;The Guardians of Tradition;;;;;;;;;;;;;x
alt_start_community_name_traditionalist;The [traditionalist.GetName] Faithful;;;;;;;;;;;;;x
secret_religious_society_traditionalist_desc;[GetReligiousSocietyDesc_traditionalist];[GetReligiousSocietyDesc_traditionalist];[GetReligiousSocietyDesc_traditionalist];;[GetReligiousSocietyDesc_traditionalist];;;;;;;;;x
secret_religious_society_traditionalist_desc_REAL;The event has not been kind to the Ummah. Whilst the majority among the American faithful have united into a single creed in a desperate attempt to preserve tradition, they were still the minority, and they still faced opposition. As a result of intersectional fighting and expulsion from their largest realms, the place of worship for many of the traditionalist faith is in the confines of their own home behind closed curtains.;;;;;;;;;;;;;x
secretly_convert_to_traditionalist_holy_site;Secretly Convert to traditionalist;;;;;;;;;;;;;x
secretly_convert_to_traditionalist_holy_site_desc;The §YTraditionalist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secret_religious_society_traditionalist_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_traditionalist_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_traditionalist_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_traditionalist_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_traditionalist_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_traditionalist_rank_1_male;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_traditionalist_rank_2_male;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_traditionalist_rank_3_male;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_traditionalist_rank_4_male;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x

secret_religious_community_traditionalist;Secret Traditionalist Community;;;;;;;;;;;;;x
secret_traditionalist_community;Secret Traditionalist Community;;;;;;;;;;;;;x
secret_traditionalist_community_desc;In secret, Traditionalist faithful have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;En secret, les fidèles se sont organisés en tant que communauté dans cette province. De là, la commaunauté convertit d'autres personnes, grandit et protège les siens.;;;;;;;;;;;;x
secret_religious_society_traditionalist_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;Le grand prêtre dirige l'effort mondial visant à réunir davantage de personnes dans les rangs de sa société.;Der Hohepriester des $SOCIETY|Y$-Zirkels, der die internationalen Bemühungen leitet, mehr Menschen in den Schoÿ der Familie zu führen.;;El Sumo sacerdote, que dirige la misión a escala internacional para atraer a más fieles.;;;;;;;;;x

secret_religious_society_imamite;[GetReligiousCommunityName_imamite];[GetReligiousCommunityName_imamite];[GetReligiousCommunityName_imamite];;[GetReligiousCommunityName_imamite];;;;;;;;;x
secret_religious_society_REAL_imamite;The Faithful of Ali;;;;;;;;;;;;;x
alt_start_community_name_imamite;The [imamite.GetName] Faithful;;;;;;;;;;;;;x
secret_religious_society_imamite_desc;[GetReligiousSocietyDesc_imamite];[GetReligiousSocietyDesc_imamite];[GetReligiousSocietyDesc_imamite];;[GetReligiousSocietyDesc_imamite];;;;;;;;;x
secret_religious_society_imamite_desc_REAL;With the fall of the Abbas's of Socal, the Imamites have known no realm that they may call their own. Whilst many have turned away to the ways of the Cetic philosophy or found new families in the Traditionalist communities, the truest Faithful of Ali await the coming of the Mahdi in secret, counting the days until their patience will be rewarded.;;;;;;;;;;;;;x
secretly_convert_to_imamite_holy_site;Secretly Convert to Imamite;;;;;;;;;;;;;x
secretly_convert_to_imamite_holy_site_desc;The §YImamite§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secret_religious_society_imamite_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_imamite_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_imamite_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_imamite_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_imamite_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_imamite_rank_1_male;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_imamite_rank_2_male;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_imamite_rank_3_male;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_imamite_rank_4_male;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x

secret_religious_community_imamite;Secret Imamite Community;;;;;;;;;;;;;x
secret_imamite_community;Secret Imamite Community;;;;;;;;;;;;;x
secret_imamite_community_desc;In secret, Imamite faithful have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;En secret, les fidèles se sont organisés en tant que communauté dans cette province. De là, la commaunauté convertit d'autres personnes, grandit et protège les siens.;;;;;;;;;;;;x
secret_religious_society_imamite_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;Le grand prêtre dirige l'effort mondial visant à réunir davantage de personnes dans les rangs de sa société.;Der Hohepriester des $SOCIETY|Y$-Zirkels, der die internationalen Bemühungen leitet, mehr Menschen in den Schoÿ der Familie zu führen.;;El Sumo sacerdote, que dirige la misión a escala internacional para atraer a más fieles.;;;;;;;;;x

secret_religious_society_revivalist;[GetReligiousCommunityName_revivalist];[GetReligiousCommunityName_revivalist];[GetReligiousCommunityName_revivalist];;[GetReligiousCommunityName_revivalist];;;;;;;;;x
secret_religious_society_REAL_revivalist;Allah's Righteous;;;;;;;;;;;;;x
alt_start_community_name_revivalist;The [revivalist.GetName] Faithful;;;;;;;;;;;;;x
secret_religious_society_revivalist_desc;[GetReligiousSocietyDesc_revivalist];[GetReligiousSocietyDesc_revivalist];[GetReligiousSocietyDesc_revivalist];;[GetReligiousSocietyDesc_revivalist];;;;;;;;;x
secret_religious_society_revivalist_desc_REAL;Allah has punished the world for their misdeeds. And yet, still, the vast majority of the Earth neglect the righteous faith and the true way to honor him. Many have turned to paganism, and the Kuffar who have abandoned their ways in sake of "unity" are no better. The misbeliever's time shall come, as will the time of the righteous to rule the Earth.;;;;;;;;;;;;;x
secretly_convert_to_revivalist_holy_site;Secretly Convert to Revivalist;;;;;;;;;;;;;x
secretly_convert_to_revivalist_holy_site_desc;The §YRevivalist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secret_religious_society_revivalist_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_revivalist_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_revivalist_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_revivalist_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_revivalist_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_revivalist_rank_1_male;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_revivalist_rank_2_male;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_revivalist_rank_3_male;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_revivalist_rank_4_male;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x

secret_religious_community_revivalist;Secret Revivalist Community;;;;;;;;;;;;;x
secret_revivalist_community;Secret Revivalist Community;;;;;;;;;;;;;x
secret_revivalist_community_desc;In secret, Revivalist faithful have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;En secret, les fidèles se sont organisés en tant que communauté dans cette province. De là, la commaunauté convertit d'autres personnes, grandit et protège les siens.;;;;;;;;;;;;x
secret_religious_society_revivalist_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;Le grand prêtre dirige l'effort mondial visant à réunir davantage de personnes dans les rangs de sa société.;Der Hohepriester des $SOCIETY|Y$-Zirkels, der die internationalen Bemühungen leitet, mehr Menschen in den Schoÿ der Familie zu führen.;;El Sumo sacerdote, que dirige la misión a escala internacional para atraer a más fieles.;;;;;;;;;x

secret_religious_society_orientalist;[GetReligiousCommunityName_orientalist];[GetReligiousCommunityName_orientalist];[GetReligiousCommunityName_orientalist];;[GetReligiousCommunityName_orientalist];;;;;;;;;x
secret_religious_society_REAL_orientalist;The Lampbearers;;;;;;;;;;;;;x
alt_start_community_name_orientalist;The [orientalist.GetName] Faithful;;;;;;;;;;;;;x
secret_religious_society_orientalist_desc;[GetReligiousSocietyDesc_orientalist];[GetReligiousSocietyDesc_orientalist];[GetReligiousSocietyDesc_orientalist];;[GetReligiousSocietyDesc_orientalist];;;;;;;;;x
secret_religious_society_orientalist_desc_REAL;The Orientalist faithful have long found themselves under the boot of the great infidel realms. But the righteous lampbearers of the faith shall not falter in their devotion. Just as the Prophet Aladdin drew the Genie from the lantern, the lamp bearers await the day when their own wishes will come true, and the world will know peace in Ali Baba's light.;;;;;;;;;;;;;x
secretly_convert_to_orientalist_holy_site;Secretly Convert to Orientalist;;;;;;;;;;;;;x
secretly_convert_to_orientalist_holy_site_desc;The §YOrientalist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secret_religious_society_orientalist_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_orientalist_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_orientalist_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_orientalist_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_orientalist_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_orientalist_rank_1_male;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_orientalist_rank_2_male;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_orientalist_rank_3_male;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_orientalist_rank_4_male;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x

secret_religious_community_orientalist;Secret Orientalist Community;;;;;;;;;;;;;x
secret_orientalist_community;Secret Orientalist Community;;;;;;;;;;;;;x
secret_orientalist_community_desc;In secret, Orientalist faithful have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;En secret, les fidèles se sont organisés en tant que communauté dans cette province. De là, la commaunauté convertit d'autres personnes, grandit et protège les siens.;;;;;;;;;;;;x
secret_religious_society_orientalist_leader_desc;The High Priest, leading the international effort of bringing more people into the fold.;Le grand prêtre dirige l'effort mondial visant à réunir davantage de personnes dans les rangs de sa société.;Der Hohepriester des $SOCIETY|Y$-Zirkels, der die internationalen Bemühungen leitet, mehr Menschen in den Schoÿ der Familie zu führen.;;El Sumo sacerdote, que dirige la misión a escala internacional para atraer a más fieles.;;;;;;;;;x

##ADDED BY 9KBITS##

secret_religious_society_qingzheng;[GetReligiousCommunityName_qingzheng];[GetReligiousCommunityName_qingzheng];[GetReligiousCommunityName_qingzheng];;[GetReligiousCommunityName_qingzheng];;;;;;;;;x
secret_religious_society_REAL_qingzheng;The Pure and True;;;;;;;;;;;;;x
alt_start_community_name_qingzheng;The [qingzheng.GetName] Faithful;;;;;;;;;;;;;x
secret_religious_society_qingzheng_desc;[GetReligiousSocietyDesc_qingzheng];[GetReligiousSocietyDesc_qingzheng];[GetReligiousSocietyDesc_qingzheng];;[GetReligiousSocietyDesc_qingzheng];;;;;;;;;x
secret_religious_society_qingzheng_desc_REAL;The Qingzhen have long faced persecution from all sides. To many of their fellow Muslims, they are overly-permissive, even heretic. To non-Muslims, they are infidels making half-hearted futile gestures at understanding and assimilation. But the Qingzhen are rightfully named, for they know they are the purest and truest followers of Allah. One day, the rest of the world will understand this too.;;;;;;;;;;;;;x
secretly_convert_to_qingzheng_holy_site;Secretly Convert to Qingzhen;;;;;;;;;;;;;x
secretly_convert_to_qingzheng_holy_site_desc;The §YQingzhen§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;;x
secret_religious_society_qingzheng_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_qingzheng_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_qingzheng_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_qingzheng_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_qingzheng_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_qingzheng_rank_1_male;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_qingzheng_rank_2_male;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_qingzheng_rank_3_male;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_qingzheng_rank_4_male;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x

