#Custom local
String_Allah;Allah;Allah;Allah;;Allah;;;;;;;;;x
EVTDESC_SUFI_4403;Today, my seclusion begins. I have selected a simple chamber in the [Root.GetCapitalHolding] where I will spend most of my time during the coming months. Within those bare walls, I shall do my prayers, read [Root.Religion.GetScriptureName] and contemplate my life and actions.;Aujourd'hui, ma réclusion commence. J'ai choisi une chambre simple dans [Root.GetCapitalHolding] où je vais passer la plupart de mon temps au cours des prochains mois. Entre ces murs, faire la prière, lire [Root.Get_le_Scripture][Root.Religion.GetScriptureName] et contempler ma vie et mes actions sera mon quotidien.;Heute beginnt meine Zeit in Abgeschiedenheit. Ich habe ein einfaches Zimmer in meiner Residenz ausgewählt, wo ich während der kommenden Monate die meiste Zeit verbringen werde. Innerhalb dieser Wände werde ich meine Gebete sprechen, "[Root.Religion.GetScriptureName]" lesen und über mein Leben und meine Taten meditieren.;;Hoy empieza mi reclusión. He elegido una estancia sencilla en el/la [Root.GetCapitalHolding] donde pasaré la mayor parte del tiempo en los próximos meses. Sus paredes desnudas me ayudarán a concentrarme en mis plegarias, en las sagradas escrituras y me permitirán reflexionar sobre mi vida y mis actos.;;;;;;;;;x
EVTOPTA_SUFI_4403;[Root.GetsufiMoGod] shall be my companion.;[Root.GetsufiMoGod] m'accompagnera.;[Root.GetsufiMoGod] wird mich begleiten.;;[Root.GetsufiMoGod] me hará compañía.;;;;;;;;;x
EVTDESC_SUFI_4409_GREEDY;I ordered one of my most trusted servants to take a substantial sum of money from my personal treasury and bring it to the local [Root.GetsufiMoBuilding]. However, as soon as [Root.GetSheHe] left the room, a feeling of overwhelming unease came over me, and I could not focus on my prayers. The feeling kept growing by the minute and when my servant returned I immediately demanded that [Root.GetSheHe] would go and get the money back. Now everyone knows about my greed!;J'ai ordonné à un[Root.GetNoneE] de mes domestiques les plus dignes de confiance de prendre une somme d'argent substantielle de mon trésor personnel et de l'apporter au [Root.GetsufiMoBuilding] local. Cependant, dès qu'[Root.GetIlElle] a quitté la pièce, le sentiment d'un malaise accablant est abattu sur moi, et je n'ai pas pu me concentrer sur mes prières. Le sentiment a continué à croître de minute en minute, et quand m[Root.GetOnA] domestique est revenu[Root.GetNoneE], j'ai immédiatement demandé qu'[Root.GetIlElle] aille récupérer l'argent. Maintenant tout le monde connaît ma cupidité !;Ich beauftragte [Root.Geteineneine] meiner Bediensteten, eine beachtliche Summe Geld aus meiner persönlichen Schatzkammer zum [Root.GetsufiMoBuilding] zu bringen. Sobald [Root.GetSheHe] das Zimmer jedoch verließ, überkam mich ein überwältigendes Gefühl der Unsicherheit und ich konnte mich nicht auf meine Gebete konzentrieren. Das Gefühl wurde von Minute zu Minute stärker und als m[Root.Geteineine] Bedienstete[Root.GetMrMale] zurückkehrte, verlangte ich sofort von [Root.ihmihr], das Geld zurückzuholen. Jetzt weiß jeder, wie gierig ich bin!;;He ordenado a uno de mis sirvientes de confianza que coja una cantidad de dinero de mi cámara del tesoro y la lleve al [Root.GetsufiMoBuilding] local. En cuanto me he quedado a solas me ha invadido una gran ansiedad que me ha impedido concentrarme en mis plegarias. El desasosiego ha ido en aumento, así que cuando ha vuelto el sirviente le he exigido que fuera a recuperarlo. ¡Todos se han enterado de mi codicia!;;;;;;;;;x
EVTOPTA_SUFI_4415;The wisdom of [Root.GetsufiMoSaint] is infinite and indisputable.;La sagesse de [Root.GetsufiMoSaint] est infinie et indiscutable.;Die Weisheit von [Root.GetsufiMoSaint] ist grenzenlos und unleugbar.;;La sabiduría de [Root.GetsufiMoSaint] es infinita e innegable.;;;;;;;;;x
EVTOPTA_SUFI_4416;The wisdom of [Root.GetsufiMoSaint] is beyond my understanding.;La sagesse de [Root.GetsufiMoSaint] est au-delà de ma compréhension.;Die Weisheit von [Root.GetsufiMoSaint] entzieht sich meinem Verständnis.;;La sabiduría de [Root.GetsufiMoSaint] va más allá de mi comprensión.;;;;;;;;;x
EVTOPTA_SUFI_4426;[Root.GetsufiMoGod] has shown me the light!;[Root.GetsufiMoGod] m'a montré la lumière !;[Root.GetsufiMoGod] hat mir das Licht gezeigt!;;¡[Root.GetsufiMoGod] me ha hecho ver la luz!;;;;;;;;;x
EVTDESC_SUFI_4019;[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\n\nThe Tariqa and [Root.Religion.GetHighGodName] cares much for the souls of our members. As such we would like to advise you to go on Ziyara, since you have not yet done so.\n\n[Root.GetsufiMoFarewell],\nSigned, [From.GetSocietyRank] [From.GetFirstName];[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\n\nLa Tariqa et [Root.Get_le_HighGod][Root.Religion.GetHighGodName] s'intéressent beaucoup aux âmes de nos membres. À ce titre, nous vous conseillons de partir en pèlerinage, puisque vous ne l'avez pas encore fait.\n\n[Root.GetsufiMoFarewell],\nSigné, [From.GetSocietyRank] [From.GetFirstName];[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName],\n\ndem Tariqa wie auch [Root.Religion.GetHighGodNameCap] liegt das seelische Wohlergehen unserer Mitglieder sehr am Herzen. Wir möchten Euch daher empfehlen, auf eine Haddsch zu gehen, da Ihr das bisher unterlassen habt.\n\n[Root.GetsufiMoFarewell]\nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]:\n\n A [Root.Religion.GetHighGodNameCap] y a la Tariqa les preocupan mucho las almas de los miembros. Por ello, te aconsejamos que hagas tu primera Hajj.\n\n[Root.GetsufiMoFarewell],\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTDESC_SUFI_8099;[Root.GetsufiMoGreeting] [Root.GetSocietyRank] [Root.GetFirstName].\n\nWe are glad to hear that you have gone on Ziyara. It is a sacred duty that all of us must fulfill.\nSigned [From.GetSocietyRank] [From.GetFirstName];[Root.GetsufiMoGreeting] [Root.GetSocietyRank] [Root.GetFirstName].\n\nNous sommes heureux d'apprendre que vous avez fait le Hajj. C'est un devoir sacré que nous devons tous assumer.\nSigné [From.GetSocietyRank] [From.GetFirstName];[Root.GetSocietyRank] [Root.GetFirstName],\n\nwir sind erfreut zu hören, dass Ihr eine Haddsch. Es ist eine heilige Pflicht, die wir alle tragen müssen.\nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]:\n\nNos congratula saber que has realizado una Hajj. Es un deber sagrado que todos debemos llevar.\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTOPT_SUFI_8099;It was the journey of a lifetime.;C'est le voyage qu'il faut faire au cours d'une vie.;Es war die Reise eines Lebens.;;Ha sido el viaje de mi vida.;;;;;;;;;x
EVTDESC_SUFI_4090;I have decided to show my devotion to Allah and his messenger by abandoning my worldly desires.;J'ai décidé de montrer ma dévotion à Allah et à son messager en abandonnant mes désirs matériels.;Ich habe beschlossen, meine Hingabe an Allah und seinen Gesandten zu zeigen, indem ich meine weltlichen Wünsche aufgab.;;He decidido mostrar mi devoción a Alá y a su mensajero al abandonar mis deseos mundanos.;;;;;;;;;x
EVTOPT_SUFI_4090;Allahu Akbar!;Allahu Akbar !;Allahu Akbar!;;¡Allahu Akbar!;;;;;;;;;x
EVTOPTB_SUFI_4090;On the other hand, I do love my money...;;;;;;;;;;;;;x
EVTDESC_SUFI_4091;I have decided to stop my vow. I shall attend my duties to my family and myself.;J'ai décidé d'arrêter mon voeu. Je vais assister à mes devoirs envers ma famille et moi-même.;Ich habe beschlossen, meinen Schwur zu stoppen. Ich werde meine Pflichten gegenüber meiner Familie und mir selbst wahrnehmen.;;He decidido parar mi voto. Asistiré a mis deberes con mi familia y conmigo mismo.;;;;;;;;;x
EVTDESC_SUFI_4434;The Hafiz [From.GetBestName] has finally arrived at my court. [From.GetFirstName] is a most noble and wise [From.GetManWoman] and I will happily receive [From.GetHerHis] council in matters of religion and scholarly pursuits.;L'Hafiz [From.GetBestName] est enfin arrivé à ma cour. [From.GetFirstName] est un[From.GetNoneE] [From.GetManWoman] très noble et sage, et je serai heureu[Root.GetXSe] de recevoir ses conseils en matière de religion et de recherches savantes.;[From.GetDerDie] Hafiz [From.GetBestName] ist endlich an meinem Hof eingetroffen. [From.GetFirstName] ist ein sehr nobler, weiser Mensch und ich werde mir gerne [From.GetHerHis]en Rat zu Belangen der Religion und der Gelehrsamkeit einholen.;;El/La Hafiz [From.GetBestName] por fin ha llegado a mi corte. [From.GetFirstName] es una persona noble y de gran sabiduría. Con gusto recibiré sus consejos en materia de religión y asuntos académicos.;;;;;;;;;x
EVTDESC_SUFI_4990;A majority of the population in [From.GetName] has embraced the [Root.Religion.GetName] faith.;La majorité de la population en [From.GetName] a embrassé la foi [Root.Religion.GetName].;Eine Mehrheit der Bevölkerung in [From.GetName] hat den [Root.Religion.GetName]en Glauben angenommen.;;Una mayoría de la población de [From.GetName] ha abrazado la fe [Root.Religion.GetName].;;;;;;;;;x
EVTDESC_SUFI_4991;A courier is brought before me with a message, telling me that [FromFrom.GetTitledFirstName] has sent emissaries to [From.GetName] who have successfully managed to persuade the populace to embrace the [FromFrom.Religion.GetName] faith.;Un messager est présenté devant moi avec un message, me disant que [FromFrom.Get_le_Title][FromFrom.GetTitledFirstName] a envoyé des émissaires en [From.GetName] qui ont réussi à convaincre la population d'embrasser la foi [FromFrom.Religion.GetName].;Es wird ein Bote mit der Nachricht zu mir gebracht, dass [FromFrom.GetTitledFirstName] Gesandte nach [From.GetName] geschickt hat, die Erfolg darin hatten, die Bevölkerung zum [FromFrom.Religion.GetName]en Glauben zu bekehren.;;Han traído ante mí a un mensajero con un comunicado. En él se dice que [FromFrom.GetTitledFirstName] ha enviado emisarios a [From.GetName] que han logrado persuadir al populacho a abrazar la fe [FromFrom.Religion.GetName].;;;;;;;;;x
EVTDESC_SUFI_4950;After spending some time talking with [From.GetTitledFirstName], I have provided enough spiritual guidance to free [From.GetHerHim] of [From.GetHerHis] sinful ways.;J'ai fourni suffisamment de conseils spirituels [From.Get_au_Title][From.GetTitledFirstName] pour [From.GetLeLa] libérer de ses mauvais penchants.;Nachdem ich einige Zeit mit [From.GetTitledFirstName] gesprochen habe, habe ich genug spirituelle Weisung erteilt, um [From.GetTitledFirstName] von [From.GetHerHis]em sündigen Lebenswandel abzubringen.;;Tras haber hablado un buen rato con [From.GetTitledFirstName], mi orientación espiritual hará que abandone sus costumbres pecaminosas.;;;;;;;;;x
EVTDESC_SUFI_4951;After spending some time talking with [FromFrom.GetTitledFirstName], I have realized the errors of my ways and freed myself of my sinful ways.;J'ai réalisé en parlant avec [FromFrom.Get_le_Title][FromFrom.GetTitledFirstName] que mon comportement était fautif et me suis libéré[Root.GetNoneE] de mes mauvais penchants.;Nachdem ich einige Zeit mit [FromFrom.GetTitledFirstName] gesprochen habe, habe ich die Fehler meines Lebenswandels eingesehen und von meinem sündigen Lebenswandel abgelassen.;;Tras haber hablado un buen rato con [FromFrom.GetTitledFirstName], he reconocido mis errores y me he liberado de mis costumbres pecaminosas.;;;;;;;;;x
EVTDESC_SUFI_4960;[From.GetTitledFirstName] listened to me carefully as I explained to [From.GetHerHim] how to be more virtuous, and [From.GetSheHe] seems to have come out of our discussion a better [From.GetManWoman].;[From.Get_Le_Title][From.GetTitledFirstName] m'a écouté attentivement lorsque je lui ai expliqué comment être plus vertueu[From.GetXSe], et [From.GetIlElle] semble être devenu[From.GetNoneE] un[From.GetNoneE] meilleur[From.GetNoneE] [From.GetManWoman] après notre discussion.;[From.GetTitledFirstName] hat mir aufmerksam zugehört, als ich erklärte, wie [From.GetSheHe] tugendhafter sein könne, und scheint durch unsere Unterhaltung ein besserer Mensch geworden zu sein.;;[From.GetTitledFirstName] me ha escuchado atentamente mientras le explicaba cómo adquirir mayor virtud y parece que, a raíz de nuestra conversación, ahora es una persona mejor.;;;;;;;;;x
EVTDESC_SUFI_4961;[FromFrom.GetTitledFirstName] clearly explained how [From.GetSheHe] deals with this sometimes unforgiving and stressful life through virtue. Listening to [FromFrom.GetHerHim], I have learned to be more at peace with myself, by being more virtuous.;[FromFrom.Get_Le_Title][FromFrom.GetTitledFirstName] a clairement expliqué comment [From.GetIlElle] gérait cette vie parfois impitoyable et stressante en faisant preuve de vertu. En l'écoutant, j'ai appris à être plus en paix avec moi-même, à être moi aussi vertueu[Root.GetXSe].;[FromFrom.GetTitledFirstName] hat klar erläutert, wie [From.GetSheHe] durch Tugend mit diesem zuweilen erbarmungslosen und aufreibenden Leben zurechtkommt. Indem ich [FromFrom.GetHerHis]en Worten lauschte, habe ich gelernt, durch eine tugendhaftere Lebensweise meinen Frieden zu finden.;;[FromFrom.GetTitledFirstName] me ha explicado claramente cómo se enfrenta a esta vida, a menudo despiadada y azarosa, mediante la virtud. He escuchado atentamente y he aprendido a estar en paz con mi persona profesando una mayor virtud.;;;;;;;;;x
EVTOPTA_SUFI_4400;Allahu Akbar!;Allahu Akbar !;Allahu Akbar!;;¡Allahu Akbar!;;;;;;;;;x
# EVTOPTA_SUFI_4400;Allah is great!;Allah est grand !;Allah ist großartig!;;¡Alá es grande!;;;;;;;;;x
EVTDESC_SUFI_4431;[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\nYou have impressed us all with your noble rule and adherence to [Root.GetsufiMoCode]. As a reward for your recent advancement to the rank of [Root.GetSocietyRank], I have sent you one of a vial containing some of the water into which [Root.GetsufiMoSaint]'s mantle was soaking. Protect this holy relic with your life.\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\nVous nous avez tous impressionnés avec votre noble règne et votre respect pour [Root.GetsufiMoCode]. En récompense à votre promotion au rang d[Root.Get_e_SocietyRank][Root.GetSocietyRank], je vous ai envoyé un flacon contenant une partie de l'eau dans laquelle trempait le manteau de [Root.GetsufiMoSaint]. Protégez cette sainte relique de votre vie.\n\nSigné, [From.GetSocietyRank] [From.GetFirstName];[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName],\nIhr habt uns alle mit Eurem noblen Verhalten und Eurer Einhaltung von [Root.GetsufiMoCodedemder] beeindruckt. Als Belohnung für Euren jüngsten Aufstieg in den Rang "[Root.GetSocietyRank]" ich habe dir eins von einer Phiole geschickt, die etwas von dem Wasser enthält, in das der Mantel von [Root.GetsufiMoSaint]s eingeweicht hat. Schützt dieses heilige Relikt mit Eurem Leben.\n\nGezeichnet, [From.GetSocietyRank] [From.GetFirstName];;[Root.GetsufiMoGreeting], [Root.GetSocietyRank] [Root.GetFirstName]:\nNos han impresionado tu noble manera de gobernar y tu adhesión a [Root.GetsufiMoCode]. Como recompensa por haber alcanzado el rango de [Root.GetSocietyRank], te he enviado uno de un vial que contiene parte del agua en la que se remojaba el manto de [Root.GetsufiMoSaint]. Protege esta reliquia sagrada con tu vida.\n\nFirmado: [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTDESC_SUFI_4435;There are a few [Root.GetsufiMoBuilding]s close by, where the lay members of [Root.Society.GetName] frequently convene. As such, it is expected that I every so often attend these meetings, and that I spend a fair amount of time at these shrines to get in touch with the monastic foundations of the order. Such a period is about to start.;Il y a quelques [Root.GetsufiMoBuilding]s à proximité, où les membres lais [Root.Get_du_Society][Root.Society.GetName] se réunissent fréquemment. Ainsi, on s'attend à ce que j'assiste souvent à ces réunions, et que je passe beaucoup de temps dans ces monastères pour entrer en contact avec les fondements monastiques de l'ordre. Une telle période est sur le point de commencer.;Es gibt ein paar [Root.GetsufiMoBuilding] in der Nähe, wo die Laien, die zum "[Root.Society.GetName]"-Zirkel gehören, oft zusammenkommen. Daher wird von mir erwartet, dass ich diesen Treffen häufiger beiwohne und dass ich recht viel Zeit in diesen Klöstern verbringe, um mit den klösterlichen Grundlage des Ordens in Berührung zu kommen. Eine solche Phase wird demnächst beginnen.;;Hay algunos [Root.GetsufiMoBuilding] cerca, donde los miembros legos de [Root.Society.GetName] se suelen reunir. Por ello, se espera que de vez en cuando asista a esas reuniones, y que pase una buena cantidad de tiempo en esos monasterios para empezar a familiarizarme con los fundamentos monásticos de la orden. Ese momento está a punto de comenzar.;;;;;;;;;x
EVTDESC_SUFI_4437;I have now been at the [Root.GetsufiMoBuilding] for a few days, surrounded by others who share my passion for [monastic_befriender.Religion.GetHighGodName]. And yet, I still find I miss having a friend. [monastic_friend.GetSocietyRank] [monastic_friend.GetFirstName] and myself seem to be getting along quite well, though... Perhaps this could blossom into a true friendship if we did something together? I'm sure [monastic_friend.GetSheHe] would greatly enjoy...;Je suis au [Root.GetsufiMoBuilding] depuis quelques jours, entouré[Root.GetNoneE] par d'autres qui partagent ma passion pour [monastic_befriender.Get_le_HighGod][monastic_befriender.Religion.GetHighGodName]. Et pourtant, je trouve toujours que je manque d'amis. [monastic_friend.Get_Le_SocietyRank][monastic_friend.GetSocietyRank] [monastic_friend.GetFirstName] et moi semblons nous entendre assez bien, cependant... Peut-être que cela pourrait évoluer en une véritable amitié si nous faisions quelque chose ensemble ? Je suis sûr[Root.GetNoneE] qu'[monastic_friend.GetIlElle] apprécierait beaucoup...;Ich bin nun seit einigen Tagen im [Root.GetsufiMoBuilding], vereint mit anderen, deren Streben ebenfalls [monastic_befriender.Religion.GetHighGodName] gilt. Und dennoch stelle ich fest, dass mir echte Freunde fehlen. [monastic_friend.GetSocietyRank] [monastic_friend.GetFirstName] und ich kommen gut miteinander aus, aber ... vielleicht könnte ja eine Freundschaft entstehen, wenn wir zusammen etwas unternehmen würden? Bestimmt würde [monastic_friend.GetGetihmihr] das gefallen ...;;Llevo unos días en el [Root.GetsufiMoBuilding], rodeado de otros que comparten mi pasión por [monastic_befriender.Religion.GetHighGodName]. Y sin embargo, sigo echando de menos tener un amigo. [monastic_friend.GetSocietyRank] [monastic_friend.GetFirstName] y yo nos llevamos bastante bien. Si encontrásemos un interés común, podría fraguarse una buena amistad. Seguro que le gustaría mucho...;;;;;;;;;x #ger/spa shrine
EVTDESC_SUFI_4439;[monastic_friend.GetTitledFirstName] truly enjoyed my suggestion, and we have become close friends! We regularly seek each other out during our free time, and I am starting to notice that it affects my focus while I Dhikr...;[monastic_friend.Get_Le_Title][monastic_friend.GetTitledFirstName] a vraiment apprécié ma suggestion, et nous avons forgé une amitié ! Nous nous voyons régulièrement pendant notre temps libre, et je commence à remarquer que cela affecte mon attention quand je Dhikr...;[monastic_friend.GetTitledFirstName] fand meinen Vorschlag ganz toll und nun sind wir die besten Freunde! Wenn wir Zeit haben, treffen wir uns, und ich merke schon jetzt, dass es Auswirkungen auf die Einstellung gegenüber meinen klösterlichen Pflichten hat.;;A [monastic_friend.GetTitledFirstName] le gustó mucho mi propuesta, ¡y ahora somos buenos/as amigos/as! Solemos vernos en nuestro tiempo libre, y empiezo a notar que me afecta a la hora de realizar mis obligaciones monásticas.;;;;;;;;;x #ger/spa Dhikr
EVTDESC_SUFI_4441;Spending time in the [Root.GetsufiMoBuilding] all day, alongside my friend [monastic_friend.GetTitledFirstName], I am sometimes overcome with sinful cravings of the flesh... It is surely simply the lack of [monastic_befriender.GetMenWomenPreference] around here! I suspect that [monastic_friend.GetFirstName] is also plagued by this.;Passant toutes mes journées à la [Root.GetsufiMoBuilding], à côté de mon ami[monastic_friend.GetNoneE] [monastic_friend.Get_le_Title][monastic_friend.GetTitledFirstName], je suis parfois envahi[Root.GetNoneE] de désirs charnels... Sans doute parce que l[monastic_befriender.GetMenWomenPreference] on n'en voit pas souvent par ici ! Je soupçonne que [monastic_friend.GetFirstName] soit également en proie à telles envies.;Durch all die Zeit, die ich im [Root.GetsufiMoBuilding] verbringe, überkommen mich manchmal sündige Gedanken und [monastic_friend.GetTitledFirstName] geht es bestimmt genauso. Bestimmt liegt es daran, dass es hier keine [monastic_befriender.GetMenWomenPreference] gibt!;;Al pasar todo el tiempo en el [Root.GetsufiMoBuilding] con [monastic_friend.GetTitledFirstName], a veces me sobrevienen los antojos pecaminosos de la carne. ¡Seguramente no sea más que la falta de [monastic_befriender.GetMenWomenPreference] por aquí! Creo que a [monastic_friend.GetFirstName] también le atormenta.;;;;;;;;;x
EVTDESC_SUFI_4610;Visiting the [Root.GetsufiMoBuilding] at which my order has convened this time, I join my fellow lay members in dutifully performing all tasks required of us. In the evening, after the day's hard work, the Imam gathers all of the visiting lay members, and reveals the [Root.GetsufiMoBuilding]'s great treasure: a great relic that has been safeguarded here for many generations!;Visitant la [Root.GetsufiMoBuilding] où mon ordre s'est réuni cette fois-ci, je me joins aux frères lais pour remplir consciencieusement les tâches qui nous incombent. Le soir, après une dure journée de travail, l'Imam nous rassemble tous et révèle le précieux trésor du monastère : une relique préservée depuis de nombreuses générations !;Beim Besuch des [Root.GetsufiMoBuilding], in dem mein Orden sich dieses Mal zum Konvent versammelt hat, widme ich mich zusammen mit anderen Laienbrüdern den Pflichten, die man uns anvertraut hat. Am Abend, nach einem Tag harter Arbeit, lässt der Imam die Laienbrüder zusammenkommen und zeigt ihnen den größten Schatz des Klosters. Ein lange gehütetes Relikt!;;Durante mi estancia en el monasterio en el que mi orden se ha reunido esta vez, me uno a mis compañeros legos para realizar diligentemente todas las tareas que se espera de nosotros. Por la tarde, después del duro trabajo del día, el Imam reúne a todos los legos visitantes y revela el gran tesoro del [Root.GetsufiMoBuilding]: ¡una gran reliquia que se ha protegido aquí durante muchas generaciones!;;;;;;;;;x
EVTOPTC_SUFI_4610_cloak_of_mohammad;Start planning the theft of the §YCloak of Muhammad§!!;Planifier le vol de la §YGrande cape de Mahomet§! !;Beginnt mit der Planung zum Raub des §YMohammeds Umhang§!!;;¡Empieza a preparar el robo de la §YCapa de Mahoma§!!;;;;;;;;;x
EVTOPTC_SUFI_4610_letter_of_mohammad;Start planning the theft of the §YLetter of Mohammad§!!;Planifier le vol de la §YLettre de Mahomet§! !;Beginnt mit der Planung zum Raub der §YBrief von Mohammed§!!;;¡Empieza a preparar el robo de la §YCarta de Mahoma§!!;;;;;;;;;x
EVTOPTC_SUFI_4610_mohammads_beard;Start planning the theft of the §YHair from the Beard of Mohammad!!;Planifier le vol du §YPoil de la barbe de Mahomet§! !;Beginnt mit der Planung zum Raub des §YBarthaar von Mohammed§!!;;¡Empieza a preparar el robo del §YPelo de Mahoma§!!;;;;;;;;;x
EVTOPTC_SUFI_4610_tooth_of_mohammad;Start planning the theft of the §YTooth of Mohammad§!!;Planifier le vol de la §YDent de Mahomet§! !;Beginnt mit der Planung zum Raub der §YMohammeds Zahn§!!;;¡Empieza a preparar el robo del §YDiente de Mahoma§!!;;;;;;;;;x
EVTOPTC_SUFI_4610_blessed_sandals;Start planning the theft of the §YBlessed Sandals§!!;Planifier le vol des §YSandales bénies§! !;Beginnt mit der Planung zum Raub des §YGesegnete Sandalen§!!;;¡Empieza a preparar el robo de la §YSandalias benditas§!!;;;;;;;;;x
EVTDESC_SUFI_4611;Having decided that the relic would be much better 'safeguarded' in my own hands, I must now tackle the task of how to 'liberate' it from the confines of the [Root.GetsufiMoBuilding]. I can think of a few different paths to take...;Ayant décidé que la relique serait mieux « protégée » de mes propres mains, je dois maintenant aborder la tâche de la « libérer » des confins de la [Root.GetsufiMoBuilding]. Je pense à plusieurs façons de procéder...;Nachdem ich den Beschluss gefasst habe, dass das Relikt in meinem Besitz wesentlich sicherer aufgehoben wäre, muss ich nun einen Weg finden, es aus den Fängen des [Root.GetsufiMoBuilding] zu "befreien". Ich habe auch schon die ein oder andere Idee ...;;"Tras decidir que la reliquia estaría mucho mejor "protegida" en mi posesión, ahora debo emprender la tarea de "liberarla" de los muros del [Root.GetsufiMoBuilding]. Se me ocurren varias opciones...";;;;;;;;;x
EVTOPTB_SUFI_4611;Bribe the Imam.;Soudoyer l'Imam.;Den Imam bestechen.;;Sobornas al Imam.;;;;;;;;;x
EVTOPTB_SUFI_4611_TT;Bribing the Imam to ensure nobody is around would be almost guaranteed to succeed. He is, however, just as guaranteed to have a high price...\n;Soudoyer l'Imam pour s'assurer que personne ne soit autour serait presque une garantie de réussite. Cependant, il est tout aussi sûr que ce sera un prix élevé...\n;Würde man den Imam bestechen, hätte man garantiert freie Bahn. Ebenso garantiert scheint jedoch, dass der Abt ein erkleckliches Sümmchen für seine Mithilfe erwarten würde ...\n;;Sobornar al Imam para asegurarse de que nadie esté cerca sería un éxito casi garantizado. Sin embargo, está igual de garantizado que el precio será alto...\n;;;;;;;;;x
EVTDESC_SUFI_4618;My offer of funding a celebration of the relic was well-received, and has heightened my standing in the eyes of my Brothers and Sisters! For many days we sang, prayed and paraded the holy relic around the nearby villages. Donations to the [Root.GetsufiMoBuilding] have increased greatly! All in all, it was a tremendous success.;Mon offre de financement d'une célébration de la relique a été bien reçue, et a amélioré ma réputation auprès de mes frères et sœurs! Pendant de nombreux jours, nous avons chanté, prié et fait défiler la relique sainte autour des villages voisins. Les dons pour la [Root.GetsufiMoBuilding] ont considérablement augmenté ! C'est un énorme succès.;Mein Vorschlag, eine Feier zu Ehren des Relikts zu veranstalten, fand ein positives Echo, und ich bin im Ansehen meiner Brüder und Schwestern gestiegen! Viele Tage lang veranstalteten wir Prozessionen und Messen in den umliegenden Dörfern. Auch die Spenden ans [Root.GetsufiMoBuilding] sind sprunghaft angestiegen. Alles in allem war es ein großartiger Erfolg!;;Mi oferta de financiar una celebración para la reliquia fue bien recibida, ¡y ha aumentado mi reputación a ojos de mis hermanos y hermanas! Durante muchos días cantamos, oramos y desfilamos con la reliquia sagrada por los pueblos cercanos. ¡Las donaciones al [Root.GetsufiMoBuilding] han aumentado muchísimo! Se puede decir que fue un éxito rotundo.;;;;;;;;;x
EVTOPTA_SUFI_4202;Fascinating! I shall visit the [Root.GetsufiMoBuilding] where this feat has been accomplished.;Fascinant ! Je vais visiter la [Root.GetsufiMoBuilding] où cet exploit a été accompli.;Faszinierend! Ich werde das [Root.GetsufiMoBuilding] besuchen, in dem dies zuwege gebracht wurde.;;¡Es fascinante! Debo visitar el [Root.GetsufiMoBuilding] donde se ha logrado esta obra.;;;;;;;;;x
EVTDESC_SUFI_4204;Escorted through the gardens of the [Root.GetsufiMoBuilding], I immediately spot the work of [From.GetSisterBrother] [From.GetFirstName]. The roses are a delicate mixture of red and yellow, a hue of sunset at their center. "They're beautiful", my escort nods, offering me a small spade. "They're a little cramped over there though, would you mind helping out?";Escorté[Root.GetNoneE] à travers les jardins de la [Root.GetsufiMoBuilding], je repère immédiatement le travail de [From.GetSisterBrother] [From.GetFirstName]. Les roses sont un délicat mélange de rouge et de jaune, une teinte de coucher de soleil au centre. « Elles sont belles », mon escorte hoche la tête, me tendant une petite pelle. « Elles sont un peu à l'étroit là-bas. Cela vous dérangerait-il de donner un coup de main ? »;Als ich durch die Gärten des [Root.GetsufiMoBuilding] geführt werde, sehe ich sofort die Arbeit von [From.GetSisterBrother] [From.GetFirstName]. Die Rosen stellen eine zarte Mischung aus Rot und Gelb dar und haben in der Mitte einen Farbton wie bei einem Sonnenuntergang. "Sie sind schön", nickt mir mein Führer zu und bietet mir einen kleinen Spaten an. "Da drüben stehen sie allerdings ein bisschen zu dicht beieinander. Würde es Euch etwas ausmachen, ein wenig behilflich zu sein?";;"Mientras me escoltan por los jardines del [Root.GetsufiMoBuilding], en seguida veo la obra del/de la [From.GetSisterBrother] [From.GetFirstName]. Las rosas son de una delicada mezcla de rojo y amarillo, con la tonalidad del crepúsculo en el centro. "Son hermosas", digo. Mi acompañante asiente y me ofrece una pequeña pala. "Sin embargo, están un poco apretadas. ¿Te importaría echarme una mano?".";;;;;;;;;x
EVTTITLE_SUFI_4217;A Cleansing Through Fire;Un nettoyage par le feu;Eine Läuterung durch Feuer;;A la purificación mediante el fuego;;;;;;;;;x
