EVTOPT_monster_crone_angry;Quiet yourself, woman!;;;;;;;;;;;;x
EVTOPT_monster_injured_doom;The blind crone was right!;;;;;;;;;;;;x
EVTNAME_monster_witch;The Witch;;;;;;;;;;;;x
EVTDESC_monster_witch;Rather than a beast lair, you have come upon a young woman inhabiting a remote shack. Based on the carved bones scattered around the shack and hanging from trees, you suspect she holds fairly unorthodox religious views. She is pretty despite the mud and leaves in her hair, and interacting with her reveals that she is a bit unusual but skilled with herbs and other folk traditions.;;;;;;;;;;;;x
EVTOPT_monster_witch_invite;She might be useful in my court.;;;;;;;;;;;;x
EVTOPT_monster_witch_remove;Unorthodox views? She's a witch!;;;;;;;;;;;;x
EVTDESC_monster_hermit_court;Some of your courtiers seem a bit irritated that you invited an uncouth lowborn to your court. He may be useful, but he's causing a bit of friction.;;;;;;;;;;;;x
EVTOPT_monster_hermit_court_diplo;I know just what to say...;;;;;;;;;;;;x
EVTOPT_monster_hermit_court_stay;He stays, get used to it.;;;;;;;;;;;;x
EVTOPT_monster_hermit_court_banish;They're right, he has no place here.;;;;;;;;;;;;x
EVTDESC_monster_witch_court;Your church vassals are concerned that you have allowed a witch to join your court. Several of them have requested that you banish her or turn her over to them.;;;;;;;;;;;;x
EVTOPT_monster_witch_court_learn;Present a compelling theological case.;;;;;;;;;;;;x
EVTOPT_monster_witch_court_stay;My decision is final.;;;;;;;;;;;;x
EVTOPT_monster_witch_court_banish;She has no place at my court.;;;;;;;;;;;;x
EVTOPT_monster_witch_court_kill;Let the church decide her fate.;;;;;;;;;;;;x
harboring_witch;Harboring Witch;;;;;;;;;;;;x
harboring_witch_desc;Your church vassals suspect that one of your courtiers is a witch.;;;;;;;;;;;;x
zombi;Zombi;;;;;;;;;;;;x
zombi_desc;A potion containing datura blossom and pufferfish toxin has deadened the mind of this character. Some practitioners of Voodoo believe that the ti bon ange, essentially the part of the soul that contains the personality, of this character has been stolen and placed in a fetish. Others believe that the character is simply brain damaged or drugged.;;;;;;;;;;;;x
opinion_zombi_family;Zombified Family;;;;;;;;;;;;x
zombi_decision;Zombify [Root.GetFirstName];;;;;;;;;;;;x
zombi_decision_desc;Send for a bokor to administer a mind-deadening potion to the prisoner, creating a mentally addled zombi. You will anger the family of the prisoner. Being known to employ bokor may also have a negative impact on your reputation.;;;;;;;;;;;;x
bokor_consort;Employed Bokor;;;;;;;;;;;;x
opinion_puppetmaster;Puppetmaster;;;;;;;;;;;;x
bokor_consort_desc;Employed a bokor, a houngan that some consider an evil sorcerer.;;;;;;;;;;;;x
EVTDESC_zombi_jailer;You call for a houngan who serves the loa with both hands. Your guards restrain the prisoner while the bokor prepares a potion from pufferfish spines, datura blossoms, and other ingredients. The prisoner struggles at first, but the light soon goes out of [From.GetPossPronoun] eyes and [From.GetSubjectPronoun] enters a delirious, suggestible state.;;;;;;;;;;;;x
EVTDESC_zombi_prisoner;A bokor has been summoned by your captor to crush your mind with a zombifying potion. You are restrained by the jailors and a foul liquid is forced down your throat. You enter a dreamlike state, and it's suddenly difficult to figure out what is real. You feel like you're watching yourself from outside your own body.;;;;;;;;;;;;x
loa_martial;Loa gives military advice;;;;;;;;;;;;x
loa_learning;Loa gives theological advice;;;;;;;;;;;;x
loa_diplomacy;Loa gives diplomatic advice;;;;;;;;;;;;x
loa_stewardship;Loa gives administrative advice;;;;;;;;;;;;x
loa_intrigue;Loa gives intrigue advice;;;;;;;;;;;;x
EVTDESC_voodoo_dream;The loa come to you in a dream, offering advice in exchange for your service. When you awake, you can still hear the voices of the loa and feel the lingering touch of the world beyond the Crossroads.;;;;;;;;;;;;x
EVTOPT_voodoo_dream_sacrifice;I will sacrifice a pig.;;;;;;;;;;;;x
EVTOPT_voodoo_dream_rite;I will perform a rite.;;;;;;;;;;;;x
EVTDESC_voodoo_invite;My liege,\n\nI humbly invite you to attend the ceremony I will be hosting a few days time. This is a chance to serve the loa, receive their advice, and allow them to speak truths through you.;;;;;;;;;;;;x
EVTOPT_voodoo_invite_accept;I will attend;;;;;;;;;;;;x
EVTOPT_voodoo_invite_decline;I am too busy;;;;;;;;;;;;x
EVTDESC_voodoo_offer;The ceremony is a time when even a [Root.GetTitle] must serve the loa. How do you wish to do so?;;;;;;;;;;;;x
EVTOPT_voodoo_offer_animal;Sustain the loa with an animal sacrifices.;;;;;;;;;;;;x
EVTOPT_voodoo_offer_formal;Present offerings during a formal, serious rite.;;;;;;;;;;;;x
EVTOPT_voodoo_offer_dance;Song, dance, and other merriments.;;;;;;;;;;;;x
EVTDESC_voodoo_others;The loa have chosen to speak through others at the ceremony, but not you. Those lucky or pious enough to be possessed draw cheers from the revelers as they display the behavior and speak the words of the loa possessing them. You're not sure what you did wrong. Were your offerings not pleasing, or were you were simply not ready?;;;;;;;;;;;;x
EVTOPT_voodoo_fakeit;I can fake a brief possession.;;;;;;;;;;;;x
EVTOPT_voodoo_silence;There's always next time.;;;;;;;;;;;;x
EVTOPT_voodoo_forsake;The loa have forsaken me.;;;;;;;;;;;;x
EVTDESC_voodoo_feel;As the voices of the other revelers rise around you, you feel a pleasant stirring of the spiritual world within yourself. The loa did not choose you as a vessel, but you did feel their presence. You make eye contact and share a significant moment with those around you, and you get the impression they felt the same thing.;;;;;;;;;;;;x
EVTOPT_voodoo_feltit;We all felt the presence.;;;;;;;;;;;;x
EVTDESC_voodoo_possess;As the voices of the other revelers rise around you, you can feel one of the loa taking control. Your body seems to be moving on its own, and words that are not your own spill from your mouth. After a few minutes of possession, you are exhausted and drenched in sweat.;;;;;;;;;;;;x
EVTOPT_voodoo_vessel;I am your vessel, loa!;;;;;;;;;;;;x
EVTOPT_voodoo_begone;Begone, spirit!;;;;;;;;;;;;x
EVTDESC_voodoo_loa_angry;Angry loa disrupt your sleep at night and make it difficult to concentrate during the day. You can feel them always on the edge of your mind, watching and mocking you.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_angry_powerful;My gris-gris is powerful.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_angry_potent;My gris-gris is potent.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_angry_weak;My gris-gris is weak.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_wise;The wise loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear her even now, advising you to dedicate yourself to diligence, moderation, and study.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_scholar;I will dedicate my life to study.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_learn;I wish to learn more.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_shrewd;The shrewd loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear him even now, inspiring you with words of greatness, wealth, and power.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_friendly;The friendly loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear him even now, urging you towards kindness and respect for your fellow man.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_poet;My quill will write sweet words.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_gentle;The gentle loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear her even now, counseling you to live a life of humility and serenity.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_gardener;I will become a gardener.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_devious;The devious loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear him even now, goading you towards cunning schemes and clever plots.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_mystic;I must understand the secret world.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_decadent;The decadent loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear her even now, tempting you with erotic and worldly pleasures.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_hedonist;I will dedicate my life to pleasure.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_combative;The combative loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear him even now, bellowing for you to crush your enemies and expand your realm by force.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_duelist;I must hone my combat skill.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_madness;The unhinged loa possessing you has chosen to remain on the earthly side of the Crossroads. You can hear him even now, chipping away at your sanity and gibbering in madness and terror.;;;;;;;;;;;;x
EVTOPT_voodoo_loa_impaler;Others must share my pain.;;;;;;;;;;;;x
EVTDESC_voodoo_loa_leave;You suddenly realize that your loa possessor has returned through the Crossroads to the world of the invisible. For the last several days you have felt its presence less and less frequently, and for the moment your mind is solely yours.;;;;;;;;;;;;x
TXT_loa_leaves;The spirit departs;;;;;;;;;;;;x
TXT_loa_angry;The spirit is enraged;;;;;;;;;;;;x
faustian_contest;Faustian Contest;;;;;;;;;;;;x
faustian_contest_desc;This prideful character competed against a stranger in black with his or her soul on the line.;;;;;;;;;;;;x
EVTNAME_faust_fence;Fencing Expert;;;;;;;;;;;;x
EVTDESC_faust_fence;You are becoming renowned as a skilled fencer. You understand the subtleties of numerous fighting stances, and your artful parries and swift thrusts allow you to quickly declare victory in most bouts. Aspiring swordsmen come from miles around to challenge you and learn your techniques.\n\nIt is difficult not to boast about your fencing prowess.;;;;;;;;;;;;x
EVTOPT_faust_proud;I'm the best in the realm!;;;;;;;;;;;;x
EVTOPT_faust_humble;I only know that I know nothing.;;;;;;;;;;;;x
EVTNAME_faust_falcon;Falconry Expert;;;;;;;;;;;;x
EVTDESC_faust_falcon;You surely must be the finest falconer of anyone you know. You know exactly how to raise and train your birds to be perfect aerial hunters, and the sheen of their feathers and noble bearing is the envy of the land. Your birds promptly follow your command and nearly always return with desirable quarry.\n\nIt is difficult not to boast about your falconry prowess.;;;;;;;;;;;;x
EVTNAME_faust_archery;Archery Expert;;;;;;;;;;;;x
EVTDESC_faust_archery;Whether you're splitting arrows on a wooden target or bringing down a deer with a well-placed shot, few people can match your skill at archery. You can nock and loose an arrow from a powerful longbow in seconds, demonstrating the proper technique to your soldiers as you strike a target with pinpoint accuracy.\n\nIt is difficult not to boast about your archery prowess.;;;;;;;;;;;;x
EVTNAME_faust_drink;Carousing Expert;;;;;;;;;;;;x
EVTDESC_faust_drink;When it comes time to drink and be merry, no one seems to measure up to your capacity for alcohol consumption. You lead round after round of toasts when you throw a feast, but find that most of your court is unconscious before the night is half over. It seems like you could drink anyone under the table.\n\nIt is difficult not to boast about your enormous capacity for drink.;;;;;;;;;;;;x
EVTNAME_faust_offer;The Man in Black;;;;;;;;;;;;x
EVTDESC_faust_offer_fence;You meet a man dressed all in black. With a mysterious smile he unrolls a piece of parchment and says, "I hear you fancy yourself quite the fencer. I happen to be a fencer too. I'd bet a sword of gold against your soul 'cause I think I'm better than you.";;;;;;;;;;;;x
EVTOPT_faust_offer_accept;I'm the best there's ever been.;;;;;;;;;;;;x
EVTOPT_faust_offer_reject;Sounds like a bad deal.;;;;;;;;;;;;x
EVTOPT_faust_offer_zeal;The vile machinations of [Root.Religion.GetRandomEvilGodName]!;;;;;;;;;;;;x
EVTDESC_faust_offer_falcon;You meet a man dressed all in black. With a mysterious smile he says, "I hear you fancy yourself quite the falconer. I happen to be a falconer too. I'd bet a glove of gold against your soul 'cause I think I'm better than you.";;;;;;;;;;;;x
EVTDESC_faust_offer_archery;You meet a man dressed all in black. With a mysterious smile he says, "I hear you fancy yourself quite the archer. I happen to be an archer too. I'd bet a bow of gold against your soul 'cause I think I'm better than you.";;;;;;;;;;;;x
EVTDESC_faust_offer_drink;You meet a man dressed all in black. With a mysterious smile he says, "I hear you fancy yourself quite the drinker. I happen to be a drinker too. I'd bet a cup of gold against your soul 'cause I think I'm better than you.";;;;;;;;;;;;x
EVTNAME_faust_victory;Victory!;;;;;;;;;;;;x
EVTDESC_faust_victory_fence;You pull out all the stops as you cross blades with the man in black. He is one of the most skilled opponents you've ever faced, and deceptively strong and quick. As you parry a powerful thrust your blade sparks and leaves a whiff of otherworldly smoke. After several exhausting minutes of struggle, you get the better of your opponent and land several solid hits.\n\nThe man in black concedes and lays his golden sword at your feet.;;;;;;;;;;;;x
EVTOPT_faust_victory;I've shown him how it's done.;;;;;;;;;;;;x
EVTNAME_faust_defeat;Defeat!;;;;;;;;;;;;x
EVTDESC_faust_defeat_fence;You pull out all the stops as you cross blades with the man in black. He is one of the most skilled opponents you've ever faced, and deceptively strong and quick. His blade seems to shed sparks and otherworldly smoke as it flashes towards you. You are distracted long enough for the thrust to find its mark and signal your defeat.\n\nThe man in black grins as you concede defeat, and hands you the piece of parchment you signed. "I'll be back to collect my winnings when the time comes.";;;;;;;;;;;;x
EVTOPT_faust_defeat;Curse my arrogance!;;;;;;;;;;;;x
EVTDESC_faust_victory_falcon;You send your finest falcons and hawks out to catch birds and ground quarry for you, and they return with rabbits, squirrels, grouse, and a nice plump pheasant. The man in black's birds are of a type you've not seen before: piercing red eyes and feathers as black as pitch. The strange birds return with a hefty catch, but when all is said and done your catch is superior.\n\nThe man in black lays his golden falconry glove at your feet.;;;;;;;;;;;;x
EVTDESC_faust_defeat_falcon;You send your finest falcons and hawks out to catch birds and ground quarry for you, and they return with rabbits, squirrels, and grouse. The man in black's birds are of a type you've not seen before: piercing red eyes and feathers as black as pitch. The strange birds return with a multitude of quarry, including a still-struggling wild turkey. As the contest draws to a close, you realize with despair that his catch exceeds yours.\n\nThe man in black grins as you concede defeat, and hands you the piece of parchment you signed. "I'll be back to collect my winnings when the time comes.";;;;;;;;;;;;x
EVTDESC_faust_victory_archery;You and the man in black fire arrows at wooden targets placed at various distances. When he looses an arrow his bowstring seems to hiss and sizzle in addition to the normal twang, leaving behind a curl of pungent smoke. The man in black wasn't lying about his skill, and you both leave tight clusters near the bullseye. When the scores are totalled, you are relieved to see your score is slightly higher.\n\nThe man in black lays his golden bow at your feet.;;;;;;;;;;;;x
EVTDESC_faust_defeat_archery;You and the man in black fire arrows at wooden targets placed at various distances. When he looses an arrow his bowstring seems to hiss and sizzle in addition to the normal twang, leaving behind a curl of pungent smoke. The man in black wasn't lying about his skill, and he leaves tight clusters near the bullseye. Several of your shots are off the mark, and when the scores are totalled you realize with despair that you have lost.\n\nThe man in black grins as you concede defeat, and hands you the piece of parchment you signed. "I'll be back to collect my winnings when the time comes.";;;;;;;;;;;;x
EVTDESC_faust_victory_drink;You pour cup after cup of wine and mead down your gullet, and the man in black does the same. He belches into an open candle flame, creating a puff of acrid smoke. His capacity seems the equal of yours, and after a few hours you are both having difficulty pouring the drinks. Eventually the man in black keels over, and you queasily declare victory. You take the golden cup from him, and stagger away to bed.\n\nIn the morning you awake with the cup in your hand, and the man in black is gone.;;;;;;;;;;;;x
EVTDESC_faust_defeat_drink;You pour cup after cup of wine and mead down your gullet, and the man in black does the same. He belches into an open candle flame, creating a puff of acrid smoke. The man in black seems less affected by the drink than you expected, and you soon realize you were foolish to make this wager. The last thing you remember is his wicked grin as you struggle to remain in your chair.\n\nYou awake with a splitting headache and the piece of parchment you signed.;;;;;;;;;;;;x
EVTNAME_faust_contract;The Contract;;;;;;;;;;;;x
EVTDESC_faust_contract;Rarely does a day go by where you don't think about the contract you foolishly signed with the man in black. Could there be some way to wriggle free from your obligation, or to protect yourself from the doom that surely awaits you in the afterlife?;;;;;;;;;;;;x
EVTOPT_faust_contract_good;I must live righteously.;;;;;;;;;;;;x
EVTOPT_faust_contract_evil;I'll live like there's no tomorrow.;;;;;;;;;;;;x
EVTDESC_faust_incapable;As you lay in bed, you see a man wearing black standing in the doorway. A wave of terror washes over you. Could it be that the time has come for him to collect his due?;;;;;;;;;;;;x
EVTOPT_faust_incapable;No! It's too soon!;;;;;;;;;;;;x
EVTDESC_faust_deathbed;On [From.GetPossPronoun] deathbed, [From.GetFirstName] had some ominous last words. Though no one could determine exactly what [From.GetSubjectPronoun] was talking about, [From.GetSubjectPronoun] repeatedly muttered something about a contract and a debt owed to a stranger in black.;;;;;;;;;;;;x 
EVTOPT_faust_deathbed;[From.GetSubjectPronounCap] is with [Root.Religion.GetRandomGodName] now.;;;;;;;;;;;;x
meneth.1.desc;I've assimilated the local culture.;;;;He asimilado la cultura local.;;;;;;;;;x;
meneth.1.a;Assimilate the local culture;;;;Asimilar la cultura local;;;;;;;;;x;
meneth.1.b;Do nothing;;;;No hacer nada;;;;;;;;;x;
EVTDESC_sacredheart_neighbor;Travellers in [Root.GetName] are often from nearby Christian lands. While you do not recognize the authority of [ThePope.GetTitledFirstName] as they do, your faiths share a common history and have many similar rituals. Some controversial theologians claim that [Root.Owner.Religion.GetRandomGodName] will hear prayers from the devout of both faiths, but could it possibly be true?;;;;;;;;;;;;x
EVTOPT_sacredheart_neighbor_sympathy;In the name of [Root.Owner.Religion.GetRandomGodName], they are my brothers.;;;;;;;;;;;;x
EVTOPT_sacredheart_neighbor_reject;No. We are the pure and chosen few.;;;;;;;;;;;;x
EVTDESC_lucha_duelist;Many followers of El Santo choose to sharpen their martial skills in bouts of hand-to-hand combat, their faces concealed behind colorful masks. Will you choose to follow in the footsteps of El Santo, and prove your worthiness in the ring of honor?;;;;;;;;;;;;x
EVTOPT_lucha_duelist;I will take on all challengers!;;;;;;;;;;;;x
EVTOPT_lucha_duelist_reject;My time is better spent elsewhere.;;;;;;;;;;;;x
sacred_heart_luchadore;Lucha de Apuestas;;;;;;;;;;;;x
sacred_heart_luchadore_desc;Challenge another masked follower of El Santo to ritualized combat, wagering the unmasking of the loser.;;;;;;;;;;;;x
luchadore;Luchadore;;;;;;;;;;;;x
luchadore_desc;This character hones his martial skill in masked, ritualized combat.;;;;;;;;;;;;x
EVTDESC_lucha_lackofopponent;You survey the other masked warriors, but none of them have the noble bearing to be worthy of challenging. Though you are unable to test your mettle and courage today, you can take comfort in knowing you are unique in your skill.;;;;;;;;;;;;x
EVTOPT_lucha_lackofopponent;I'll await a proper challenger.;;;;;;;;;;;;x
EVTDESC_lucha_target;You have found a masked foe worthy of wagering your own mask against. The winner will has the right to unmask and humiliate the loser, though victorious warriors sometimes choose to leave their opponent masked if the match is close.;;;;;;;;;;;;x
EVTOPT_lucha_target_accept;I will issue a challenge.;;;;;;;;;;;;x
EVTOPT_lucha_strong;Actually, he seems stronger than me.;;;;;;;;;;;;x
EVTOPT_lucha_skilled;Actually, he seems more skilled than I am.;;;;;;;;;;;;x
EVTDESC_lucha_challenge;Another disciple of El Santo has challenged you to a Lucha de Apuestas... a wager match. While the winner will have proved his martial prowess and piety in the ring, the loser is at risk of being publicly humiliated.;;;;;;;;;;;;x
EVTOPT_lucha_challenge;I accept the challenge!;;;;;;;;;;;;x
EVTDESC_lucha_fight;Your opponent has accepted your challenge, and you arrange for the match to take place the next day. May El Santo grant you strength and skill in the ring...;;;;;;;;;;;;x
EVTOPT_lucha_fight;Let the fight begin!;;;;;;;;;;;;x
EVTDESC_lucha_coward;Your cowardly opponent has refused your challenge. Your skill in the ring seems to have scared him off, leaving you as the victor by default.;;;;;;;;;;;;x
EVTOPT_lucha_coward;Let him shake in his boots.;;;;;;;;;;;;x
EVTDESC_lucha_win;You struggle with your opponent for what seems like hours, as your strength and skill are closely matched. Your exhausted foe makes a misstep, and you quickly move to take advantage of it. Moments later, tired and dripping sweat, you declare victory.;;;;;;;;;;;;x
EVTOPT_lucha_unmask;Let him feel the light of shame as I unmask him.;;;;;;;;;;;;x
EVTOPT_lucha_recognize;Wait, I recognize this fighter... I won't unmask him.;;;;;;;;;;;;x
EVTOPT_lucha_mercy;He fought well, let him keep his mask.;;;;;;;;;;;;x
EVTDESC_lucha_bigwin;Your opponent is no match for you. You easily turn aside his attacks, and slam him into the ground repeatedly with your stylish technique. A more difficult challenge might have been nice, but at least you have won the match handily.;;;;;;;;;;;;x
unmasked;Unmasked;;;;;;;;;;;;x
unmasked_desc;This character has been defeated in the ring, and unmasked for all to see.;;;;;;;;;;;;x
EVTDESC_lucha_unmasked;After a hard-fought fight, your opponent has finally gotten the better of you. Exhausted and dripping with sweat, you collapse in defeat. As is his right, he chooses to remove your mask and reveal your face to the onlookers.;;;;;;;;;;;;x
EVTOPT_lucha_unmasked;Oh, the shame of it!;;;;;;;;;;;;x
EVTDESC_lucha_mercy;You and your opponent test your martial skill against each other, finding yourselves closely matched. As the match wears on, your arms and legs begin to feel heavy and your opponent eventually takes advantage of your fatigue and downs you with a skillful slam. Despite your defeat, your opponent recognizes that the match was close and allows you to keep your mask.;;;;;;;;;;;;x
EVTDESC_lucha_reward;A match against an equally skilled opponent gives you the best opportunity to improve your technique. In the aftermath of your victory, what will you focus on?;;;;;;;;;;;;x
EVTOPT_lucha_reward_fame;The adulation of the onlookers... and their gold.;;;;;;;;;;;;x
EVTOPT_lucha_reward_skill;Improving my martial prowess.;;;;;;;;;;;;x
EVTOPT_lucha_reward_pious;The veneration of El Santo.;;;;;;;;;;;;x
EVTDESC_lucha_bigreward;You defeated your opponent so easily that there was barely any time to learn anything. Still, the onlookers were impressed by your technique and the fame of your masked alter ego has grown.;;;;;;;;;;;;x
EVTOPT_lucha_bigreward;I must find a more worthy opponent.;;;;;;;;;;;;x
EVTDESC_lucha_reveal;You pull the mask from your defeated opponent's face, and reveal that he is [From.GetTitledFirstName]! He would probably be angry with you if he knew who you are, but for now your identity will remain a secret and all he can do is hang his head in shame.;;;;;;;;;;;;x
EVTDESC_muerte_inform;Your [GetFromRelation] [From.GetTitledFirstName] has entered into the realm of [Root.Religion.GetRandomGodName]. As a follower of Santa Muerte, [From.GetPossPronoun] death leaves you with certain responsibilities. You are expected to be involved in the funeral rites, which will ensure safe passage of [From.GetPossPronoun] soul as well as protecting those left behind.;;;;;;;;;;;;x
EVTOPT_muerte_inform_revenge;I swear vengeance on [From.GetPossPronoun] killer!;;;;;;;;;;;;x
TXT_muerte_revenge;This option is available because you know who killed your [GetFromRelation], and Santa Muerte demands a life for a life.\n\n;;;;;;;;;;;;x
EVTOPT_muerte_inform_guide;Santa Muerte guides [From.GetPossPronoun] soul to heaven.;;;;;;;;;;;;x
EVTOPT_muerte_inform_protect;Santa Muerte protects and watches over all of us.;;;;;;;;;;;;x
EVTOPT_muerte_inform_cynic;These rites are meaningless.;;;;;;;;;;;;x
EVTOPT_muerte_inform_learn;I will learn the rites.;;;;;;;;;;;;x
TXT_muerte_learnrites;This option is available because you are still a child.\n\n;;;;;;;;;;;;x
seeking_revenge;Seeking Revenge;;;;;;;;;;;;x
seeking_revenge_desc;This character is focused on avenging the death of a close relative.;;;;;;;;;;;;x
EVTDESC_muerte_vedetta;After hearing about the death of [FromFrom.GetTitledFirstName] at your hands, [From.GetTitledFirstName] has publicly sworn a vendetta against you. According to the rumors, [From.GetSubjectPronoun] will not rest until Santa Muerte snatches your life from you.;;;;;;;;;;;;x
mortal;Mortal;;;;;;;;;;;;x
mortal_desc;This character refused or was denied the honor of being declared a living god. It will be much more difficult to rule over those who expect a king to be acknowledged as a divine avatar.;;;;;;;;;;;;x
incarnate;Incarnate;;;;;;;;;;;;x
incarnate_desc;This character is widely recognized by people of the Mictlantec faith as a living god, or as the human vessel through which a god speaks.;;;;;;;;;;;;x
EVTNAME_mictlan_god;The God-King;;;;;;;;;;;;x
EVTDESC_mictlan_god;Mictlantec nobles and peasants alike chafe beneath the yoke of a mortal king. Why should they bend the knee to a fellow human, when the priests tell them gods walk the Earth? To rule effectively, you must be declared an Incarnate: the divine spirit of a god assuming human form, with a mandate to rule the mortal world in the Age of the Dead Sun.\n\nBloody human sacrifices, displays of skill and piety, and gifts to the priests should convince your subjects of your divine mandate. How will you establish your godhood, and avoid throwing the realm into turmoil?;;;;;;;;;;;;x
EVTOPT_mictlan_martial;My famed conquests and martial prowess.;;;;;;;;;;;;x
EVTOPT_mictlan_learning;My spiritual knowledge and renowned piety.;;;;;;;;;;;;x
EVTOPT_mictlan_blood;My father's divine blood.;;;;;;;;;;;;x
TXT_mictlan_blood;This option is available because your father was an Incarnate and you possess a positive congenital trait.\n;;;;;;;;;;;;x
EVTOPT_mictlan_sac;I will make bloody sacrifices.;;;;;;;;;;;;x
EVTOPT_mictlan_god;I am the divine made flesh.;;;;;;;;;;;;x
EVTOPT_mictlan_wait;I am not ready for the ceremony.;;;;;;;;;;;;x
EVTOPT_mictlan_mortal;I am merely human.;;;;;;;;;;;;x
TXT_mictlan_mortal;I am not a skilled and prestigious warrior. I am not a pious and learned theologian. I was not born with obviously divine blood. My dungeons do not contain numerous potential sacrifices.\n;;;;;;;;;;;;x
postponed_incarnation;Postponed Incarnation;;;;;;;;;;;;x
postponed_incarnation_desc;This character has postponed the ceremony to be acknowledged as a living god.;;;;;;;;;;;;x
TXT_choose_sac;Prepare the prisoners for sacrifice.;;;;;;;;;;;;x
EVTNAME_mictlan_ceremony;Incarnation Ceremony;;;;;;;;;;;;x
EVTDESC_mictlan_ceremony;You mount the stairs to the sacred ziggurat, wrapped in the regalia of the gods and flanked on either side by a procession of high priests. Below you, thousands of your subjects have gathered to witness the ceremony.\n\nThe blood of your offerings will firmly establish a conduit between you and the gods. It also sustains and nourishes the gods, giving Mictlantecuhtli the strength to journey across the sky each day and return safely to the underworld... prolonging the duration of the Sixth Age.;;;;;;;;;;;;x
EVTOPT_mictlan_ceremony;Let the ceremony begin!;;;;;;;;;;;;x
EVTNAME_mictlan_picksac;The Sacrifice;;;;;;;;;;;;x
EVTDESC_mictlan_picksac;The altar at the top of the ziggurat is prepared for human sacrifice, sharp obsidian knives and other tools glinting in the sunlight. Now is the time to empty your dungeons and fill the stomachs of the gods with the blood of noble prisoners. Anointing your body with their blood will secure your position among the gods.\n\nYour loyal priests look to you with anticipation in their eyes, ready to retrieve the next sacrifice at your command.;;;;;;;;;;;;x
EVTOPT_mictlan_picksac;Empty the dungeons!;;;;;;;;;;;;x
EVTOPT_mictlan_enough;The gods have eaten enough.;;;;;;;;;;;;x
EVTNAME_mictlan_victim;Day of Reckoning;;;;;;;;;;;;x
EVTDESC_mictlan_victim;You are dragged from the dungeons by men wearing extravagant cloaks of iridescent feathers and expressions of terrifying zeal. They escort you to a towering stone ziggurat, as you shield your eyes against the blinding sunlight.\n\n[From.GetTitledFirstName] is standing before a bloody stone altar at the top of the ziggurat, flanked by many men in feathered cloaks with bloody black knives in their hands. You may be meeting [Root.Religion.GetRandomGodName] sooner than anticipated.;;;;;;;;;;;;x
EVTOPT_mictlan_victim;Wicked servants of [Root.Religion.GetRandomEvilGodName].;;;;;;;;;;;;x
EVTNAME_mictlan_sac;The Sacrifice;;;;;;;;;;;;x
EVTDESC_mictlan_sac;Your guards bring [From.GetTitledFirstName] up the stairs of the ziggurat. As [From.GetSubjectPronoun] is placed on the altar, you hear the mumblings of a [From.Religion.GetName] prayer to [From.Religion.GetRandomGodName].\n\nYour high priest looks to you, his skilled hands already stained with blood and gripping a ceremonial obsidian knife. With a nod from you, he will cut the heart from your offering.;;;;;;;;;;;;x
EVTOPT_mictlan_sac_emperor;The mighty blood of an emperor!;;;;;;;;;;;;x
EVTOPT_mictlan_sac_king;The potent blood of a king!;;;;;;;;;;;;x
EVTOPT_mictlan_sac_duke;The strong blood of a duke!;;;;;;;;;;;;x
EVTOPT_mictlan_sac_minor;The robust blood of a noble!;;;;;;;;;;;;x
EVTOPT_mictlan_sac_courtier;The blood of a human offering!;;;;;;;;;;;;x
EVTOPT_mictlan_sac_mictlantec;[From.Religion.GetRandomGodName] has heard your prayers.;;;;;;;;;;;;x
EVTOPT_mictlan_sac_mercy;I will show mercy in this case.;;;;;;;;;;;;x
TXT_sacrifice;[From.GetTitledFirstName] is sacrificed to the gods!;;;;;;;;;;;;x
TXT_sac_mercy;Only a portion of [From.GetTitledFirstName]'s blood will be taken.\n;;;;;;;;;;;;x
EVTNAME_mictlan_victim_killed;The Ritual;;;;;;;;;;;;x
EVTDESC_mictlan_victim_killed;The high priest plunges his wicked blade into your chest. You scream in agony, and you see nothing more.;;;;;;;;;;;;x
EVTNAME_mictlan_victim_mercy;The Ritual;;;;;;;;;;;;x
