#Decisions
EVTDESCCETIC364;My [GetFromRelation] [From.GetTitledFirstName] has requested that [From.GetSheHe] should be my heir as governatus.;;;;;;;;;;;;;x
EVTOPTACETIC364;I see no reason not to!;;;;;;;;;;;;;x
EVTOPTBCETIC364;[From.GetFirstName] is just power hungry;;;;;;;;;;;;;x

EVTDESCCETIC365;To my friend [Root.GetTitledFirstName],\n\nSince I came to power, I have been waiting for a perfect heir, and one has just shown up! I know formally appoint you as the heir to the governatus.;;;;;;;;;;;;;x

EVTDESCCETIC366;[Root.GetTitledFirstName],\n\nAfter mulling over your request, I have come to the conclusion that you are not qualified to be a governatus once I pass.;;;;;;;;;;;;;x

EVTDESCCETIC368;With the reconquest of a bureaucratic kingdom, my influence throughout court has risen greatly.;;;;;;;;;;;;;x

EVTDESCCETIC369;I have received a report that the [Root.GetCeticTitleOpp] has attempted to undermine me in my capacity as [Root.GetCeticTitle]! However, [From.GetSheHe] has failed in [From.GetHerHis] endeavor.;;;;;;;;;;;;;x
EVTOPTACETIC369;That snake!;;;;;;;;;;;;;x

EVTDESCCETIC370;I have received a report that the [Root.GetCeticTitleOpp] has successfully undermined me in my capacity as [Root.GetCeticTitle]!;;;;;;;;;;;;;x

EVTDESCCETIC502;As a new Bureaucratic ruler, I am subject to the rules and traditions of Californian Bureaucracy.;;;;;;;;;;;;;x

EVTDESCCETIC506;Through nothing but my bureaucratic skill, my peers have heralded me as an example to be followed, and many of my vassals have taken their word.;;;;;;;;;;;;;x

EVTDESCCETIC507;Reports of [From.GetTitledFirstName]'s bureaucratic skill has reached my palace. [From.GetSheHe] has been used as an example of a model bureaucrat, which has brought much positive attention to my court.;;;;;;;;;;;;;x

EVTDESCCETIC509;By granting my council more power, the bureaucracy of my realm has become more efficient.;;;;;;;;;;;;;x

EVTDESCCETIC510;As a skilled [Root.GetJobTitle], my abilities are utilized within [Root.Liege.PrimaryTitle.GetName]. As a result, the bureaucracy of [Root.Liege.PrimaryTitle.GetName] has become more efficient.;;;;;;;;;;;;;x

EVTDESCCETIC511;[From.GetBestName]'s skills in [From.GetHerHis] capacity as [From.GetJobTitle] are unparalleled. Through [From.GetHerHis] diligent service, the realm's bureaucracy has become more efficient.;;;;;;;;;;;;;x

EVTDESCCETIC512;Armed with an entourage of bureaucratic inspectors, I must now take the next week or so to inspect the entirety of [inspectee.GetBestName]'s realm.;;;;;;;;;;;;;x
EVTOPTACETIC512;I must leave no stone unturned!;;;;;;;;;;;;;x

EVTDESCCETIC513;After performing a rigorous inspection, [inspectee.GetBestName]'s realm seems to be in line with bureaucratic standards.;;;;;;;;;;;;;x
EVTOPTACETIC513;Hopefully [inspectee.GetHerHis] vassals are the same...;;;;;;;;;;;;;x

EVTDESCCETIC514;After performing a rigorous inspection, [inspectee.GetBestName]'s realm seems to have gone above and beyond bureaucratic norms.;;;;;;;;;;;;;x 

EVTDESCCETIC515;After performing a rigorous inspection, [inspectee.GetBestName]'s realm has failed to meet the bureaucratic expectations, and so I cannot pass [inspectee.GetHerHim].;;;;;;;;;;;;;x

EVTDESCCETIC516;Because of my... less than stellar bureaucratic skills, my peers claim that I am unfit to hold any title, and that I have harmed the bureaucracy of my realm.;;;;;;;;;;;;;x

EVTDESCCETIC517;Reports of [From.GetTitledFirstName]'s lack of qualifications have reached my palace. [From.GetSheHeCap] is used as an example of poor bureaucratic management, which is a blow to both of our realms...;;;;;;;;;;;;;x

EVTDESCCETIC518;By having a weakened council, the bureaucracy of my realm has been lacking...;;;;;;;;;;;;;x  

EVTDESCCETIC520;[From.GetBestName]'s skills in [From.GetHerHis] capacity as [From.GetJobTitle] are lacking, to say the least. If [From.GetSheHe] is not bumbling through council meetings, then they are making the bureaucracy of my realm inefficient.;;;;;;;;;;;;;x

EVTDESCCETIC522;[From.GetBestName] has informed me that [From.GetSheHe] will take steps towards having a more efficient realm bureaucracy.;;;;;;;;;;;;;x

EVTDESCCETIC523;[From.GetBestName] has informed me that [From.GetSheHe] will not attempt to improve their realm bureaucracy.;;;;;;;;;;;;;x

EVTDESCCETIC524;As the new ruler of this realm, some of the bureaucratic standards have slipped during the transition.;;;;;;;;;;;;;x
EVTOPTACETIC524;I hope I can reinstate those bureaucratic norms...;;;;;;;;;;;;;x

EVTDESCCETIC525;After years of paying little attention to my realm's bureaucracy, it has come to my attention that many local bureaucrats have been taking advantage of my lax oversight, with embezzlement and lethargy being rampant among them.;;;;;;;;;;;;;x
EVTOPTACETIC525;Maybe I should look into fixing this...;;;;;;;;;;;;;x

EVTDESCCETIC526;After years of bureaucratic degradation, my previously highly functioning realm has slipped somewhat.;;;;;;;;;;;;;x
EVTOPTACETIC526;I must improve this situation immediately!;;;;;;;;;;;;;x

EVTDESCCETIC527;Through hard work both on the parts of my vassals and myself, my realm's administration has never been more streamlined.;;;;;;;;;;;;;x

EVTDESCCETIC528;After a series of administrative reforms, my realm's bureaucracy has become the envy of all others, with diplomats flocking to the capital to inquire about my techniques.;;;;;;;;;;;;;x
EVTOPTACETIC528;It just takes harmony and rightful deeds!;;;;;;;;;;;;;x 

EVTDESCCETIC529;After consulting with advisors about how to best improve my realm's bureaucracy, all I need to do is create a budget for this plan.;;;;;;;;;;;;;x
EVTOPTACETIC529;The plan is great already, it doesn't need much.;;;;;;;;;;;;;x
getback_180_TT;The results of your reforms will be apparent in six months;;;;;;;;;;;;;x
reform_bare_TT;Allot the project a small budget;;;;;;;;;;;;;x
EVTOPTBCETIC529;Any plan needs a good budget to go allow with it.;;;;;;;;;;;;;x
reform_good_TT;Grant the plan a fair budget;;;;;;;;;;;;;x
EVTOPTCCETIC529;I must give as much as possible!;;;;;;;;;;;;;x
reform_alot_TT;Pump a lot of gold into reforms.;;;;;;;;;;;;;x

EVTDESCCETIC530;My reforms have not done well, to say the least. It seems as if nothing meaningful has changed, and all the money I poured into the project has disappeared.;;;;;;;;;;;;;x

EVTDESCCETIC531;After six months, my reforms have made a noticeable impact on my realm. Many of the corrupt bureaucrats have been reformed, and some of the administrative clutter has been lessened. There is still a lot of work to be done, however.;;;;;;;;;;;;;x
EVTOPTACETIC531;This is a good first step.;;;;;;;;;;;;;x

EVTDESCCETIC532;Due to my reforms, the realm's bureaucracy has changed greatly. The corruption, redundancies, and red tape have, for the most part, been cleared out, and as a result, many things run smoother. Although there is a lot of work to be done, this is a great first step.;;;;;;;;;;;;;x
EVTOPTACETIC532;Excellent!;;;;;;;;;;;;;x

EVTDESCCETIC533;Although conquests have brought my realm countless treasures, the increased size has caused my bureaucrats many headaches. Messages cannot be sent to and from the capital as easily as before, causing a drop in administrative efficiency.;;;;;;;;;;;;;x
EVTOPTACETIC533;If only we had steel wagons...;;;;;;;;;;;;;x
globalbureau_limit_70;Average Bureaucratic Efficiency is capped at 70%;;;;;;;;;;;;;x
bureau_limit_75;Realm Bureaucratic Effeciency is capped at 75%;;;;;;;;;;;;;x

EVTDESCETIC534;With a project in mind, I now have to pick what to construct.;;;;;;;;;;;;;x
EVTOPTACETIC534;My bureaucrats need a place to work.;;;;;;;;;;;;;x
build_offices_TT;Build offices in your capital, increasing your realm's bureaucratic efficiency.;;;;;;;;;;;;;x
EVTOPTBCETIC534;My realm needs to be interconnected.;;;;;;;;;;;;;x
build_roads_TT;Build roads in your capital, increasing average bureaucratic efficiency.;;;;;;;;;;;;;x

EVTDESCCETIC535;With the offices finished and the bureaucrats settled, I am filled with immense pride in the work that I have done. My the administration of the realm has been made way more easier with my project completed.;;;;;;;;;;;;;x

EVTDESCCETIC536;With the roads finished and seas of carts being pulled across it daily, I am filled with immense pride in the work that I have done. My the administration of the realm has been made way more easier with my project completed.;;;;;;;;;;;;;x

impauth_increase_1_TT;§YImperial Authority§! will §Bincrease§! by 1%;;;;;;;;;;;;;x
impauth_increase_2_TT;§YImperial Authority§! will §Bincrease§! by 2%;;;;;;;;;;;;;x
impauth_increase_3_TT;§YImperial Authority§! will §Bincrease§! by 3%;;;;;;;;;;;;;x
impauth_increase_5_TT;§YImperial Authority§! will §Bincrease§! by 5%;;;;;;;;;;;;;x
impauth_increase_7_TT;§YImperial Authority§! will §Bincrease§! by 7%;;;;;;;;;;;;;x
impauth_increase_10_TT;§YImperial Authority§! will §Bincrease§! by 10%;;;;;;;;;;;;;x
impauth_increase_20_TT;§YImperial Authority§! will §Bincrease§! by 20%;;;;;;;;;;;;;x

impauth_decrease_3_TT;§YImperial Authority§! will §Rdecrease§! by 3%;;;;;;;;;;;;;x
impauth_decrease_5_TT;§YImperial Authority§! will §Rdecrease§! by 5%;;;;;;;;;;;;;x
impauth_decrease_10_TT;§YImperial Authority§! will §Rdecrease§! by 10%;;;;;;;;;;;;;x

bureau_increase_1_TT;§YRealm Bureaucratic Efficiency§! will §Bincrease§! by 1%;;;;;;;;;;;;;x
bureau_increase_105_TT;§YRealm Bureaucratic Efficiency§! will §Bincrease§! by 1.5%;;;;;;;;;;;;;x
bureau_increase_2_TT;§YRealm Bureaucratic Efficiency§! will §Bincrease§! by 2%;;;;;;;;;;;;;x
bureau_increase_3_TT;§YRealm Bureaucratic Efficiency§! will §Bincrease§! by 3%;;;;;;;;;;;;;x
bureau_increase_4_TT;§YRealm Bureaucratic Efficiency§! will §Bincrease§! by 4%;;;;;;;;;;;;;x

bureau_decrease_025_TT;§YRealm Bureaucratic Efficiency§! will §Rdecrease§! by 0.25%;;;;;;;;;;;;;x
bureau_decrease_05_TT;§YRealm Bureaucratic Efficiency§! will §Rdecrease§! by 0.5%;;;;;;;;;;;;;x
bureau_decrease_1_TT;§YRealm Bureaucratic Efficiency§! will §Rdecrease§! by 1%;;;;;;;;;;;;;x
bureau_decrease_3_TT;§YRealm Bureaucratic Efficiency§! will §Rdecrease§! by 3%;;;;;;;;;;;;;x
bureau_decrease_5_TT;§YRealm Bureaucratic Efficiency§! will §Rdecrease§! by 5%;;;;;;;;;;;;;x
bureau_decrease_5_TT;§YRealm Bureaucratic Efficiency§! will §Rdecrease§! by 7%;;;;;;;;;;;;;x
bureau_decrease_10_TT;§YRealm Bureaucratic Efficiency§! will §Rdecrease§! by 10%;;;;;;;;;;;;;x

globalbureau_increase_01_TT;§YAverage Bureaucratic Efficiency§! will §Bincrease§! by 0.10%;;;;;;;;;;;;;x
globalbureau_increase_02_TT;§YAverage Bureaucratic Efficiency§! will §Bincrease§! by 0.20%;;;;;;;;;;;;;x
globalbureau_increase_025_TT;§YAverage Bureaucratic Efficiency§! will §Bincrease§! by 0.25%;;;;;;;;;;;;;x
globalbureau_increase_05_TT;§YAverage Bureaucratic Efficiency§! will §Bincrease§! by 0.5%;;;;;;;;;;;;;x
globalbureau_increase_1_TT;§YAverage Bureaucratic Efficiency§! will §Bincrease§! by 1%;;;;;;;;;;;;;x
globalbureau_increase_2_TT;§YAverage Bureaucratic Efficiency§! will §Bincrease§! by 2%;;;;;;;;;;;;;x

globalbureau_decrease_01_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 0.10%;;;;;;;;;;;;;x
globalbureau_decrease_02_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 0.20%;;;;;;;;;;;;;x
globalbureau_decrease_025_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 0.25%;;;;;;;;;;;;;x
globalbureau_decrease_03_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 0.30%;;;;;;;;;;;;;x
globalbureau_decrease_05_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 0.50%;;;;;;;;;;;;;x
globalbureau_decrease_075_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 0.75%;;;;;;;;;;;;;x
globalbureau_decrease_1_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 1%;;;;;;;;;;;;;x
globalbureau_decrease_105_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 1.5%;;;;;;;;;;;;;x
globalbureau_decrease_2_TT;§YAverage Bureaucratic Efficiency§! will §Rdecrease§! by 2%;;;;;;;;;;;;;x

EVTDESCCETIC400;As the new Emperor of California, you now must heed to the many standards and customs of the realm, including the necessity to defend Imperial Authority;;;;;;;;;;;;;x
EVTOPTACETIC400;How did the Lawgiver deal with this?;;;;;;;;;;;;;x

#Modifiers
imperial_authority;Imperial Authority ([Root.global_imp_auth.GetValue]%);;;;;;;;;;;;;x
imperial_authority_desc;The authority of the emperor is determined by how much control over bureaucratic California they has. As it ebbs and flows, so does the power of the emperor.\nImperial authority can be §Bincreased§! by:\n§Y*§! Having high stewardship or learning\n§Y*§! Uniting California\n§Y*§! Influential imperial writings\n§Y*§! Direct action by the emperor\nImperial authority can be §Rdecreased§! by:\n§Y*§! Having low stewardship or learning\n§Y*§! Revolts\n§Y*§! Succession\n§Y*§! Long regencies\n§Y*§! Bad imperial writings\n§Y*§! Direct action by the Governatus;;;;;;;;;;;;;x

bureaucracy;Realm Bureaucratic Efficiency ([From.PrimaryTitle.bureau_number.GetValue]%) \ Average Bureaucratic Efficiency ([global_bureau_number.GetValue]%);;;;;;;;;;;;;x
bureaucracy_desc;The bureaucracy of a realm is determined by how much bureaucratic norms are prevalent in said realm. As it changes, the norms of the realm change with it.\nRealm bureaucracy can be §Bincreased§! by:\n§Y*§! Having qualified lords\n§Y*§! Having a powerful or qualified council\n§Y*§! Bureaucratic reforms\n§Y*§! Direct action by the emperor or Governatus\nRealm bureaucracy can be §Rdecreased§! by:\n§Y*§! Having unqualified lords\n§Y*§! Having a weak or unqualified council\n§Y*§! Succession\n§Y*§! Direct action by the emperor or Governatus;;;;;;;;;;;;;x

low_bureaucracy;Inefficient Bureaucracy;;;;;;;;;;;;;x
low_bureaucracy_desc;Due to poor recordkeeping, inefficient administrative systems, and corrupt bureaucrats, this realm's bureaucracy is in disarray.;;;;;;;;;;;;;x

high_bureaucracy;Efficient Bureaucracy;;;;;;;;;;;;;x
high_bureaucracy_desc;This realm's administrative positions are full of hardworking bureaucrats, making it the envy of nations.;;;;;;;;;;;;;x

poor_reforms;Poor Reforms;;;;;;;;;;;;;x
poor_reforms;This character's attempt to reform their realm has gone poorly.;;;;;;;;;;;;;x

good_reforms;Effective Reforms;;;;;;;;;;;;;x
good_reforms;The reform attempts of this character have been a success.;;;;;;;;;;;;;x

sold_bureaucratic_positions;Sold Bureaucratic Positions;;;;;;;;;;;;;x
sold_bureaucratic_positions_desc;This character has sold bureaucratic positions, a sign of corruption in their realm.;;;;;;;;;;;;;x

bureau_offices;Bureaucratic Offices;;;;;;;;;;;;;x
bureau_offices_desc;This province contains offices for bureaucrats, increasing the efficiency of the realm;;;;;;;;;;;;;x

bureau_roads;Road Network Center;;;;;;;;;;;;;x
bureau_roads;This province is the center of a realm-wide road network, fostering better bureaucracies accross the realm.;;;;;;;;;;;;;x 

#Traits
not_evaluated;Unevaluated;;;;;;;;;;;;;x
not_evaluated_desc;This bureaucrat has not been evaluated by an Evaluator of Merit or Guru, and is not seen as legitimate by vassals and peers.;;;;;;;;;;;;;x

failed_exam;Failed Exam;;;;;;;;;;;;;x
failed_exam_desc;This character has failed their Imperial Exam, a grave blow to their legitimacy.;;;;;;;;;;;;;x

imp_ex1;Mallard;;;;;;;;;;;;;x
imp_ex1_desc;This bureaucrat has passed the Imperial Exam, and has earned the first rank - Mallard.;;;;;;;;;;;;;x

imp_ex2;Great Egret;;;;;;;;;;;;;x
imp_ex2_desc;This bureaucrat has passed the Imperial Exam, and has earned the second rank - Great Egret.;;;;;;;;;;;;;x

imp_ex3;Valley Quail;;;;;;;;;;;;;x
imp_ex3_desc;This bureaucrat has passed the Imperial Exam, and has earned the third rank - Valley Quail.;;;;;;;;;;;;;x

imp_ex4;Bald Eagle;;;;;;;;;;;;;x
imp_ex4_desc;This bureaucrat has passed the Imperial Exam, and has earned the fourth and highest rank - Bald Eagle.;;;;;;;;;;;;;x

weak_emperor;Weak Emperor;;;;;;;;;;;;;x
weak_emperor_desc;Imperial authority has been extremely limited, with the emperor being restricted the to Imperial Palace. It will take skillful political and theological maneuvering to remove the legal and cultural restrictions currently in place. Despite the military restrictions, the favor of the Imperial Court is a powerful diplomatic tool.;;;;;;;;;;;;;x

cali_emperor;Emperor of California;;;;;;;;;;;;;x
cali_emperor_desc;The authority of the emperor is relatively high and stable, with all its typical duties and powers. Although [Root.GetHerHisCap] Majesty is in power within the Imperial Court, and particulary skillful politician may be able to wrestle control from the hands of the sovereign.;;;;;;;;;;;;;x

strong_emperor;Strong Emperor;;;;;;;;;;;;;x
strong_emperor_desc;The authority of the emperor is high and seemingly stable. Vassals of all rank and power bow before the glory of the emperor, and [Root.GetSheHe] wields considerable power, within the walls of the Court and without. It would take a political mastermind and an emperor of... low quality for this sort of control to be taken away.;;;;;;;;;;;;;x

governator;Governatus;;;;;;;;;;;;;x
governator_desc;The Governatus of California is a very influential title among the Imperial Court and all throughout California. As the highest ranking official within the Imperial Court, surpassing even the kings and queens of the bureaucratic realms, the Governatus has the ear of the emperor at all times.;;;;;;;;;;;;;x

sanctioned_governator;Anti-Governatus;;;;;;;;;;;;;x
sanctioned_governator_desc;The Celestial Emperor of California has lost confidence in his Governatus, therefore, he has selected [Root.GetTitledFirstName] as his Anti-Governatus;;;;;;;;;;;;;x 

governator_heir;Governatus Heir;;;;;;;;;;;;;x
governator_heir_desc;The Heir of the Governatus does not wield any special privileges, however what it lacks in power, it makes up in prestige. Although, in due time, one will gain both power in prestige.;;;;;;;;;;;;;x

#Opinion Modifiers
slandered_emperor;Baselessly Slandered;;;;;;;;;;;;;x

sacked_me;Removed Me as Governatus;;;;;;;;;;;;;x

sacked_gnator_5;Sacked Governatus;;;;;;;;;;;;;x

gnator_rumors_10;Scathing Review;;;;;;;;;;;;;x

gnator_rumors_25;Scathing Review;;;;;;;;;;;;;x

opinion_slanderer;Slandered My Name;;;;;;;;;;;;;x

defied_norms;Defied Norms;;;;;;;;;;;;;x

gnator_succeed;Successfuly Overthrew Governatus;;;;;;;;;;;;;x

gnator_fail;Failed to Overthrow Governatus;;;;;;;;;;;;;x

gnator_betrayed;Betrayed Me;;;;;;;;;;;;;x

gnator_donated;Donated in My Name;;;;;;;;;;;;;x

gnator_bad_donated;Donated Poor Food in My Name;;;;;;;;;;;;;x

gnator_powers;Surrendered Authority to Me;;;;;;;;;;;;;x

made_me_governator;Appointed Me Governatus;;;;;;;;;;;;;x

model_bureaucrat;Model Bureaucrat;;;;;;;;;;;;;x

bad_bureaucrat;Poor Bureaucrat;;;;;;;;;;;;;x

#Minor Titles
title_governator;Governatus;;;;;;;;;;;;;x
title_governator_desc;The Governatus of the Empire of California is a very influential title among the Imperial Court and all throughout California. As the highest ranking official within the Imperial Court, surpassing even the kings and queens of the bureaucratic realms, the Governatus has the ear of the emperor at all times.;;;;;;;;;;;;;x

#Casus Bellis

CB_NAME_GOVERNATOR_WAR;Governatus Claim War;;;;;;;;;;;;;x
WAR_NAME_GOVERNATOR_WAR;$ORDER$Governatus Claim War;;;;;;;;;;;;;x
governator_war_desc;Any Bureaucratic ruler can claim the title Governatus while they are in charge.;;;;;;;;;;;;;x
vassal_gov_removed_TT;Any Governatus courtier will be removed;;;;;;;;;;;;;x

CB_NAME_SANCGOVERNATOR_WAR;Anti-Governatus Claim War;;;;;;;;;;;;;x
WAR_NAME_SANCGOVERNATOR_WAR;$ORDER$Anti-Governatus Claim War;;;;;;;;;;;;;x
sanc_governator_war_desc;The Anti-Governatus has the authority to invade the Governatus' realm;;;;;;;;;;;;;x

#Laws and Succession
bureaucratic_war_declaration;Bureaucratic War Declaration;;;;;;;;;;;;;x
bureaucratic_war_declaration_desc;These laws govern if the ruler is or is not allowed to wage war.;;;;;;;;;;;;;x

bureaucratic_war_declaration_0;Allowed Declaration;;;;;;;;;;;;;x
bureaucratic_war_declaration_0_desc;Bureaucratic lords are under no obligation to refrain from waging war.;;;;;;;;;;;;;x
bureaucratic_war_declaration_0_option;War;;;;;;;;;;;;;x

bureaucratic_war_declaration_1;Disallowed Declaration;;;;;;;;;;;;;x
bureaucratic_war_declaration_1_desc;By the Emperor's orders, bureaucratic lords must not wage any war.;;;;;;;;;;;;;x
bureaucratic_war_declaration_1_option;No War;;;;;;;;;;;;;x

succ_bureaucratic_elective;Bureaucratic Elective;;;;;;;;;;;;;x
succ_bureaucratic_elective_desc;The ruler and council of a bureaucratic realm choose who they believe to be the most qualified candidate.;;;;;;;;;;;;;x
bureaucratic_elective;Bureaucratic Elective;;;;;;;;;;;;;x

tooltip_imperial_vote_strength_chaplain_stewardship;[Root.GetFirstName] is a wise §YBureaucrat§!;;;;;;;;;;;;;x

tooltip_feudal_elector_vote_stewardship;[From.GetFirstName] is a brilliant §YBureaucrat§!;;;;;;;;;;;;;x

tooltip_feudal_elector_vote_councilor_learning;[From.GetFirstName] is a brilliant §YBureaucrat§!;;;;;;;;;;;;;x

tooltip_feudal_elector_vote_governator;[From.GetSheHeCap] is the §YGovernatus§!;;;;;;;;;;;;;x

tooltip_feudal_elector_vote_emperor;[From.GetSheHeCap] is the §YEmperor§!;;;;;;;;;;;;;x

allow_war_TT;Allowed to wage war.;;;;;;;;;;;;;x

prevent_war_TT;Prevented from waging war.;;;;;;;;;;;;;x

#Custom Localisation
GetCeticTitle_Emperor;Emperor;;;;;;;;;;;;;x
GetCeticTitle_Governator;Governatus;;;;;;;;;;;;;x
GetCeticTitle_Lord;Bureaucratic Ruler;;;;;;;;;;;;;x

CeticWheatponsibilityPanic;I must find a way to keep these rioting peasants in control, and fast.;;;;;;;;;;;;;x
CeticWheatponsibilityPay;the emperor has forced me to pay for new deliveries of food to be given to the peasants.;;;;;;;;;;;;;x

CeticSwayDip;Your honeyed words and empty promises shall not sway me! You and your deceitful silver tongue will never gain my support.;;;;;;;;;;;;;x
CeticSwayBribe;The bribe you sent with your letter greatly offends me. You will not gain my support in your corrupt operation.;;;;;;;;;;;;;x
CeticSwayInt;Not even the lowest attacks can dissuade you from being a low character. No man of such moral emptiness can call me a friend.;;;;;;;;;;;;;x

string_antagonized_desc_fallback;[slanderee.GetTitledFirstName] is a insufferable, weak-willed [slanderee.GetManWoman], without any worthy accomplishment to [slanderee.GetHerHis] name. It would be nothing more than my duty to make sure everyone knows of how pathetic [slanderee.GetSheHe] is.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_kinslayer;It should not be hard to smear [slanderee.GetTitledFirstName], given the abominable crime already staining [slanderee.GetHerHis] name. It will be all too easy to condemn a Kinslayer such as [slanderee.GetHerHim].;;;;;;;;;;;;;x

string_antagonized_desc_cetic_excommunicated;The Church has already condemned [slanderee.GetTitledFirstName] to eternal damnation by excommunicating [slanderee.GetHerHim]. It is time somebody reminded [slanderee.GetHerHim] that heretics of [slanderee.GetHerHis] kind have no place left in society.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_eunuch;I have it on good authority that [slanderee.GetTitledFirstName] is less of a man. I should make sure that this shameful mutilation [slanderee.GetSheHe] is afflicted by is something neither [slanderee.GetSheHe] nor [slanderee.GetHerHis] subjects ever risk forgetting.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_mystic;There are many rumors about the vile, blasphemous experiments [slanderee.GetTitledFirstName] carries out in the secrecy of [slanderee.GetHerHis] laboratory. It would be only right for me to denounce [slanderee.GetHerHis] witchcraft.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_seducer;[slanderee.GetTitledFirstName] is a licentious man with no self-control, always running after any sweet face he lays eyes on. Surely, denouncing his dissolute behavior will earn me his hatred, as well as smear his reputation.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_seductress;[slanderee.GetTitledFirstName] is a licentious woman with no self-control and a long list of lovers. Surely, denouncing her dissolute behavior will earn me her hatred, as well as smear her reputation.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_schemer;[slanderee.GetTitledFirstName] has already the bad reputation of a weaselly, conniving [slanderee.GetManWoman]. It should not be hard for me to further smear [slanderee.GetHerHis] name by pointing out [slanderee.GetHerHis] lack of honesty.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_impaler;[slanderee.GetTitledFirstName] already has the reputation of a cruel, sadistic monster. It should be easy for me to build upon [slanderee.GetHerHis] devious tendencies to further smear [slanderee.GetHerHis] name and earn [slanderee.GetHerHis] contempt.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_hedonist;[slanderee.GetTitledFirstName]'s excesses are already known throughout the realm... Yet, maybe the people need a reminder of how lavish and depraved [slanderee.GetHerHis] feasts really are...;;;;;;;;;;;;;x

string_antagonized_desc_cetic_bastard;I think it should always be good form to remind a bastard of [slanderee.GetHerHis] proper place in [Root.Culture.GetName] society every once in a while. I am sure [slanderee.GetTitledFirstName] will appreciate my thoughtfulness in this regard.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_maimed;[slanderee.GetTitledFirstName] has been turned into a limping cripple, yet [slanderee.GetSheHe] still thinks that [slanderee.GetSheHe] deserves any dignity? Maybe I should make it clear to [slanderee.GetHerHim] of how pathetic [slanderee.GetHerHis] state is.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_infirm;[slanderee.GetTitledFirstName]'s mind is already vanishing. It is time somebody made it clear to [slanderee.GetHerHim] that a [slanderee.GetManWoman] with [slanderee.GetHerHis] mental deficiencies has no place in proper society.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_malnourished;[slanderee.GetTitledFirstName] is a shell of a [slanderee.GetManWoman], barely strong enough to stand on [slanderee.GetHerHis] own. Who could ever respect such a pitiful creature? I should make sure everybody knows how pathetic [slanderee.GetSheHe] is.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_fat;Who could ever take [slanderee.GetTitledFirstName] seriously? The [slanderee.GetManWoman] is so fat I doubt [slanderee.GetSheHe] would be able to ride a horse. It won't hurt me to remind [slanderee.GetHerHim] and [slanderee.GetHerHis] court of how pitiful [slanderee.GetHerHis] state is.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_depressed;[slanderee.GetTitledFirstName] is already a sobbing wreck with little love for [slanderee.GetHerHis] own life. I am certain that, with the right words, I will be able to push [slanderee.GetHerHim] over the edge.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_drunkard;[slanderee.GetTitledFirstName] is nothing but a pathetic drunk. I should just denounce [slanderee.GetHerHim] publicly and wait for the justly-earned praise of my peers.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_lunatic;[slanderee.GetTitledFirstName] is nothing but a stark-raving lunatic. I should just denounce [slanderee.GetHerHim] publicly and wait for the justly-earned praise of my peers.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_possessed;[slanderee.GetTitledFirstName] is nothing but a cursed maniac, [slanderee.GetHerHis] skull a hollow cove for demons. I should just denounce [slanderee.GetHerHim] publicly and wait for the justly-earned praise of my peers.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_ugly;How can [slanderee.GetTitledFirstName] stand to look at [slanderee.GetHerselfHimself] in the mirror, I wonder? If [Root.Religion.GetHighGodName] struck [slanderee.GetHerHim] with such a grotesque and repulsive face, it is only so that good people could make fun of it.;;;;;;;;;;;;;x
string_antagonized_desc_cetic_chaste;It is well enough time that somebody exposed [slanderee.GetTitledFirstName]'s supposed chastity for what it really is - a poor attempt to hide the [slanderee.GetManWoman]'s impotence.;;;;;;;;;;;;;x

string_antagonized_desc_cetic_chaste_f;It is well enough time that somebody exposed [slanderee.GetTitledFirstName]'s supposed chastity for what it really is - a poor attempt to hide the [slanderee.GetManWoman]'s barren womb.;;;;;;;;;;;;;x

