#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

###########Rules###########
caraqueno;Caraqueño;;;;;;;;;;;;;x
alaskan;Alaskan;;;;;;;;;;;;;x
algonquin;Algonquin;;;;;;;;;;;;;x
amerodeutsch;Amerodeutsch;;;;;;;;;;;;;x
andean;Andean;;;;;;;;;;;;;x
angeleno;Angeleno;;;;;;;;;;;;;x
anishinaabe;Anishinaabe;;;;;;;;;;;;;x
antillais;Antillais;;;;;;;;;;;;;x
antilliaanse;Antilliaanse;;;;;;;;;;;;;x
antioqueno;Antioqueño;;;;;;;;;;;;;x
apache;Apache;;;;;;;;;;;;;x
appalachian;Appalachian;;;;;;;;;;;;;x
arawak;Arawak;;;;;;;;;;;;;x
arixan;Arixan;;;;;;;;;;;;;x
athabaskan;Athabaskan;;;;;;;;;;;;;x
baiano;Baiano;;;;;;;;;;;;;x
bayfolk;Bayfolk;;;;;;;;;;;;;x
beltway;Beltway;;;;;;;;;;;;;x
bermudian;Bermudian;;;;;;;;;;;;;x
black;Black;;;;;;;;;;;;;x
blackfoot;Blackfoot;;;;;;;;;;;;;x
bolivarense;Bolivarense;;;;;;;;;;;;;x
upland;Upland;;;;;;;;;;;;;x
battleborn;Battleborn;;;;;;;;;;;;;x
boricua;Boricua;;;;;;;;;;;;;x
brazilian;Brasileiro;;;;;;;;;;;;;x
british;British;;;;;;;;;;;;;x
britannic;Britannic;;;;;;;;;;;;;x
brown;Brown;;;;;;;;;;;;;x
cajun;Cajun;;;;;;;;;;;;;x
calaotian;Calaotian;;;;;;;;;;;;;x
californian;Californian;;;;;;;;;;;;;x
californio;Californio;;;;;;;;;;;;;x
calypsonian;Calypsonian;;;;;;;;;;;;;x
canadian;Canadian;;;;;;;;;;;;;x
canuck;Canuck;;;;;;;;;;;;;x
caribbanglo;Caribbanglo;;;;;;;;;;;;;x
caribbean;Caribbean;;;;;;;;;;;;;x
caribeno;Caribeño;;;;;;;;;;;;;x
carpetbagger;Carpetbagger;;;;;;;;;;;;;x
cartagenero;Cartagenero;;;;;;;;;;;;;x
cascadian;Cascadian;;;;;;;;;;;;;x
cayennais;Cayennais;;;;;;;;;;;;;x
centrolatino;Centrolatino;;;;;;;;;;;;;x
chapin;Chapín;;;;;;;;;;;;;x
cherokee;Cherokee;;;;;;;;;;;;;x
chicagoan;Chicagoan;;;;;;;;;;;;;x
chilango;Chilango;;;;;;;;;;;;;x
chinese;Chinese;;;;;;;;;;;;;x
chino;Chino;;;;;;;;;;;;;x
cholano;Cholano;;;;;;;;;;;;;x
colombiano;Colombiano;;;;;;;;;;;;;x
coloradan;Coloradan;;;;;;;;;;;;;x
comanche;Comanche;;;;;;;;;;;;;x
cree;Cree;;;;;;;;;;;;;x
creole;Creole;;;;;;;;;;;;;x
crow;Crow;;;;;;;;;;;;;x
cubano;Cubano;;;;;;;;;;;;;x
deitsch;Deitsch;;;;;;;;;;;;;x
delawarean;Delawarean;;;;;;;;;;;;;x
dellsman;Dellsman;;;;;;;;;;;;;x
dene;Dené;;;;;;;;;;;;;x
dixie;Dixie;;;;;;;;;;;;;x
dominicano;Dominicano;;;;;;;;;;;;;x
eastern_woodlands;Eastern Woodlands;;;;;;;;;;;;;x
edokko;Edokko;;;;;;;;;;;;;x
filipino;Filipino;;;;;;;;;;;;;x
first_nations;First Nations;;;;;;;;;;;;;x
gallomerican;Gallomerican;;;;;;;;;;;;;x
garinagu;Garinagu;;;;;;;;;;;;;x
gaucho;Gaúcho;;;;;;;;;;;;;x
gocho;Gocho;;;;;;;;;;;;;x
gothamite;Gothamite;;;;;;;;;;;;;x
grangelander;Grangelander;;;;;;;;;;;;;x
guinean;Guinean;;;;;;;;;;;;;x
gulfard;Gulfard;;;;;;;;;;;;;x
gullah;Gullah;;;;;;;;;;;;;x
guyanese;Guyanese;;;;;;;;;;;;;x
gwladfeg;Gwladfeg;;;;;;;;;;;;;x
haida;Haida;;;;;;;;;;;;;x
haitian;Haitian;;;;;;;;;;;;;x
hawaiian;Hawaiian;;;;;;;;;;;;;x
hispaniolan;Hispaniolan;;;;;;;;;;;;;x
hopi;Hopi;;;;;;;;;;;;;x
hudsonian;Hudsonian;;;;;;;;;;;;;x
innu;Innu;;;;;;;;;;;;;x
inuit;Inuit;;;;;;;;;;;;;x
iroquois;Iroquois;;;;;;;;;;;;;x
iyyu;Iyyu;;;;;;;;;;;;;x
istmeno;Istmeño;;;;;;;;;;;;;x
jarocho;Jarocho;;;;;;;;;;;;;x
kinh;Kinh;;;;;;;;;;;;;x
kriol;Kriol;;;;;;;;;;;;;x
lacandon;Lacandón;;;;;;;;;;;;;x
lacustrine;Lacustrine;;;;;;;;;;;;;x
laurentian;Laurentian;;;;;;;;;;;;;x
liberian;Liberian;;;;;;;;;;;;;x
llanero;Llanero;;;;;;;;;;;;;x
lokono;Lokono;;;;;;;;;;;;;x
louisianais;Louisianais;;;;;;;;;;;;;x
malay;Malay;;;;;;;;;;;;;x
maori;Maori;;;;;;;;;;;;;x
maritimer;Maritimer;;;;;;;;;;;;;x
mayan;Mayan;;;;;;;;;;;;;x
melungeon;Melungeon;;;;;;;;;;;;;x
metis;Métis;;;;;;;;;;;;;x
metis_FEATURES;§Y*§! Has access to the Eldership succession law\n;;;;;;;;;;;;;x
mexicano;Mexicano;;;;;;;;;;;;;x
mikmaq;Mi'kmaq;;;;;;;;;;;;;x
miskito;Miskito;;;;;;;;;;;;;x
mixtec;Mixtec;;;;;;;;;;;;;x
motowner;Motowner;;;;;;;;;;;;;x
mountainer;Mountainer;;;;;;;;;;;;;x
muisca;Muisca;;;;;;;;;;;;;x
muscogee;Muscogee;;;;;;;;;;;;;x
nahua;Nahua;;;;;;;;;;;;;x
native_american;Native;;;;;;;;;;;;;x
native;Native;;;;;;;;;;;;;x
navajo;Navajo;;;;;;;;;;;;;x
neoladino;Neoladino;;;;;;;;;;;;;x
neomexicano;Neomexicano;;;;;;;;;;;;;x
new_english;Colonial;;;;;;;;;;;;;x
newfie;Newfie;;;;;;;;;;;;;x
noculture;Manleyfolk;;;;;;;;;;;;;x
northwest_coast;Northwest Coast;;;;;;;;;;;;;x
nigerian;Nigerian;;;;;;;;;;;;;x
nihonjin;Nihonjin;;;;;;;;;;;;;x
maghreb;Maghreb;;;;;;;;;;;;;x
mid_atlantic;Mid-Atlantic;;;;;;;;;;;;;x
moroccan;Moroccan;;;;;;;;;;;;;x
norteno;Norteño;;;;;;;;;;;;;x
north_anglo;North Anglo;;;;;;;;;;;;;x
north_atlantic;North Atlantic;;;;;;;;;;;;;x
north_pacific;North Pacific;;;;;;;;;;;;;x
northlander;Northlander;;;;;;;;;;;;;x
novorusskiy;Novorusskiy;;;;;;;;;;;;;x
nuyorican;Nuyorican;;;;;;;;;;;;;x
nez_perce;Nez Perce;;;;;;;;;;;;;x
ojibwe;Ojibwe;;;;;;;;;;;;;x
saulteaux;Saulteaux;;;;;;;;;;;;;x
oldworld;Old World Cultist;;;;;;;;;;;;;x
omedulac;Omedulac;;;;;;;;;;;;;x
ontarian;Ontarian;;;;;;;;;;;;;x
ontarois;Ontarois;;;;;;;;;;;;;x
ozark;Ozark;;;;;;;;;;;;;x
ozarkian;Ozarkian;;;;;;;;;;;;;x
ozlander;Ozlander;;;;;;;;;;;;;x
ozzi;Ozzi;;;;;;;;;;;;;x
paisa;Paisa;;;;;;;;;;;;;x
paiute;Paiute;;;;;;;;;;;;;x
papiamen;Papiamen;;;;;;;;;;;;;x
patagonian;Patagonian;;;;;;;;;;;;;x
petropavlovskiy;Petropavlovskiy;;;;;;;;;;;;;x
polynesian;Polynesian;;;;;;;;;;;;;x
plains;Plains;;;;;;;;;;;;;x
plateau;Plateau;;;;;;;;;;;;;x
portlander;Portlander;;;;;;;;;;;;;x
portuguese;Português;;;;;;;;;;;;;x
portunhol;Portunhol;;;;;;;;;;;;;x
prairielander;Prairielander;;;;;;;;;;;;;x
purepecha;Purépecha;;;;;;;;;;;;;x
quebecois;Québécois;;;;;;;;;;;;;x
quechua;Quechua;;;;;;;;;;;;;x
quichean;Quichéan;;;;;;;;;;;;;x
raizal;Raizal;;;;;;;;;;;;;x
raramuri;Rarámuri;;;;;;;;;;;;;x
reference_culture;Reference Culture (Shouldn't see this!);;;;;;;;;;;;;x
riverlander;Riverlander;;;;;;;;;;;;;x
chocoano;Chocoano;;;;;;;;;;;;;x
rockland;Rockland;;;;;;;;;;;;;x
rouillard;Rouillard;;;;;;;;;;;;;x
amazonense;Amazonico;;;;;;;;;;;;;x
rostmann;Rostmann;;;;;;;;;;;;;x
rustonian;Rustonian;;;;;;;;;;;;;x
sheban;Sheban;;;;;;;;;;;;;x
shuswap;Shuswap;;;;;;;;;;;;;x
sibir;Sibir;;;;;;;;;;;;;x
singaporean;Singaporean;;;;;;;;;;;;;x
sioux;Sioux;;;;;;;;;;;;;x
sonorense;Sonorense;;;;;;;;;;;;;x
south_anglo;South Anglo;;;;;;;;;;;;;x
southron;Southron;;;;;;;;;;;;;x
southwestern;Southwestern;;;;;;;;;;;;;x
subarctic;Subarctic;;;;;;;;;;;;;x
sranan;Sranan;;;;;;;;;;;;;x
tagalog;Tagalog;;;;;;;;;;;;;x
tapatio;Tapatio;;;;;;;;;;;;;x
tejano;Tejano;;;;;;;;;;;;;x
texan;Texan;;;;;;;;;;;;;x
tlingit;Tlingit;;;;;;;;;;;;;x
truenonato;Truenonato;;;;;;;;;;;;;x
tsimshianic;Tsimshianic;;;;;;;;;;;;;x
tuskegean;Tuskegean;;;;;;;;;;;;;x
utahn;Utahn;;;;;;;;;;;;;x
valleyan;Valleyan;;;;;;;;;;;;;x
venezolano;Venezolano;;;;;;;;;;;;;x
venteux;Venteux;;;;;;;;;;;;;x
viet;Viet;;;;;;;;;;;;;x
vlodivostockiy;Vlodivostockiy;;;;;;;;;;;;;x
wastelander;Wastelander;;;;;;;;;;;;;x
wayuu;Wayuu;;;;;;;;;;;;;x
west_anglo;West Anglo;;;;;;;;;;;;;x
west_indian;West Indian;;;;;;;;;;;;;x
white;White;;;;;;;;;;;;;x
yankee;Yankee;;;;;;;;;;;;;x
yanquito;Yanquito;;;;;;;;;;;;;x
yooper;Yooper;;;;;;;;;;;;;x
yucateco;Yucateco;;;;;;;;;;;;;x
yukoner;Yukoner;;;;;;;;;;;;;x
yiddish;Yiddish;;;;;;;;;;;;;x
canton;Canton;;;;;;;;;;;;;x
hong_konger;Hong Konger;;;;;;;;;;;;;x
zapotec;Zapotec;;;;;;;;;;;;;x
wakashan;Wakashan;;;;;;;;;;;;;x
ktunaxa;Ktunaxa;;;;;;;;;;;;;x
dakelh;Dakelh;;;;;;;;;;;;;x
plautdietsch;Plautdietsch;;;;;;;;;;;;;x
mesanglo;Mesanglo;;;;;;;;;;;;;x
guyan;Guyan;;;;;;;;;;;;;x

###########Religions###########

pirate;Nautical;;;;;;;;;;;;;x
candomble;Candomblé;;;;;;;;;;;;;x
candomble_DESC;Candomblé is a syncretic faith that absorbed religious traditions from West Africans, Portuguese Catholics, and indigenous South Americans. Its name literally means "dance in honor of the gods," and, as one would expect, many of its rituals involve music and dance. Practitioners worship a creator deity named Olodumaré, as well as numerous lesser spirits called Orixás. Candomblé practitioners believe that every person has their own patron Orixá, who controls their destiny and acts as a spiritual protector.;;;;;;;;;;;;;x
candomble_FEATURES;§Y*§! Homosexual Candomblé rulers may marry other homosexual characters.\n;;;;;;;;;;;;;x

thelemic;Thelema;;;;;;;;;;;;;x
thelemic_DESC;Thelema is a British mystic religion/"spiritual philosophy" developed by Aleister Crowley, based on the law: "Do what thou wilt shall be the whole of the Law." It is a polytheistic religion that draws its pantheon of gods from the religious beliefs of Ancient Egypt. However, their highest deity is someone - or something - known only as "The Queen".;;;;;;;;;;;;;x
thelemic_FEATURES;§Y*§! Homosexual Thelemic rulers may marry other homosexual characters.\n;;;;;;;;;;;;;x
noreligion;Manleyist;;;;;;;;;;;;;x
noreligion_DESC;This religion of a cursed name lost to history stems from the teachings of the prophet Emperor II Manley, who brought dark and foul sermons into the world. It is said that he is a great arbiter of the world's evil, who operates beyond religion and deed, and all should fear him. However, the righteous and true God(s) intervened, locking away this man and his holy creed for all time. Yet, it is said one day, they will return.;;;;;;;;;;;;;x
noreligion_FEATURES;§Y*§! PLEASE REPORT THIS. THIS IS A BUG.\n;;;;;;;;;;;;;x
neognostic;Neo-Gnostic;;;;;;;;;;;;;x
neognostic_DESC;Neo-Gnostism (re)emerged in Colorado as a syncretic faith combining teachings coming from the Pacific faiths of the West and the Christian East. Neo-Gnostics have amalgamated the belief in the Christian God, who they call "The One" with the rejection of materialism often found in Pacific schools of thought. They believe that Salvation can be found in worship of Christ and that they can find Enlightenment through his teachings. Gnostics see material posessions and desires as secondary to Oneness with God. They reject the material world (matter, flesh) as being the work of Satan and seek to embrace the 'Gnosis' of God (knowledge, enlightenment, salvation).;;;;;;;;;;;;;x
neognostic_FEATURES;§Y*§! May have ambitions to remove vices. \n§Y*§! Homosexual Neognostic rulers are allowed to marry other homosexual characters.;;;;;;;;;;;;;x
sedevacantist;Sedevacantist;;;;;;;;;;;;;x
sedevacantist_DESC;The name Sedevancantist comes from the Latin term 'Sede Vacante', meaning 'the seat is vacant'. Sedevacantism began in the hazy time immediately after the Deluge, when the Pope's Legate unexpectedly arrived at the Council of Chicago. The Legate claimed to have seen a divine apparition that confirmed the destruction of Rome. He was then instructed by the Virgin Mary to make his way from Washington to Chicago, where "the remnant of the church" would assemble, and tell those present that they had the right to elect a new Bishop of Rome from among their number. Although the majority of those present thought the apparition to be legitimate, a vocal minority denounced the Legate, denying the truth of the apparition. They broke from the rest of the Council, and their followers continue to insist that the See of Rome is empty.;;;;;;;;;;;;;x
ursuline;Ursuline;;;;;;;;;;;;;x
ursuline_DESC;The Ursulines originated as an antediluvian religious order, patronized by Saint Ursula. After the Deluge, most Quebecois Catholics turned to the Ursuline Order for guidance. Although their outsized role in Quebecois religious life was initially tolerated by the Catholic Church, the entire order and all of its followers were excommunicated following an attempt by the Ursulines to elect one of their own to the Papacy. In response, the Ursuline Order formally split from the Catholic Church. The current position of the Ursulines is that none of the Christian bishops currently operating in the Americas have proper apostolic succession, and that members of sanctioned religious orders can serve as de facto clergy until bishop-level apostolic succession is re-established.;;;;;;;;;;;;;x
ursuline_FEATURES;§Y*§! The Abbess-General is elected via the same mechanics as the Pope.\n§Y*§! Women are the only ones who can become priests or cardinals.;;;;;;;;;;;;;x
angeline;Angeline;;;;;;;;;;;;;x
angeline_DESC;The Angelines also originated as an antediluvian religious order, but they live very different lives from their Ursuline counterparts. Whereas the Ursulines emphasize the monastic lifestyle and the primacy of the Church, Angelines more strongly emphasize cohabitation with the secular world.;;;;;;;;;;;;;x
anabaptist;Anabaptist;;;;;;;;;;;;;x
anabaptist_DESC;The Anabaptists are a branch of Christianity originating from 16th century Europe, and are the forebears of American groups such as the Amish, Hutterites and Mennonites, which banded together to survive the post-cataclysm world. Anabaptists believe Christians should remain separate from the rest of the world, refuse to hold office, and refrain from violence except when absolutely necessary. These tenets make life after the apocalypse difficult, and often quite short.;;;;;;;;;;;;;x
anabaptist_FEATURES;§Y*§! Due to their avoidance of violence when possible, cannot use the Holy War CB. \n§Y*§! Anabaptists gain 1.00 piety per month when at peace.;;;;;;;;;;;;;x
batenburger;Batenburger;;;;;;;;;;;;;x
batenburger_DESC;Batenburgers are a particularly violent group of Christians that emerged following the invasion of Anabaptist lands by Americanists. Followers of Batenburgism believe that the invasion was a sign that the doctrine of pacifism was to be abandoned entirely, rather than being merely relaxed. Followers of other Christian faiths condemn these heretics for their maintenence of harems and their tendency to violently raid the homes of non-believers.;;;;;;;;;;;;;x
batenburger_FEATURES;§Y*§! Batenburgers are prone to violence, and will go to war frequently.;;;;;;;;;;;;;x
evangelical;Evangelical;;;;;;;;;;;;;x
evangelical_DESC;The Evangelical Church is what remains of antediluvian Protestantism. In the face of post-deluge upheavals, various Protestant churches banded together, putting aside minor theological differences in favor of establishing an Evangelical Convention of Churches presided over by an ecumenical council of bishops. However, some Christians chafe against the doctrines and restrictions imposed by this Convention...;;;;;;;;;;;;;x
high_church;Anglican;;;;;;;;;;;;;x
high_church_DESC;Anglicanism describes itself as being a "via media", or middle way, between Evangelical Protestantism and the Catholic Church. Following the Event, the Anglican Church in Canada refused to participate in the Evangelical Convention called by the churches in the Deep South, and it has since become recognized as a separate faith unto itself. The highest authority in Anglicanism is the Archbishop of New Canterbury.;;;;;;;;;;;;;x
high_church_FEATURES;§Y*§! Although the Archbishop of Canterbury is not elected, rulers can still create competing Archbishops.;;;;;;;;;;;;;x
antinomian;Antinomian;;;;;;;;;;;;;x
antinomian_DESC;"Antinomians" believe that everyone immediately receives eternal life upon accepting Jesus Christ as their savior and that personal revelation is as authoritative as Scripture. Both the mainstream Evangelical Church and virtually every other Protestant denomination regards these doctrines as serious heresies, labeling them "Antinomian" because of their perceived conflict with Biblical and Mosaic law.;;;;;;;;;;;;;x
postadventist;Postadventist;;;;;;;;;;;;;x
postadventist_DESC;Postadventists believe that the Second Coming has already happened, that Jesus came to judge the living and the dead... and was not pleased. They are also notable for observing Saturday rather than Sunday as their day of rest and for their skepticism towards all non-Postadventist temporal authorities. For obvious reasons, mainstream Evangelicals condemn Postadventists as heretics.;;;;;;;;;;;;;x
charismatic;Charismatic;;;;;;;;;;;;;x
charismatic_DESC;Charismatics are not known as such because of their charm, but rather their belief in 'charismata', gifts of the Holy Spirit manifested in miracles and signs that can be endowed simply by baptism and faith in the Holy Spirit. Such wonders include the ability to speak in tongues, miraculous healing of the cripples, gifts of prophecy and more events often considered 'supernatural'. Although the Evangelical Convention declared these beliefs heretical, the Charismatic faith continues to thrive outside the jurisdiction of the Holy Columbian Confederacy.;;;;;;;;;;;;;x
charismatic_FEATURES;§Y*§! Upon reaching adulthood, Charismatic characters may test their faith by handling a live snake.;;;;;;;;;;;;;x
dark_pagan_group;Dark Pagan;;;;;;;;;;;;;x
occultist;Occultist;;;;;;;;;;;;;x
occultist_DESC;Occultist followers believe that the universe is a vast mystery, with the dark corners of reality holding innumerable secrets and dangers. The fragments of ancient lore that survived the Fall have formed the core of a new polytheistic faith quite at odds with most others.;;;;;;;;;;;;;x
occultist_reformed;Occultist;;;;;;;;;;;;;x
occultist_reformed_DESC;Occultist followers believe that the universe is a vast mystery, with the dark corners of reality holding innumerable secrets and dangers. The fragments of ancient lore that survived the Fall have formed the core of a new polytheistic faith quite at odds with most others. The reformed Occultist church has a new hierarchy and more standardized set of texts.;;;;;;;;;;;;;x
atomicist;Atomicist;;;;;;;;;;;;;x
atomicist_DESC;Atomicists believe that the god Atomos created the world in a vast explosion of energy, and that he inhabits an invisible plane of energy that intersects with the material world. In the days of yore, men could tap into this intangible world and use the gifts of Atomos to become gods themselves. Atomicists seek to relearn the secrets of that past age so that they too can unlock the power of the atom. However, Atomos does not always take kindly to those who try to harness his power...;;;;;;;;;;;;;x
atomicist_FEATURES;§Y*§! Atomicist parents may attempt to "bless" their newborns by exposing them to atomic radiation.;;;;;;;;;;;;;x
aphite;Aphite;;;;;;;;;;;;;x
aphite_DESC;Originating in the hazy time of the event, Aphites believe and pay reverence to a church known as the Atomic Priesthood. The Atomic Priesthood teaches of a story of creation involving a great cosmic explosion that formed the many Elements that make up the world. However, by the hands of the Traitor-God Atomos, the state of the universe was defiled, and reality had become inherently tainted. Born from a strong medical tradition, Aphites place great importance on the healthiness of the human body, and as such, fear the damage radiation can cause. Aphites insist on fighting the darkness created by Atomos, and as such, are staunchly opposed to Atomicism.;;;;;;;;;;;;;x
aphite_FEATURES;§Y*§! Aphite rulers can quarantine Atomicist Holy Sites as a place of dishonor. \n§Y*§! Aphite characters educated in theology are medically trained.;;;;;;;;;;;;;x
americanist;Americanist;;;;;;;;;;;;;x
americanist_DESC;Americanists worship what must have been the true gods of the old world-- the statues of Father Washington, Lincoln, Jefferson and others clearly indicates who the ancient Americans worshiped. Those Americans built a great empire, so why not follow their beliefs and restore America to its former glory, gods and all?;;;;;;;;;;;;;x 
americanist_FEATURES;§Y*§! Are led by the President, who may be elected from any ruler of their faith above the age of 35. \n§Y*§! May undertake pilgrimages to their holy sites.;;;;;;;;;;;;;x
hamiltonian;Hamiltonian;;;;;;;;;;;;;x
hamiltonian_DESC;Hamiltonians differ from mainstream Americanism in that they take their faith in the gods of the Old World to a higher level. Legends outline the gods' abilities and deeds, but Hamiltonians believe the gods had more powers beyond those explicitly stated. They hold, furthermore, that it is within the capabilities of all believers to attain these 'implied powers' for themselves.;;;;;;;;;;;;;x
jeffersonian;Jeffersonian;;;;;;;;;;;;;x
jeffersonian_DESC;The old legends speak not of just Washington, Jefferson and Lincoln, but also of the farmers, the soldiers, and all the common men of the Old World. As widespread as the statues of the Founders are, are there not statues of the common infantryman in many old towns? What of the farmers and the grand grange halls they established? Jeffersonians hold that the Americanist gods of the old world were just a few of many, and that the entire nation of ancient America was home to gods. All the land was blessed by the gods, therefore, and thus all the land must be reclaimed by the true faith!;;;;;;;;;;;;;x
libertarian;Libertarian;;;;;;;;;;;;;x
libertarian_DESC;The devoted of Lady Liberty, the Mother of Old America and the Goddess of Freedom, the Libertarians were once a matriarchal Patriotic order of the Americanists dedicated to the defense and restoration of the Statues of Liberty who broke from Washington in protest against the 'overemphasis' of the Founders over Lady Liberty. In the centuries since the continued revelation and dedicated study of the First Lady and her Justices have lead the Libertarians and the Americanists to opposite positions on a vast number of theological points, from the approved methods of establishing proof of presidential deification after death all the way to structure of the old world pantheon.;;;;;;;;;;;;;x
libertarian_FEATURES;§Y*§! There is always a First Lady in Nashville, even if the city falls\n§Y*§! Ability to enact Enatic Succession Laws\n§Y*§! Strict limitations on Consanguinity\n§Y*§! Libertarians follow a principle of non-aggression, so they cannot use the Holy War CB.;;;;;;;;;;;;;x
rust_cultist;Rust Cultist;;;;;;;;;;;;;x
rust_cultist_DESC;When the first of the Rust Cult stumbled upon an abandoned factory of the old world, what he saw seemed to be the handiwork of the gods. The cult quickly spread through the former Rust Belt, worshiping these houses of the divine and the technological marvels wrought within, which they are willing to defend with their lives. Rust Cultists dedicate much of their time to recovering and revering any old world technology they can find. Due to their age however, opportunities to find operational relics are few and far between.;;;;;;;;;;;;;x
rust_cultist_FEATURES;§Y*§! May undertake journeys to seek & salvage old world technology.;;;;;;;;;;;;;x
chrome_cultist;Chrome Cultist;;;;;;;;;;;;;x
chrome_cultist_DESC;The Chrome Cultists, unlike their Rustish counterparts, believe that mankind once built the great God-Machines worshiped by the mainline Rust Cult. Furthermore, they believe that these men and women of Old America - Father Ford especially - had such power that they could become like those Machines by joining as one with the Engines and other Devices to transcend their fleshy bodies. One day, when mankind has regained this power, all of the Chrome Cult shall become like gods!;;;;;;;;;;;;;x
chrome_cultist_FEATURES;§Y*§! May take ambitions to remove irrational impulses.;;;;;;;;;;;;;x
norse_pagan;Norse;;;;;;;;;;;;;x
norse_pagan_DESC;The Norse believe the Christian God failed his followers when America was torn down, and in their anger have turned back to the Gods of their ancestors. If only the old Gods had the strength of their faith, they surely would have protected America. They also believe the American people became soft and complacent, which contributed to their destruction, and so have vowed to never allow themselves to become weaklings again.;;;;;;;;;;;;;x
norse_pagan_reformed;Norse;;;;;;;;;;;;;x
norse_pagan_reformed_DESC;The Norse believe the Christian God failed his followers when America was torn down, and in their anger have turned back to the Gods of their ancestors. If only the old Gods had the strength of their faith, they surely would have protected America. They also believe the American people became soft and complacent, which contributed to their destruction, and so have vowed to never allow themselves to become weaklings again. They have now structured their faith, allowing them full access to mainstream succession laws, as well as the option to wage grand holy wars.;;;;;;;;;;;;;x
rastafarian;Rastafari;;;;;;;;;;;;;x
rastafarian_DESC;Rastafari is a religion originating in Jamaica, inspired by both the Christian Bible and the teachings of Marcus Garvey. They believe that a pre-Event emperor from "Zion" known as Ras Tafari was the representative of Jah, or God, on Earth, and that "the Event" was the result of Jah overthrowing the wicked forces of "Babylon", allowing the world to start anew. The Rasta faith is divided into several groups, or "mansions", and the two largest Rasta Mansions in the post-apocalyptic world are Bobo Ashanti and the Twelve Tribes of Israel.;;;;;;;;;;;;;x
rastafarian_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs.\n§Y*§! May join Bobo Ashanti or the Twelve Tribes of Israel via targeted decision.;;;;;;;;;;;;;x
voodoo;Voodoo;;;;;;;;;;;;;x
voodoo_DESC;Descended from West African Vodun, Voodoo originated in 18th century Haiti, spreading later to Louisiana. Vodouists worship the creator god Bondye, but as he is unreachable by men, they pray to his servants, the Loa, who act as intermediaries in exchange for service. Each Loa is responsible for a different aspect of life, and vodouists develop a personal relationship with them through elaborate ceremonies that can include ritual offerings, song, dance, and allowing themselves to be possessed by the spirits so that Loa and vodouist may communicate.;;;;;;;;;;;;;x
voodoo_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs.\n§Y*§! May crush the mind of a prisoner with poison, turning them into a zombi.\n§Y*§! Possession by the Loa may grant various advantages and disadvantages. \n§Y*§! Homosexual Voodoo rulers are allowed to marry other homosexual characters.;;;;;;;;;;;;;x
african_group;African;;;;;;;;;;;;;x
afro_syncretic;Afro-Syncretic;;;;;;;;;;;;;x
catholic_DESC;Catholicism is one of the oldest branches of Christianity, and it survived the cataclysmic events of centuries past by the skin of its teeth. After the Deluge, the surviving Catholic hierarchy in America received word of a divine apparition that confirmed the destruction of the Papacy in Rome and gave the surviving American cardinals the right to elect a new Bishop of Rome from their number. The new American Popes lacked a permanent temporal seat for centuries - a period known as "the Wandering Papacy" - until control over the old city of St. Louis in Missouri was finally established in the late 24th century. Because of its association with the Papacy, St. Louis earned the nickname "New Rome", although this term is not officially used by the Catholic Church. The formal head of the religion is the Bishop of Rome - the Pope.;;;;;;;;;;;;;x
santeria;Santería;;;;;;;;;;;;;x
santeria_DESC;Santería, translating roughly to "devotion to the saints", is an Afro-Cuban religion that can be traced back to the Yoruba people of West Africa. Believers worship three aspects of one god: Olodumaré the Creator, Olorun, who manifests as the Sun, and Olofi, who directly communicates with the Orichás - or "Saints" - and grants them spiritual energy to act as intermediaries between man and God, as well as to help mankind live moral, harmonious lives.;;;;;;;;;;;;;x
santeria_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs. \n§Y*§! Homosexual Santería rulers are allowed to marry other homosexual characters.;;;;;;;;;;;;;x
nick_the_prophet;the Prophet;;;;;;;;;;;;;x
nick_the_kingmaker;the Kingmaker;;;;;;;;;;;;;x
nick_the_bat;the Bat;;;;;;;;;;;;;x
nick_the_speedy;the Speedy;;;;;;;;;;;;;x
nick_the_peacemaker;the Peacemaker;;;;;;;;;;;;;x
nick_the_shaggy;the Shaggy;;;;;;;;;;;;;x
nick_the_surfer;the Surfer;;;;;;;;;;;;;x
consumerist;Consumerist;;;;;;;;;;;;;x
consumerist_DESC;Consumerists believe that the Almighty Dollar struck down Old America because they did not honor it enough using the ritual of "shopping". They seek to forestall a second apocalypse by "spending" as much as possible, in order to ensure that the Dollar's power is maintained at a consistent level.;;;;;;;;;;;;;x
monetarist;Monetarist;;;;;;;;;;;;;x
monetarist_DESC;Monetarists differ from Consumerists in that they believe that overzealous "shopping" actually weakens the Almighty Dollar, and that one should instead seek to "save" its power by collecting holy artifacts such as dollar bills and bonds. This position is condemned by mainstream Consumerists.;;;;;;;;;;;;;x
revelationist;Revelationist;;;;;;;;;;;;;x
