#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mnm.3228.ancrel;I step up to the altar and make a quick decision – as I reach the center of the stage I collapse to the floor. The worshipers gasp as I, their [Root.GetTitle], begin quoting [Root.Religion.GetScriptureName]. I roll my eyes back as I speak, as if confronting the skies themselves. When my last words ring out, everyone seems to be holding their breath. For a moment I worry that my stunt has failed. Then the [Root.Religion.GetPriestTitle] exclaims "A VISION! My [Root.GetLordLady], let me help you stand!";Je m'approche de l'autel et je prends une décision rapide – en arrivant au centre de la scène, je m'effondre au sol. Les adorateurs halètent alors que moi, leur [Root.GetTitle], commence à citer [Root.Religion.GetScriptureName]. Je révulse mes yeux et parle, comme si j'étais confronté[Root.GetNoneE] aux cieux eux-mêmes. Quand mes derniers mots retentissent, tout le monde semble retenir son souffle. Pendant un instant, j'ai peur que mon petit tour ait échoué. Puis, le [Root.Religion.GetPriestTitle] s'écrie : « UNE VISION ! M[Root.GetOnA][Root.GetLordLady], laissez-moi vous aider à vous tenir debout ! »;"Ich gehe zum Altar hoch und treffe blitzschnell eine Entscheidung. Als ich die Mitte der Bühne erreiche, breche ich einfach zusammen. Die Gläubigen schnappen nach Luft, als ich, ihr/e [Root.GetTitle], anfange, aus der Schrift [Root.Religion.GetScriptureName] zu zitieren. Ich verdrehe meine Augen nach hinten, während ich spreche, als würde ich mich an den Himmel selbst wenden. Als meine letzten Worte verklingen, scheinen alle den Atem anzuhalten. Einen Moment lang mache ich mir Sorgen, dass mein Trick vielleicht misslungen ist. Doch dann ruft der/die [Root.Religion.GetPriestTitle]: "EINE VISION! Mein/e [Root.GetLordLady], lasst mich Euch auf die Füße helfen!";;"Me subo al altar y tomo una rápida decisión: cuando alcanzo el centro de la tarima, me desplomo en el suelo. A los adoradores se les corta la respiración cuando yo, su [Root.GetTitle], empiezo a citar las sagradas escrituras. Pongo los ojos en blanco mientras hablo, como si estuviera viendo los cielos mismos. Cuando pronuncio las últimas palabras, todos siguen aguantando el aliento. Por un momento temo que mi ardid haya fracasado. Entonces el religioso exclama: "¡Una visión! Mi [Root.GetLordLady], deja que te ayude a ponerte en pie!".";;;;;x
mnm.3229.ancrel;I step forwards and make a bold decision – as I reach a group of people I collapse to the floor. The worshipers gasp as I, their [Root.GetTitle], begin quoting fragments of [Root.Religion.GetScriptureName]. I roll my eyes back as I speak, as if confronting the skies themselves. When my last words ring out, they start to whisper. For a moment I am convinced that my stunt has succeeded. Then the [Root.Religion.GetPriestTitle] prods at me. "Uhm, my [Root.GetLordLady]? Let's get you back onto your feet.";Je fais un pas en avant et prends une décision audacieuse – lorsque j'atteins un groupe de gens, je m'effondre au sol. Les adorateurs halètent alors que moi, leur [Root.GetTitle], commence à citer [Root.Religion.GetScriptureName]. Je révulse mes yeux et parle, comme si j'étais confronté[Root.GetNoneE] aux cieux eux-mêmes. Quand mes derniers mots retentissent, ils commencent à chuchoter. Pendant un instant, je suis convaincu[Root.GetNoneE] que mon petit tour a réussi. Puis le [Root.Religion.GetPriestTitle] me secoue pour voir si je réagis. « Uhm, M[Root.GetOnA][Root.GetLordLady] ? On va vous aider à vous relever. »;"Ich trete nach vorne und treffe eine kühne Entscheidung. Als ich eine Gruppe von Leuten erreiche, breche ich einfach zusammen. Die Gläubigen schnappen nach Luft, als ich, ihr/e [Root.GetTitle], anfange, Auszüge aus der Schrift [Root.Religion.GetScriptureName] zu zitieren. Ich verdrehe meine Augen nach hinten, während ich spreche, als würde ich mich an den Himmel selbst wenden. Als meine letzten Worte verklingen, beginnen die Leute zu wispern. Einen Moment lang bin ich davon überzeugt, dass mein Trick gelungen ist. Doch dann stößt mich der/die [Root.Religion.GetPriestTitle] an: "Äh, mein/e [Root.GetLordLady]? Lasst mich Euch wieder auf die Füße helfen.";;"Avanzo y tomo una atrevida decisión: cuando llego hasta un grupo de gente, me desplomo en el suelo. A los adoradores se les corta la respiración cuando yo, su [Root.GetTitle], empiezo a citar fragmentos de las sagradas escrituras. Pongo los ojos en blanco mientras hablo, como si estuviera viendo los cielos mismos. Cuando pronuncio las últimas palabras, empiezan a susurrar. Por un momento creo que mi ardid ha funcionado. Entonces el religioso exclama: "Eh... ¿mi [Root.GetLordLady]? Te ayudaré a levantarte".";;;;;x
############### The Petitioners ;;;;;;;;;;;;;x
unseelie_petitioners;Petitioners of the Unseelie Court;;;;;;;;;;;;;x
unseelie_petitioners_desc;There are those among us who honor the darkest and most sinister of the Otherworlders. These Petitioners revel in the chaos, bloodshed, and hedonism demanded of them by the Unseelie Court. Unfortunately it seems the Unseelie are pleased by the havoc their mortal followers cause, as there are disturbing rumors surrounding the Petitioners, of dark magic and unnaturally long lives...;;;;;;;;;;;;;x
currency_name_unseelie_petitioners;Dark Power;;;;;;;;;;;;;x
unseelie_petitioners_leader_desc;The High Priest of The Petitioners;;;;;;;;;;;;;x
unseelie_petitioners_rank_1_female;Abjurer;Apostate;Bannmagierin;;Apóstata;;;;x
unseelie_petitioners_rank_2_female;Conjurer;Sorcière;Beschwörerin;;Conjuradora;;;;x
unseelie_petitioners_rank_3_female;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;x
unseelie_petitioners_rank_4_female;High Priestess;Grande prêtresse;Hohepriesterin;;Suma sacerdotisa;;;;x
unseelie_petitioners_rank_1_male;Abjurer;Apostat;Bannmagier;;Apóstata;;;;x
unseelie_petitioners_rank_2_male;Conjurer;Sorcier;Beschwörer;;Conjurador;;;;x
unseelie_petitioners_rank_3_male;Priest;Prêtre;Priester;;Sacerdote;;;;x
unseelie_petitioners_rank_4_male;High Priest;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;x
unseelie_petitioners_recruit;Recruit to the Unseelie Petitioners;;;;;;;;;;;;;x
unseelie_petitioners_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a Petitioner.;;;;;;;;;;;;;x
unseelie_recruit_block_tooltip;Has not been approached by the Unseelie Petitioners before.;;;;;;;;;;;;;x
############### Strings ;;;;;;;;;;;;;x
String_nuckelavee;nuckelavee;;;;;;;;;;;;;x
String_nuckelavees;nuckelavees;;;;;;;;;;;;;x
String_tree_symbol;tree symbol;;;;;;;;;;;;;x
Druid;Druid;;;;;;;;;;;;;x
Dryad;Dryad;;;;;;;;;;;;;x
String_Celt;Druid;;;;;;;;;;;;;x
String_Druid;Druid;;;;;;;;;;;;;x
String_Celtic;Druidic;;;;;;;;;;;;;x
String_Druidic;Druidic;;;;;;;;;;;;;x
String_Nuckelavee;Nuckelavee;;;;;;;;;;;;;x
String_RedCaps;Red Caps;;;;;;;;;;;;;x
String_Goblins;Goblins;;;;;;;;;;;;;x
String_Fomorians;Fomorians;;;;;;;;;;;;;x
String_Fomorian_Prince;Fomorian Prince;;;;;;;;;;;;;x
String_wizard;Wizard;;;;;;;;;;;;;x
String_Glory_to_Dark_Ones;Glory to the Dark Ones;;;;;;;;;;;;;x
String_Danus_blessings;Danu's blessings;;;;;;;;;;;;;x
String_Arawn_watch_over_you;Arawn watch over you;;;;;;;;;;;;;x
GetHouseOfWorship_Celtic;Sacred Grove;;;;;;;;;;;;;x

title_acr_champion;Champion;Champion;Champion;;Campeón;;;;;;;;;x
title_acr_champion_desc;The person that this title is bestowed upon is considered to be the Champion of the Realm. There is surely no greater honor for mortal men to aspire to.;La personne à qui ce titre est décerné est considérée comme le champion du royaume. Aucun mortel ne saurait espérer titre plus honorable.;Die Person, die diesen Titel erhalten hat, wird als Champion des Reiches angesehen. Es gibt wahrlich keine größere Ehre für Sterbliche.;;La persona a la que se le otorga este título es considerada como el Campeón del Reino. No se puede aspirar a un honor mayor para los hombres mortales.;;;;;;;;;x
title_master_arms;Master of Arms;;;;;;;;;;;;;x
title_master_arms_desc;The Master of Arms is responsible for maintaining the production and storage of weapons and armor in the realm. An important and prestigious post.;;;;;;;;;;;;;x
title_keeper_flock;Fylakasminos;;;;;;;;;;;;;x
title_keeper_flock_desc;The "keeper of the flock" is responsible for the realm's herds of sacrificial animals. They manage the shepherds and priests who ensure the animals are raised according to the sacrificial requirements, as dictated by the gods. ;;;;;;;;;;;;;x
title_hellanodikos;Hellanodikos;;;;;;;;;;;;;x
title_hellanodikos_desc;The "judges of hellenes" are responsible for maintaining the integrity of athletic competitions. The hellanodikai collectively arrange the various games and events for grand competitions such as the Olympics, and more local tournaments. They are also responsible for judging the outcomes of the games, and are held to an impeccable standard of honesty and justice.;;;;;;;;;;;;;x

###### Misc keys for events;;;;;;;;;;;;;x
ancrel.damn;Damn!;;;;;;;;;;;;;x
ancrel.horrible;This is horrible!;;;;;;;;;;;;;x
ancrel.troublesome;Troublesome indeed...;;;;;;;;;;;;;x
ancrel.that_bastard;Bastard...;;;;;;;;;;;;;x
ancrel.bummer;That's dissapointing...;;;;;;;;;;;;;x
ancrel.fantastic;That's fantastic!;;;;;;;;;;;;;x
province_loses_prosperity_custom_tooltip;[Root.GetName] loses some of it's prosperity!;;;;;;;;;;;;;x
province_prospers_custom_tooltip;[Root.GetName] becomes more prosperous!;;;;;;;;;;;;;x
###### Misc opinion modifiers;;;;;;;;;;;;;x
ancrel_honored_me;Honored Me;;;;;;;;;;;;;x
ancrel_dissapointed;Dissapointed;;;;;;;;;;;;;x
ancrel_jealous;Jealous;;;;;;;;;;;;;x
ancrel_pleased;Pleased;;;;;;;;;;;;;x
paganify_the_world;Lets. Get. PAGAN!;;;;;;;;;;;;;x
paganify_the_world_desc;Convert all characters to a not Christian and not Muslim religion, based on culture. Does not affect religious heads, so the Caliphate remains. May bring older machines to their knees.;;;;;;;;;;;;;x
ancrel.paganify.tooltip;Turn the world pagan by culture. This is mostly for development.;;;;;;;;;;;;;x
ancrel.9001.desc;Do you want to turn most of the world pagan? Be warned, nearly every single character will receive an event that converts their religion and that of their personal demesne. This may bring older computers to their knees. This is an unsupported feature primarily for development use!;;;;;;;;;;;;;x
ancrel.9001.a;To the Old Gods!;;;;;;;;;;;;;x
ancrel.9002.desc;Congrats! You're Celtic Pagan!;;;;;;;;;;;;;x
ancrel.9003.desc;Congrats! You're Hellenic Pagan!;;;;;;;;;;;;;x
ancrel.9004.desc;Congrats! You're Egyptian Pagan!;;;;;;;;;;;;;x
ancrel.9005.desc;Congrats! You're West African Pagan!;;;;;;;;;;;;;x
ancrel.9006.desc;Congrats! You're Slavic Pagan!;;;;;;;;;;;;;x
ancrel.9007.desc;Congrats! You're Norse Pagan!;;;;;;;;;;;;;x
ancrel.9008.desc;Congrats! You're Zoroastrian!;;;;;;;;;;;;;x
ancrel.9009.desc;Congrats! You're Tengri Pagan!;;;;;;;;;;;;;x
ancrel.9011.desc;Congrats! You're Promethean!;;;;;;;;;;;;;x
ancrel.9012.desc;Congrats! You're a Titan Cultist!;;;;;;;;;;;;;x
ancrel.9013.desc;Congrats! You're an Aten Pagan!;;;;;;;;;;;;;x
MNM.70400.c;This is too much!;;;;;;;;;;;;;x
MNM.70400.c.tt;You leave the [Root.Society.GetName];;;;;;;;;;;;;x
must_not_fear_persecution;This character is too afraid of persecution to join.;;;;;;;;;;;;;x
###### Generic Artifacts;;;;;;;;;;;;;x
wine_left_0;Poisoned Wine;;;;;;;;;;;;x
wine_left_0_desc;These bottles of otherwise acceptable wine have been infused with a, potentially deadly, poison.;;;;;;;;;;;;x
wine_left_1;Weak Wine;;;;;;;;;;;;x
wine_left_1_desc;This wine is weak, both in flavor and alcohol. It is good for cooking and desperate drunks.;;;;;;;;;;;;x
wine_left_2;Common Wine;;;;;;;;;;;;x
wine_left_2_desc;These bottles contain average wine. It won't offend anyone, but it won't impress either.;;;;;;;;;;;;x
wine_left_3;Fine Wine;;;;;;;;;;;;x
wine_left_3_desc;This wine is of a good quality, something all but the most particular pallete would enjoy.;;;;;;;;;;;;x
wine_left_4;Exquisite Wine;;;;;;;;;;;;x
wine_left_4_desc;This batch of wine is of surpassing quality, very few ever experience the pleasure of drinking a wine like this.;;;;;;;;;;;;x
wine_left_5;Perfect Wine;;;;;;;;;;;;x
wine_left_5_desc;These bottles are the pinnacle of wine-making. Skill alone could not produce such a draught, only divine intervention could provide the necessary circumstances.;;;;;;;;;;;;x
wine_right_0;Deadly Wine;;;;;;;;;;;;x
wine_right_1;Fragrant Wine;;;;;;;;;;;;x
wine_right_2;Heady Wine;;;;;;;;;;;;x
wine_right_3;Tart Wine;;;;;;;;;;;;x
wine_right_4;Potent Wine;;;;;;;;;;;;x
wine_right_5;Spirited Wine;;;;;;;;;;;;x
oil_left_0;Poisoned Oil;;;;;;;;;;;;x
oil_left_1;Annointing Oil;;;;;;;;;;;;x
oil_left_2;Cleansing Oil;;;;;;;;;;;;x
oil_left_3;Perfumed Oil;;;;;;;;;;;;x
oil_left_4;Delicate Oil;;;;;;;;;;;;x
oil_left_5;Pheromone Oil;;;;;;;;;;;;x
oil_right_0;Rancid Oil;;;;;;;;;;;;x
oil_right_1;Musky Oil;;;;;;;;;;;;x
oil_right_2;Floral Oil;;;;;;;;;;;;x
oil_right_3;Woody Oil;;;;;;;;;;;;x
oil_right_4;Fruity Oil;;;;;;;;;;;;x
oil_right_5;Rich Oil;;;;;;;;;;;;x
