province;red;green;blue;x;x
1213;53;4;51;Epekwitk;x
1214;66;8;64;Summerside;x
1215;51;4;49;Chignecto;x
1216;69;8;67;Cape Jourimain;x
1217;142;124;194;Hochelaga;x
1218;2;194;69;Charlevoix;x
1219;67;224;120;Laurentides;x
1220;13;213;83;Portneuf;x
1221;3;181;64;Mauricia;x
1222;59;227;116;Lanaudiere;x
1223;91;122;85;Cameron;x
1224;91;164;85;Nueces;x
1225;28;164;85;Starr;x
1226;28;145;142;Duval;x
1227;28;145;74;Webb;x
1228;28;94;74;Goliad;x
1229;28;133;74;Live Oak;x
1230;125;133;74;Maverick;x
1231;125;91;74;Bexar;x
1232;125;156;74;Comal;x
1233;125;88;74;Val Verde;x
1234;125;125;108;Uvalde;x
1235;125;176;128;Travis;x
1236;125;125;173;McLennan;x
1237;125;184;113;Kerr;x
1238;125;145;113;Harris;x
1239;77;145;113;Beaumont;x
1240;68;145;74;Matagorda;x
1241;125;193;173;Waxahachie;x
1242;125;193;71;Dallas;x
1243;125;128;71;Tarrant;x
1244;125;187;71;Sabine;x
1245;113;187;113;Nacogdoches;x
1246;113;122;113;Tyler;x
1247;165;173;125;San Jacinto;x
1248;125;193;60;San Saba;x
1249;28;93;74;Plaquemines;x
1250;38;112;90;Lafourche-Terrebonne;x
1251;23;76;61;Atchafalaya;x
1252;28;90;74;Lafayette;x
1253;25;76;62;Vermilion;x
1254;36;107;86;Cameron-Calcasieu;x
1255;255;0;0;Brazos;x
1256;138;68;71;Pitupok;x
1257;136;130;96;Unamakika;x
1258;153;77;125;Antigonish;x
1259;78;9;53;Wagobagitik;x
1260;50;117;148;Chebucto;x
1261;227;27;239;Pisiguit;x
1262;224;65;130;Usitukun;x
1263;195;150;79;Galveston;x
1264;255;42;145;St Landry;x
1265;204;49;124;Vernon;x
1266;181;224;248;Rapides;x
1267;143;176;196;Catahoula;x
1268;89;121;85;Welland;x
1269;252;239;60;Hamilton;x
1270;159;154;74;Oshawa;x
1271;102;98;28;Toronto;x
1272;133;8;0;Bruce;x
1273;176;96;90;Essex;x
1274;205;65;54;Lambton;x
1275;140;64;84;Elgin;x
1276;210;96;126;Brant;x
1277;107;44;61;Wellington;x
1278;188;77;136;Simcoe;x
1279;234;164;202;Huron;x
1280;230;220;55;Ganaraska;x
1281;224;206;54;Hastings;x
1282;250;240;60;Prince Edward;x
1283;252;246;126;Cataraqui;x
1284;156;83;17;Natchitoches;x
1285;191;116;48;Caddo;x
1286;178;95;19;Ouachita;x
1287;140;68;3;Kisatchie;x
1288;158;84;17;Ruston;x
1289;214;214;217;Texarkana;x
1290;247;247;250;Cypress;x
1291;210;156;241;Bootheel;x
1292;232;200;250;Black;x
1293;192;126;230;Current;x
1294;225;177;252;Gasconade;x
1295;186;145;217;Cole;x
1296;65;0;207;Thousand Islands;x
1297;93;54;178;Ottawa;x
1298;56;0;178;United Counties;x
1299;96;34;230;Vaudreuil-Soulanges;x
1300;123;76;224;Grande Ligne;x
2000;255;202;0;La Paz;x
2001;149;255;0;Los Cabos;x
2002;0;255;163;Tijuana;x
2003;255;237;215;Mexicali;x
2004;110;38;53;Ensenada;x
2005;200;205;127;El Rosario;x
2006;255;197;39;El Arco;x
2007;93;73;26;Guerrero Negro;x
2008;173;164;177;Mulege;x
2009;210;255;251;Loreto;x
2010;28;132;31;San Diego;x
2011;26;78;27;Descanso;x
2012;0;145;47;Pendleton;x
2013;184;216;107;Imperial;x
2014;255;215;0;Orange;x
2015;141;214;33;Riverside;x
2016;87;140;9;Palm Springs;x
2018;67;95;10;Blythe;x
2019;196;178;69;Los Angeles;x
2020;197;169;3;Antelope;x
2021;103;137;44;Ventura;x
2022;137;118;44;Tejon Pass;x
2023;159;219;70;Channel Islands;x
2024;126;179;34;Santa Barbara;x
2025;105;121;19;Obispo;x
2026;51;172;28;Monterey;x
2027;100;127;42;Bako;x
2028;120;107;20;San Benito;x
2029;129;156;35;San Jose;x
2030;55;218;59;Santa Cruz;x
2031;159;228;113;San Francisco;x
2032;73;148;23;Alameda;x
2033;83;201;31;Marin;x
2034;92;176;46;Tulare;x
2035;42;115;30;Avenal;x
2036;78;152;24;Fresno;x
2037;67;200;45;Tollhouse;x
2038;167;199;98;Stanislaus;x
2039;110;173;64;Madera;x
2040;94;145;15;Mariposa;x
2041;114;153;71;Tuolumne;x
2042;87;157;30;Contra Costa;x
2043;108;141;20;Napa;x
2044;20;141;69;Yolo;x
2045;33;123;12;San Joaquin;x
2046;20;141;32;Sacramento;x
2047;42;175;79;Yuba;x
2048;39;122;25;Butte;x
2049;106;188;51;Glenn;x
2050;79;173;54;Colusa;x
2051;117;116;34;Lake;x
2052;84;157;20;Sonoma;x
2053;58;193;68;Bragg;x
2054;151;141;29;Mendocino;x
2055;58;193;176;Humboldt;x
2056;34;120;109;Eureka;x
2057;51;188;132;Redwood;x
2058;178;149;62;Klamath;x
2059;38;169;66;Redding;x
2060;109;75;15;Mount Shasta;x
2061;105;86;57;Yreka;x
2062;130;96;31;Burney;x
2063;137;138;38;Dorado;x
2064;109;106;35;Tahoe;x
2065;152;151;28;Lassen;x
2066;195;199;80;Modoc;x
2067;221;198;92;Black Rock;x
2068;152;121;28;Reno;x
2069;88;67;35;Carson;x
2070;196;187;135;Ridgecrest;x
2071;228;217;140;Inyo;x
2072;225;221;112;Hawthorne;x
2073;201;206;65;Las Vegas;x
2074;185;189;73;Grand Canyon;x
2075;208;211;118;Barstow;x
2076;149;185;102;Solano;x
2077;148;158;34;Joshua Tree;x
2078;206;240;206;St. Johns;x
2079;140;167;228;Fortune Bay;x
2080;200;197;213;St. Mary;x
2081;100;164;182;Bonavista;x
2082;43;164;216;Anguille;x
2083;91;115;234;St. Anthony;x
2084;91;121;64;Netagamiou;x
2085;103;216;197;Thule;x
2086;158;194;79;Tortuga;x
2087;167;134;52;St. Kitts and Nevis;x
2088;52;97;209;Grenada;x
2089;128;100;237;Labrador;x
2090;155;115;52;Goose Bay;x
2091;188;27;109;Port Hardy;x
2092;240;85;140;Nootka;x
2093;125;188;97;Edmonton;x
2094;107;185;164;Red Deer;x
2095;185;97;21;Lloydminster;x
2096;67;124;33;Nemaska;x
2097;0;213;137;Chibougamau;x
2098;82;203;27;Matagami;x
2099;219;112;27;Abitibi;x
2100;100;179;137;Vallee-de-l'Or;x
2101;;;;;x
2102;;;;;x
2103;;;;;x
3000;190;152;128;Caborca;x
3001;206;134;100;Plutarco;x
3002;179;124;100;Hermosillo;x
3003;146;124;121;Nogales;x
3004;140;97;85;Guaymas;x
3005;146;128;106;Culiacan;x
3006;124;109;94;Mazatlan;x
3007;170;155;152;Los Mochis;x
3008;197;182;185;Chihuahua;x
3009;200;109;128;Ahumada;x
3010;209;137;128;Parral;x
3011;137;118;128;Guerrero;x
3012;155;112;109;Santa Elena;x
3013;179;112;112;Ascension;x
3014;149;103;128;Guachochi;x
3015;197;152;185;Tutuaca;x
3016;152;85;52;Durango;x
3017;106;58;52;Fernandez;x
3018;158;91;85;Altamirano;x
3019;188;109;87;Cuatrocienegas;x
3020;170;131;73;Maderas del Carmen;x
3021;188;152;87;Piedras Negras;x
3022;234;216;143;Muzquiz;x
3023;234;185;118;Monclova;x
3024;234;158;77;Saltillo;x
3025;194;143;82;Torreon;x
3026;164;140;77;Monterrey;x
3027;176;155;88;Cumbres de Monterrey;x
3028;194;94;36;Montemorelos;x
3029;158;152;64;Victoria;x
3030;146;115;91;Soto la Marina;x
3031;121;15;9;Sombrerete;x
3032;200;91;82;Mazapil;x
3033;149;30;0;Valparaiso;x
3034;216;64;15;Mixton;x
3035;158;43;49;Fresnillo;x
3036;118;15;67;Zacatecas;x
3037;194;12;21;Matehuala;x
3038;173;85;6;San Luis Potosi;x
3039;134;79;36;Ciudad Valles;x
3040;61;91;140;Guadalajara;x
3041;91;158;188;Tecalitlan;x
3042;158;206;255;Tecolotlan;x
3043;118;158;188;Sierra de Amula;x
3044;27;124;164;Puerto Vallarta;x
3045;109;209;255;Costalegre;x
3046;134;121;152;Tepic;x
3047;179;167;200;Acaponeta;x
3048;67;158;188;Islas Marias;x
3049;55;121;191;Colima;x
3050;85;152;203;Manzanillo;x
3051;85;225;176;Zamora;x
3052;43;158;134;Morelia;x
3053;106;131;76;Uruapan;x
3054;158;206;49;Patzcuaro;x
3055;158;158;49;Coalcoman;x
3056;146;185;179;Lazaro Cardenas;x
3057;91;76;152;Petatlan;x
3058;176;216;146;Tepalcatepec;x
3059;158;185;100;Oriente;x
3060;121;149;82;Huetamo;x
3061;94;167;143;Coyuca de Catalan;x
3062;85;79;109;Iguala;x
3063;134;106;94;Sierra Gorda;x
3064;109;134;161;Pachuca;x
3065;209;155;143;Temascalcingo;x
3066;185;191;209;Teoloyucan;x
3067;173;179;179;Mexico;x
3068;158;131;115;Cuauhtemoc;x
3069;103;118;137;Morelos;x
3070;158;167;191;Tlaxcala;x
3071;100;88;118;Puebla;x
3072;152;115;161;Tehuacan;x
3073;106;124;149;Totonacapan;x
3074;88;100;134;Tampico;x
3075;161;179;179;Tuxpan;x
3076;64;85;97;Huayacocotla;x
3077;106;118;124;Tononaca;x
3078;176;182;194;Xalapa;x
3079;88;109;137;Heroica Veracruz;x
3080;149;140;149;Las Montanas;x
3081;134;131;164;Coatzacoalcos;x
3082;64;88;134;Olmeca;x
3083;134;158;176;Papaloapam;x
3084;176;179;131;Aguascalientes;x
3085;149;112;103;Atenas de Jalisco;x
3086;200;155;115;Tepatitlan;x
3087;188;182;170;Leon;x
3088;146;140;124;Guanajuato;x
3089;67;73;61;Irapuato;x
3090;106;91;91;Celaya;x
3091;185;164;161;Santiago de Queretaro;x
3092;167;143;94;Jalpan de Serra;x
3093;97;115;176;Oaxaca;x
3094;124;161;185;Tlacolula;x
3095;49;85;149;Sierra Sur;x
3096;128;91;167;Nochixtlan;x
3097;158;158;197;Tlaxiaco;x
3098;118;134;158;Tehuantepec;x
3099;115;134;200;Juchitan;x
3100;128;106;206;Chimalapas;x
3101;167;73;158;Chilpancingo;x
3102;158;106;179;Tlapa;x
3103;176;176;200;Acatlan;x
3104;158;146;219;Huajuapan;x
3105;134;121;176;Acapulco;x
3106;118;88;197;Ometepec;x
3107;64;115;149;Jamiltepec;x
3108;82;100;185;Pochutla;x
3109;82;109;152;Chacchoben;x
3110;73;155;197;Sian-Ka'an;x
3111;61;131;167;Cozumel;x
3112;82;103;131;Cancun;x
3113;82;124;185;Chichen Itza;x
3114;61;112;197;Celestun;x
3115;82;140;185;Mayapan;x
3116;49;134;170;Merida;x
3117;73;85;128;Campeche;x
3118;97;170;206;Calakmul;x
3119;39;97;161;Carmen;x
3120;79;118;185;Centla;x
3121;76;91;161;Cardenas;x
3122;128;134;209;Villahermosa;x
3123;61;112;161;Chuntuki;x
3124;82;137;185;Tikal;x
3125;131;134;200;Nojpeten;x
3126;97;176;167;Poptun;x
3127;64;140;161;Sayaxche;x
3128;49;103;149;Lacandon;x
3129;49;149;185;Tenosique;x
3130;55;194;128;Yalbac;x
3131;52;164;173;Chetumal;x
3132;112;164;176;Dzuluinicob;x
3133;76;134;124;Manche;x
3134;128;137;225;Comitan;x
3135;91;158;206;Montes Azules;x
3136;88;121;179;Nezahualcoyatl;x
3137;97;161;167;Tuxtla Gutierrez;x
3138;61;73;121;San Cristobal de las Casas;x
3139;91;131;200;Pueblo Neuvo;x
3140;79;109;179;Tonala;x
3141;64;100;206;Quiche;x
3142;0;124;188;Verapazes;x
3143;24;164;173;Atitlan;x
3144;55;100;115;Quetzaltenango;x
3145;61;155;200;Chiquimula;x
3146;88;191;228;Pacifico;x
3147;55;79;167;Guatemala;x
3148;128;194;225;San Salvador;x
3149;91;140;255;San Miguel;x
3150;64;149;137;Chalatenango;x
3151;109;155;176;Matagalpa;x
3152;36;82;158;Esteli;x
3153;39;194;209;Choluteca;x
3154;33;55;88;Chinandega;x
3155;91;146;85;Izabal;x
3156;140;188;140;San Pedro Sula;x
3157;79;152;46;La Ceiba;x
3158;118;182;164;Yoro;x
3159;79;149;170;Colon;x
3160;49;118;100;Islas de la Bahia;x
3161;76;158;161;Tegucigalpa;x
3162;58;182;255;Comayagua;x
3163;70;137;173;El Paraiso;x
3164;33;155;73;Olancho;x
3165;39;167;146;Caratasca;x
3166;73;194;109;Coco;x
3167;39;100;161;El Desaguadero;x
3168;6;112;128;Karata;x
3169;70;100;173;Bluefields;x
3170;30;61;121;Chontales;x
3171;33;79;94;Jinotega;x
3172;158;39;88;San Andres;x
3173;203;209;18;Cayman;x
3174;100;182;203;Dzilam;x
3176;231;185;134;Isla Margarita;x
3177;112;124;70;Tobago;x
3178;149;67;100;Trinidad;x
3179;52;173;209;Curacao;x
3180;161;115;152;Bonaire;x
3181;30;225;33;Aruba;x
3182;61;167;182;Managua;x
3183;149;91;140;Rivas;x
3184;43;179;97;Guanacaste;x
3185;103;76;43;Limon;x
3186;225;176;128;San Jose y Cartago;x
3187;140;170;70;Golfito;x
3188;164;46;46;Darien;x
3189;67;85;106;Panama;x
3190;103;143;94;Chiriqui;x
3191;152;61;128;Guna Yala;x
3192;67;158;55;Bocas del Toro;x
3193;30;85;155;Veraguas;x
3194;197;143;155;Quibdo;x
3195;94;64;200;Cali;x
3196;179;134;216;Buenaventura;x
3197;152;43;121;Bogota;x
3198;112;73;118;Tunja;x
3199;185;152;134;Sogamoso;x
3200;188;97;58;Bucaramanga;x
3201;121;64;58;Tachira;x
3202;109;67;49;Barrancabermeja;x
3203;179;173;128;Aburra;x
3204;246;149;55;Aguachica;x
3205;219;155;27;La Dorada;x
3206;200;70;85;Valledupar;x
3207;206;146;170;Machiques;x
3208;149;97;143;Catatumbo;x
3209;94;134;79;Maracaibo;x
3210;216;85;33;Uribia;x
3211;185;140;67;Riohacha;x
3212;167;197;176;Atlantico;x
3213;106;155;194;Santa Marta;x
3214;158;94;58;Magdalena Sur;x
3215;231;176;146;Cartagena;x
3216;200;91;55;Sucre;x
3217;146;152;9;Momposina;x
3218;85;73;149;Monteria;x
3219;170;203;85;Uraba;x
3220;216;58;94;Yolombo;x
3221;79;131;222;Bajo Cauca;x
3222;118;146;152;Sabanalarga;x
3223;43;97;124;Tolima;x
3224;131;179;219;Quindio;x
3225;55;118;243;Risaralda;x
3226;131;70;222;Paraguana;x
3227;206;140;61;Coro;x
3228;134;82;21;Trujillo;x
3229;52;213;216;Dabajuro;x
3230;209;112;191;Miranda;x
3231;27;94;143;Baralt;x
3232;225;194;203;Yaracuy;x
3233;131;79;61;Barquisimeto;x
3234;85;94;216;Tocuyo;x
3235;137;52;55;Carabobo;x
3236;94;73;112;Aragua;x
3237;200;100;15;Caracas;x
3238;137;39;55;Barcelona;x
3239;185;182;103;Carupano;x
3240;140;91;152;Cumana;x
3241;79;112;73;Maturin;x
3242;58;164;103;Tucupita;x
3243;88;225;170;Antonio Diaz;x
3244;121;97;134;Ciudad Guayana;x
3245;182;143;152;Ciudad Bolivar;x
3246;182;46;91;Cedeno;x
3247;206;100;137;Maripa;x
3248;88;161;149;Sifontes;x
3249;112;103;73;Roscio;x
3250;112;206;109;Piar;x
3251;206;97;49;Angostura;x
3252;194;149;115;Libertador;x
3253;82;55;85;El Tigre;x
3254;131;121;52;Leonardo Infante;x
3255;167;73;21;Las Mercedes;x
3256;143;185;149;Pedro Zaraza;x
3257;158;118;167;Calabozo;x
3258;71;55;55;Cojedes;x
3259;49;79;94;Portuguesa;x
3260;103;134;158;Arismendi;x
3261;188;200;197;Barinas;x
3262;52;46;97;Apure;x
3263;191;143;158;Arauca;x
3264;118;76;61;Vichada;x
3265;200;124;27;Meta;x
3266;103;85;143;Huila;x
3267;124;149;94;Barima;x
3268;182;118;170;Mazaruni;x
3269;103;124;188;Pomeroon;x
3270;188;167;222;Georgetown;x
3271;194;82;182;New Amsterdam;x
3272;91;55;134;Essequibo;x
3273;118;155;179;Paramaribo;x
3274;55;85;143;Saramacca;x
3275;173;91;121;Sipaliwini;x
3276;97;49;64;Marowijne;x
3277;164;94;64;Brokopondo;x
3278;43;88;64;Saint-Laurent-du-Maroni;x
3279;58;173;118;Inini;x
3280;15;128;52;Cayenne;x
3281;164;128;76;Alajuela;x
3282;200;91;158;Sierra Merida;x
3283;94;64;128;Cucuta;x
3284;197;182;143;Casanare;x
3285;152;134;79;Atrato;x
3286;103;21;64;Zipaquira;x
3287;143;176;191;Azuero;x
3288;76;124;231;Cocle;x
3289;97;24;21;Velez;x
3290;70;167;182;Manizales;x
3291;128;140;185;Juan German Roscio;x
3292;18;137;131;Las Puertas;x
3293;137;216;182;Las Perlas;x
3294;149;70;194;Coiba;x
4068;79;100;118;Lake Melville;x
4069;146;188;194;Coast of Labrador;x
4070;82;103;121;Coast of Newfoundland;x
4071;109;112;182;Strait of Belle Isle;x
4072;88;155;76;Cabot Strait;x
4073;43;170;191;Coast of Newfoundland;x
4074;46;240;146;Rio Cauca;x
4075;0;194;164;Rio Magdalena;x
4076;64;137;106;Rio Magdalena2;x
4077;167;219;186;Cienagas;x
4078;85;246;234;Michikamau Lake;x
4079;203;219;216;Cedar Lake;x
4080;225;194;158;Lago Xolotlan;x
4081;149;219;176;Lago Nicaragua;x
4082;18;228;91;Lago de Valencia;x
4083;0;216;228;Cienaga Grande de Santa Marta;x
4084;76;94;209;Rio Orinoco;x
4085;167;167;243;Rio Orinoco2;x
4086;101;79;206;Coast of Guyana;x
4087;30;149;173;Sea of Trinidad;x
4088;55;79;161;Leeward Antilles Coast;x
4089;118;152;146;Leeward Antilles Coast2;x
4090;58;94;170;Coast of Colombia;x
4091;124;97;121;Lake Maracaibo;x
4092;27;167;164;Gulf of Venezuela;x
4093;90;153;239;Toronto Bay;x
4094;99;132;177;Niagara River;x
4095;17;78;162;Upper St Lawrence;x
4096;124;149;229;Lower St Lawrence;x
4097;15;94;201;Delaware Bay;x
4098;60;111;201;Nantucket Sound;x
4099;74;128;201;Cape Cod;x
4100;19;81;164;Bay of Fundy;x
4101;92;123;164;Coast of Nova Scotia;x
4102;6;59;131;Gulf of St Lawrence1;x
4103;60;102;159;St Lawrence Estuary;x
4104;13;84;180;Chesapeake Bay;x
4105;36;67;203;Carolinian Coast;x
4106;40;103;187;Pamlico Sound;x
4107;97;48;164;Hudson River;x
4108;109;65;169;Mohawk River;x
4109;62;22;116;Erie Canal;x
4110;31;89;167;Long Island Sound;x
4111;20;93;192;Lake Ontario;x
4112;19;86;178;Lake Erie;x
4113;16;74;153;Put-in-Bay;x
4114;36;67;205;Lake St. Clair;x
4115;64;96;192;Florida Coast;x
4116;55;82;164;Lower Mississippi River;x
4117;90;117;198;Lower Ohio River;x
4118;11;35;139;Middle Ohio River;x
4119;20;64;198;Upper Ohio River;x
4120;0;0;128;Lake Huron;x
4121;0;0;255;Saginaw Bay;x
4122;128;128;255;Georgian Bay;x
4123;64;64;255;North Channel;x
4124;64;128;255;Straits of Mackinac;x
4125;64;96;255;Grand Traverse Bay;x
4126;0;0;222;Green Bay;x
4127;100;150;200;Milwaukee Reef;x
4128;25;75;180;Lake Michigan;x
4129;33;128;200;Winyah Bay;x
4130;0;0;250;St Simons Sound;x
4131;9;25;166;Sabana-Camaguey;x
4132;0;0;234;Florida Bay;x
4133;28;96;234;Tampa Bay;x
4134;75;112;224;Apalachee Bay;x
4135;50;62;166;Eastern Gulf of Mexico;x
4136;52;52;224;Mississippi Delta;x
4137;50;50;224;Soo Locks;x
4138;82;156;255;Keweenaw Bay;x
4139;82;114;255;Michipicoten Bay;x
4140;9;39;176;Whitefish Bay;x
4141;10;40;140;Chain of Rocks;x
4142;48;84;192;Colorado Bank;x
4143;78;115;224;Gulf of Matamano;x
4144;0;0;232;Queens Gardens;x
4145;34;63;188;Windward Passage;x
4146;92;125;224;Nipe Bay;x
4147;74;127;203;Siskiwit Bay;x
4148;153;180;229;Minnesota Point;x
4149;82;159;255;Thunder Bay;x
4150;160;184;229;Slate Islands;x
4151;131;170;242;;x
4152;21;65;87;Kingston Harbor;x
4153;150;148;219;Coast of Barbados;x
4154;161;39;219;Lesser Antilles;x
4155;161;227;219;Anegada Passage;x
4156;163;179;221;Southern Caribbean;x
4157;138;151;187;Samana Bay;x
4158;54;164;187;Windward Passage;x
4159;82;94;125;Gulf of Gonaives;x
4160;139;142;184;Little Bahama Bank;x
4161;55;64;184;Great Bahama Bank;x
4162;82;94;126;Southern Caribbean;x
4163;161;226;220;Southern Caribbean;x
4164;101;142;184;Acadian Coast;x
4165;45;45;235;Galveston Bay;x
4166;75;111;224;Laguna Madre;x
4167;167;196;235;Western Gulf of Mexico;x
4168;139;150;227;Cape Catoche;x
4169;96;162;226;Coast of Veracruz;x
4170;53;134;217;Coast of Tampico;x
4171;49;49;212;Red River;x
4172;101;128;207;Mississippi River1;x
4173;42;62;140;Mississippi River2;x
4174;55;82;165;Mississippi River3;x
4175;55;82;166;Missouri River1;x
4176;97;123;207;Missouri River2;x
4177;97;124;207;Mississippi River4;x
4178;25;75;177;Illinois River1;x
4179;66;90;165;Illinois River2;x
4180;161;223;222;Chicago Canal;x
4181;115;115;255;Arkansas River;x
4182;46;94;219;Arkansas River;x
4183;64;115;237;Mississippi River5;x
4184;0;152;228;Rio Grande;x
4185;146;97;222;Hudson River;x
4186;46;58;103;Missouri River3;x
4187;46;58;237;Missouri River4;x
4188;6;134;249;Mississippi River6;x
4195;18;73;225;Gulf of St Lawrence2;x
4196;46;115;240;St Lawrence River;x
4197;69;91;186;Gulf of St Lawrence3;x
4198;36;88;194;Gulf of St Lawrence4;x
4199;43;61;191;Gulf of St Lawrence5;x
4200;106;194;250;Coast of Tabasco;x
4201;206;237;246;Southern Gulf of Mexico;x
4202;164;200;206;Coast of Yucatan;x
4203;34;137;188;Cayman Sea;x
4204;97;179;228;Gulf of Honduras;x
4205;48;197;255;Coast of Belize;x
4206;21;106;185;Amatique Bay;x
4207;9;176;255;Coast of Honduras;x
4208;91;219;234;Coast of Mosquito;x
4209;61;161;255;Sea of Catalina;x
4210;0;91;146;Southern Caribbean;x
4211;27;134;170;Southern Caribbean;x
4212;106;164;179;Coast of Haiti;x
4213;158;200;228;Coast of Santo Domingo;x
4214;118;179;234;Coast of Puerto Rico;x
4215;0;76;203;Lake Izabal;x
4216;9;64;191;Caratasca Lagoon;x
4217;46;73;219;Rio Grande;x
4218;18;64;149;Gulf of Mosquitos;x
4219;209;216;237;Gulf of Darién;x
4220;43;46;100;James Bay;x
4221;64;70;82;Bras d'Or Lake;x
4222;49;106;152;Lake Winnipeg;x
4223;12;73;85;Lake Winnipegosis;x
4224;33;100;188;Lake Manitoba;x
4225;27;82;149;Lake of the Woods;x
4226;27;131;167;Dauphin Lake;x
4227;0;76;146;Red Lake;x
4228;24;115;188;Lake Nipigon;x
4229;21;85;128;Lake Mistassini;x
4230;12;36;149;Lake Manicouagan;x
4231;0;97;115;Northern Lakes1;x
4232;2;33;97;Lake Sakakawea;x
4233;24;97;179;Lake Winnebago;x
4234;15;49;109;Lake Simcoe;x
4235;3;106;158;Lake Champlain;x
4236;43;64;206;Great Salt Lake;x
4237;58;27;152;Utah Lake;x
4238;43;15;179;Salton Sea;x
4239;43;43;124;Lake Saint-Jean;x
4240;36;173;173;Northern Lakes2;x
4242;15;70;115;Lake Okeechobee;x
4243;73;191;188;Lake Maurepas;x
4244;18;124;188;Lake Salvador;x
4245;3;64;219;Sebago Lake;x
4246;61;121;255;Bear Lake;x
4247;0;18;121;Lake Nipissing;x
4248;106;76;194;Devils Lake;x
4249;61;58;158;Lake Atibiti;x
4250;103;222;161;Coast of Guatemala;x
4251;152;243;197;Isthmus of Tehuantepec;x
4252;190;227;204;Coast of Oaxaca;x
4253;159;196;196;Rich Coast;x
4254;137;193;159;Coast of Michoacan;x
4255;164;240;176;Coast of Colima;x
4256;191;222;164;Coast of Jalisco;x
4257;134;191;188;Great Equinox Ocean;x
4258;100;222;176;Cabo Point;x
4259;124;185;146;Sea of Cortes;x
4260;152;222;225;Queen Charlotte Sound;x
4261;137;179;176;Sea of Cortes;x
4262;131;197;225;Coast of Baja California;x
4263;97;219;185;Coast of Baja California;x
4264;134;173;146;Coast of Baja California;x
4265;134;231;209;Channel Coast;x
4266;152;194;234;Gulf of the Farallones;x
4267;76;173;237;Coast of California;x
4268;100;213;209;Coast of Oregon;x
4269;134;200;255;Coast of Washington;x
4270;152;231;246;Salish Sea;x
4271;82;176;182;Coast of Washington;x
4272;12;155;246;Puget Sound;x
4288;167;43;225;Colorado River;x
4289;213;103;252;Colorado River;x
4290;234;167;246;Columbia River1;x
4291;161;109;213;Columbia River2;x
4292;128;91;170;Columbia River;x
4293;103;49;146;Snake River;x
4294;216;115;213;Sacramento River;x
4295;109;64;155;San Joaquin River;x
4296;155;112;200;California Delta;x
4297;39;134;124;Gulf of Chiriqui;x
4298;59;91;61;Gulf of Panama;x
4299;77;71;77;Coast of Choco;x
