#CODE;ENGLISH;FRENCH;GERMAN;;ESPAÑOL;;;;;;;;;x
AT_PEACE_PRESTIGE_LOSS;At Peace (§Y$MONTHS$§! months): §R$PRESTIGE$§!;En paix (§Y$MONTHS$§! mois) : §R$PRESTIGE$§!;Im Frieden (§Y$MONTHS$§! Monate): §R$PRESTIGE$§!;;En Paz (§Y$MONTHS$§! meses): §R$PRESTIGE$§!;;;;;;;;;x
alert_at_peace_prestige_loss_name;Long Peace;Longue paix;Langer Frieden;;Larga Paz;;;;;;;;;x
alert_at_peace_prestige_loss_instant;§YYou have been at peace for too long!§!;§Yvous avez été en paix pendant trop longtemps !§!;§YIhr befindet Euch zu lange in Friedenszeiten!§!;;§YLlevas en paz demasiado tiempo!§!;;;;;;;;;x
alert_at_peace_prestige_loss_delayed;As a §Y$RELIGION$ Pagan§!, you lose §R$PRESTIGE$§! Prestige every month for being at peace and doing no raiding.;En tant que §Y$RELIGION$ païenne§!, vous perdez §R$PRESTIGE$§! de prestige chaque mois où vous êtes en paix et n'attaquez pas.;Als ein §Y$RELIGION$-Heide§! verliert Ihr §R$PRESTIGE$§! Prestige in jedem Monat, in dem Ihr Euch im Frieden befindet und niemanden plündert.;;Como Pagano §Y$RELIGION$§!, pierdes §R$PRESTIGE$§! prestigio cada mes por estar en paz y no hacer ningún ataque.;;;;;;;;;x
job_spiritual_norse_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
job_spiritual_norse_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
job_spiritual_female_norse_pagan;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
job_spiritual_female_norse_pagan_reformed;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
temple_baron_norse_pagan;Godi;Godi;Godi;;Godi;;;;;;;;;x
temple_baron_norse_pagan_reformed;Godi;Godi;Godi;;Godi;;;;;;;;;x
temple_baron_female_norse_pagan;Gydja;Gydja;Gydja;;Gydja;;;;;;;;;x
temple_baron_female_norse_pagan_reformed;Gydja;Gydja;Gydja;;Gydja;;;;;;;;;x
temple_count_norse_pagan;Seidsman;Seidsman;Seidsman;;Seidsman;;;;;;;;;x
temple_count_norse_pagan_reformed;Seidsman;Seidsman;Seidsman;;Seidsman;;;;;;;;;x
temple_count_female_norse_pagan;Vala;Vala;Wala;;Vala;;;;;;;;;x
temple_count_female_norse_pagan_reformed;Vala;Vala;Wala;;Vala;;;;;;;;;x
temple_baron_female_pagan_group;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
job_spiritual_zoroastrian_group;Mobad;Mobad;Mobad;;Mobad;;;;;;;;;x
temple_baron_zoroastrian;Herbad;Herbad;Herbad;;Herbad;;;;;;;;;x
temple_barony_zoroastrian;Vahram;Vahram;Vahram;;Vahram;;;;;;;;;x
temple_barony_of_zoroastrian;Vahram of;Vahram de;Vahram von;;Vahram de;;;;;;;;;x
king_female_iranian;Banebshen;Banebshen;Banebshen;;Banebshen;;;;;;;;;x
baron_iranian;Argbadh;Argbadh;Argbadh;;Argbadh;;;;;;;;;x
barony_iranian;Arg;Arg;Arg;;Arg;;;;;;;;;x
barony_of_iranian;Arg of;Arg de;Arg von;;Arg de;;;;;;;;;x
count_iranian;Marzoban;Marzoban;Marzoban;;Marzoban;;;;;;;;;x
county_of_iranian;Marzpanate of;Marzpanat de;Marzpanat von;;Marzpanate de;;;;;;;;;x
duke_iranian;Satrap;Satrape;Satrap;;Sátrapa;;;;;;;;;x
duchy_of_iranian;Satrapy of;Satrapie de;Satrap von;;Satrapía de;;;;;;;;;x
county_iranian;Marzpanate;Marzpanat;Marzpanat;;Marzpanate;;;;;;;;;x
duchy_iranian;Satrapy;Satrapie;Satrapy;;Satrapía;;;;;;;;;x
kingdom_iranian;Shahdom;Shahdom;Shahdom;;Shahdom;;;;;;;;;x
avar;Avar;Avar;Avar;;Ávaro;;;;;;;;;x
ZOROASTRIAN_CLOSE_KIN_UNION;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred §YXwedodah§! union, pleasing to vassal Zoroastrians.;Puisque que §Y[ActorExtra.GetFirstName]§! est le/la $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, on désignera cette union comme §YXwedodah§!, au plaisir des vassaux zoroastriens.;Da §Y[ActorExtra.GetFirstName]§! §Y[RecipientExtra.GetFirstName]s§! $RELATION$ ist, wäre dies eine heilige §YXwedodah§!-Vereinigung, die zoroastrischen Vasallen gefällt.;;Ya que §Y[ActorExtra.GetFirstName]§! está §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, debería haber una unión §YXwedodah§! sagrada, satisfactoria para los vasallos Zoroastrianos.;;;;;;;;;x
opinion_religious_divine_blood_marriage;Divine Marriage;Mariage divin;Göttliche Heirat;;Matrimonio Divino;;;;;;;;;x
opinion_priest_religious_divine_blood_marriage;Divine Marriage;Mariage divin;Göttliche Heirat;;Matrimonio Divino;;;;;;;;;x
PROV930;Bar;Bar;Bar;;Bar;;;;;;;;;x
PROV931;Möre;Möre;Möre;;Möre;;;;;;;;;x
PROV932;Tjust;Tjust;Tjust;;Tjust;;;;;;;;;x
PROV933;Roslavl;Roslavl;Roslavl;;Roslavl;;;;;;;;;x
PROV934;Lepiel;Lepiel;Lepiel;;Lepiel;;;;;;;;;x
PROV935;Amalfi;Amalfi;Amalfi;;Amalfi;;;;;;;;;x
PROV1039;Loire;Loire;Loire;;Loira;;;;;;;;;x
PROV1040;Loire;Loire;Loire;;Loira;;;;;;;;;x
PROV1041;Seine;Seine;Seine;;Sena;;;;;;;;;x
PROV1042;Seine;Seine;Seine;;Sena;;;;;;;;;x
PROV1043;Rhine;Rhin;Rhein;;Rin;;;;;;;;;x
PROV1044;Rhine;Rhin;Rhein;;Rin;;;;;;;;;x
PROV1045;Rhine;Rhin;Rhein;;Rin;;;;;;;;;x
PROV1046;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1047;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1048;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1049;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1050;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1051;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1052;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1053;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1054;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1055;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1056;Dniester;Dniester;Dnister;;Dniéster;;;;;;;;;x
PROV1057;Dniester;Dniester;Dnister;;Dniéster;;;;;;;;;x
PROV1058;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1059;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1060;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1061;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1062;Northern Caspian Sea;Nord de la mer Caspienne;Nördliches Kaspisches Meer;;Mar Caspio del Norte;;;;;;;;;x
PROV1063;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1064;Southern Caspian Sea;Sud de la mer Caspienne;Südliches Kaspisches Meer;;Mar Caspio del Sur;;;;;;;;;x
PROV1065;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1066;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1067;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1068;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1069;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1070;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1071;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1072;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1073;Desna;Desna;Desna;;Desná;;;;;;;;;x
PROV1074;Desna;Desna;Desna;;Desná;;;;;;;;;x
PROV1075;Desna;Desna;Desna;;Desná;;;;;;;;;x
PROV1076;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1077;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1078;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1079;Pripyat;Pripyat;Pripyat;;Prípiat;;;;;;;;;x
PROV1080;Daugava;Daugava;Düna;;Daugava;;;;;;;;;x
PROV1081;Daugava;Daugava;Düna;;Daugava;;;;;;;;;x
PROV1082;Dwina;Dwina;Dwina;;Dwina;;;;;;;;;x
PROV1083;Neva;Neva;Newa;;Nevá;;;;;;;;;x
PROV1084;Svir;Svir;Swir;;Svir;;;;;;;;;x
PROV1085;Volkhov;Volkhov;Wolchow;;Volkhov;;;;;;;;;x
PROV1086;Lake Ilmen;Lac Ilmen;Ilmensee;;Lago Ilmen;;;;;;;;;x
PROV1087;Lovat;Lovat;Lowat;;Lovat;;;;;;;;;x
PROV1088;Don;Don;Don;;Don;;;;;;;;;x
PROV1089;Don;Don;Don;;Don;;;;;;;;;x
PROV1090;Don;Don;Don;;Don;;;;;;;;;x
PROV1091;Don;Don;Don;;Don;;;;;;;;;x
PROV1092;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1093;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1094;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1095;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1096;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1097;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1098;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1099;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1100;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1101;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1102;Oka;Oka;Oka;;Oká;;;;;;;;;x
PROV1103;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1104;Oka;Oka;Oka;;Oká;;;;;;;;;x
PROV1105;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1106;Volga;Volga;Wolga;;Volga;;;;;;;;;x
PROV1107;Garonne;Garonne;Garonne;;Garona;;;;;;;;;x
PROV1108;Garonne;Garonne;Garonne;;Garona;;;;;;;;;x
c_bar_adj;Barrois;barrois;Bar-;;Barrois;;;;;;;;;x
c_more_adj;Mörian;mörian;Möre-;;Mörian;;;;;;;;;x
c_tjust_adj;Tjustian;tjustian;Tjust-;;Tjustian;;;;;;;;;x
c_roslavl_adj;Roslavlian;roslavlian;Roslawl-;;Roslavlian;;;;;;;;;x
c_lepiel_adj;Lepielian;lepielian;Lepel-;;Lepielian;;;;;;;;;x
c_yaroslavl_adj_finno_ugric;Meryan;meryan;Merya-;;Meryan;;;;;;;;;x
b_commercy;Commercy;Commercy;Commarchen;;Commercy;;;;;;;;;x
b_saintdizier;Saint-Dizier;Saint-Dizier;Saint-Dizier;;Saint-Dizier;;;;;;;;;x
b_stenay;Stenay;Stenay;Stenay;;Stenay;;;;;;;;;x
b_etain;Étain;Étain;Étain;;Étain;;;;;;;;;x
b_alvesta;Alvesta;Alvesta;Alvesta;;Alvesta;;;;;;;;;x
b_torsas;Torsås;Torsås;Torsås;;Torsås;;;;;;;;;x
b_soderakra;Söderåkra;Söderåkra;Söderåkra;;Söderåkra;;;;;;;;;x
b_kopingsvik;Köpingsvik;Köpingsvik;Köpingsvik;;Köpingsvik;;;;;;;;;x
b_monsteras;Mönsterås;Mönsterås;Mönsterås;;Mönsterås;;;;;;;;;x
b_madesjo;Madesjö;Madesjö;Madesjö;;Madesjö;;;;;;;;;x
b_alem;Ålem;Ålem;Ålem;;Ålem;;;;;;;;;x
b_doderhult;Döderhult;Döderhult;Döderhult;;Döderhult;;;;;;;;;x
b_hulingsryd;Hulingsryd;Hulingsryd;Hulingsryd;;Hulingsryd;;;;;;;;;x
b_tornsfall;Törnsfall;Törnsfall;Törnsfall;;Törnsfall;;;;;;;;;x
b_kisa;Kisa;Kisa;Kisa;;Kisa;;;;;;;;;x
b_jangolsrum;Jangolsrum;Jangolsrum;Jangolsrum;;Jangolsrum;;;;;;;;;x
b_furuby;Furuby;Furuby;Furuby;;Furuby;;;;;;;;;x
b_markaryd;Markaryd;Markaryd;Markaryd;;Markaryd;;;;;;;;;x
b_kalmar_hus;Kalmarhus;Kalmarhus;Kalmarhus;;Kalmarhus;;;;;;;;;x
b_pochinok;Pochinok;Pochinok;Pochinok;;Pochinok;;;;;;;;;x
b_chocimsk;Chocimsk;Chocimsk;Chocimsk;;Chocimska;;;;;;;;;x
b_chashniki;Chashniki;Chashniki;Chashniki;;Chashniki;;;;;;;;;x
b_novolukoml;Novolukoml;Novolukoml;Novolukoml;;Novolukoml;;;;;;;;;x
d_amalfi;Amalfi;Amalfi;Amalfi;;Amalfi;;;;;;;;;x
c_amalfi_adj;Amalfitan;amalfitain;Amalfi-;;Amalfitano;;;;;;;;;x
d_amalfi_adj;Amalfitan;amalfitain;Amalfi-;;Amalfitana;;;;;;;;;x
#b_amalfi;Amalfi;Amalfi;Amalfi;;Amalfi;;;;;;;;;x
b_ravello;Ravello;Ravello;Ravello;;Ravello;;;;;;;;;x
b_tramonti;Tramonti;Tramonti;Tramonti;;Tramonti;;;;;;;;;x
b_positano;Positano;Positano;Positano;;Positano;;;;;;;;;x
b_portici;Portici;Portici;Portici;;Portici;;;;;;;;;x
b_afragola;Afragola;Afragola;Afragola;;Afragola;;;;;;;;;x
b_minori;Minori;Minori;Minori;;Minori;;;;;;;;;x
b_turris_octava;Turris Octava;Turris Octava;Turris Octava;;Turris Octava;;;;;;;;;x
b_eboli;Eboli;Eboli;Eboli;;Éboli;;;;;;;;;x
REFILL_HOLDING_LEVY;Restore the Levy in §Y$HOLDING$§!;Rétablir l’ost pour §Y$HOLDING$§!;Stellt die Einberufung in §Y$HOLDING$§! wieder her;;Restaurar el Reclutamiento en §Y$HOLDING$§!;;;;;;;;;x
CAPTURED_CLOSE_RELATIVE;$PERC$: Holds §Y$CHAR$§! prisoner;$PERC$ : Garde §Y$CHAR$§! Prisonnier;$PERC$: Hält §Y$CHAR$§! Sträflinge;;$PERC$: Tiene §Y$CHAR$§! prisionero;;;;;;;;;x
AIREASON_PREPARING_INVASION;Preparing to invade §Y[GetTitledName]§!;Se prépare à envahir §Y[GetTitledName]§!;Invasionsvorbereitungen gegen §Y[GetTitledName]§!;;Preparando para invadir §Y[GetTitledName]§!;;;;;;;;;x
INVASION_TARGET;Invasion Target;Cible de l'invasion;Invasions-Ziel;;Objetivo de Invasión;;;;;;;;;x
IS_REBEL;Is Rebel;est un rebelle;Ist Rebell;;Es Rebelde;;;;;;;;;x
ISNT_REBEL;Is NOT Rebel;n'est PAS un rebelle;Ist KEIN Rebell;;NO es Rebelde;;;;;;;;;x
IS_PREPARING_INVASION;Is Preparing Invasion;Prépare une invasion;Bereitet eine Invasion vor;;Está Preparando Invasión;;;;;;;;;x
ISNT_PREPARING_INVASION;Is NOT Preparing Invasion;Ne prépare PAS d'invasion ;Bereitet KEINE Invasion vor;;NO está Preparando Invasión;;;;;;;;;x
IS_TEMPORARY_TITLE;Is Temporary Title;Est un titre temporaire;Ist ein temporärer Titel;;Es Título Temporal;;;;;;;;;x
ISNT_TEMPORARY_TITLE;Is NOT Temporary Title;N'est PAS un titre temporaire;Ist KEIN temporärer Titel;;NO es Título Temporal;;;;;;;;;x
CB_NAME_VIKING_INVASION;Prepared Invasion of [Title.GetBaseName];Se prépare à envahir [Title.GetBaseName];Vorbereitete Invasion von [Title.GetBaseName] ;;Invasión Preparada de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_VIKING_INVASION;$ORDER$$FIRST_ADJ$ Prepared Invasion of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ invasion planifiée sur $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Vorbereitete Invasion von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Invasión Preparada de $OTHER_TITLE$;;;;;;;;;x
CB_NAME_PAGAN_SUBJUGATION;Subjugation of [Title.GetBaseName];Assujettissement de [Title.GetBaseName];Unterwerfung von [Title.GetBaseName];;Subyugación de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_PAGAN_SUBJUGATION;$ORDER$$FIRST_ADJ$ Subjugation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ assujettissement de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Unterwerfung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Subyugación de $OTHER_TITLE$;;;;;;;;;x
CB_NAME_PEASANT_CONQUEST;Peasant Revolt for [Title.GetBaseName];Une révolte de paysans à [Title.GetBaseName];Bauernaufstand für [Title.GetBaseName];;Sublevación de Campesinos para [Title.GetBaseName];;;;;;;;;x
WAR_NAME_PEASANT_CONQUEST;Peasant Revolt for $OTHER_TITLE$;Une révolte de paysans chez le/la $OTHER_TITLE$;Bauernaufstand für $OTHER_TITLE$;;Sublevación de Campesinos para $OTHER_TITLE$;;;;;;;;;x
peasant_revolt_desc;Peasant leaders sometimes rise up and try to 'liberate' their county from oppression.;Parfois, les chefs paysans se lèvent et tentent de 'libérer' leur comté de l’oppression.;Bauern-Anführer revoltieren manchmal und versuchen, ihr Land aus der Unterdrückung zu 'befreien'.;;Líderes campesinos a veces se sublevan y tratan de ‘liberar’ su condado de la opresión.;;;;;;;;;x
PEASANT_REVOLT;[Root.County.GetAdjective] Peasant Revolt;Révolte paysanne [Root.County.GetAdjective];[Root.County.GetAdjective]er Bauernaufstand;;Revuelta Campesina [Root.County.GetAdjective];;;;;;;;;x
CB_NAME_HERETIC_UPRISING;[Actor.Religion.GetName] Uprising;Soulèvement [Actor.Religion.GetName];[Actor.Religion.GetName] Aufstand;;Alzamiento de [Actor.Religion.GetName];;;;;;;;;x
WAR_NAME_HERETIC_UPRISING;$ORDER$$SECOND_ADJ$ [Actor.Religion.GetName] Revolt;Révolte de $ORDER$$SECOND_ADJ$ de [Actor.Religion.GetName] ;$ORDER$$SECOND_ADJ$ [Actor.Religion.GetName] Aufstand;;Revuelta $ORDER$$SECOND_ADJ$ [Actor.Religion.GetName];;;;;;;;;x
heretic_revolt_desc;Heretic leaders - heresiarchs - can rise up if the authority of the parent religion is low, spreading their errant beliefs with fire and sword.;Si l’autorité de leur religion parente est faible, les chefs hérétiques, les hérésiarques, peuvent se lever et étendre leur croyance déviante par le feu et la lame. ;Häretische Anführer – Häresiarchen – revoltieren manchmal, wenn die Autorität der herrschenden Religion niedrig ist und verbreiten ihren falschen Glauben mit Schwert und Feuer.;;Los Líderes Herejes (heresiarcas) pueden sublevarse si la autoridad de la religión paterna es baja, difundiendo sus creencias erróneas a sangre y fuego.;;;;;;;;;x
HERETIC_REVOLT;[Root.Religion.GetName] Uprising;Soulèvement du [Root.Religion.GetName] ;[Root.Religion.GetName] Aufstand;;Alzamiento [Root.Religion.GetName];;;;;;;;;x
heresiarch;Heresiarch;Hérésiarque;Häresiarch;;Heresiarca;;;;;;;;;x
heresiarch_desc;This character is the leader of a fanatic and militant heretic sect.;Ce personnage est le chef d’une secte hérétique militante et fanatique.;Dieser Charakter ist der Anführer einer fanatischen und militärischen, häretischen Sekte.;;Este personaje es el líder de una secta fanática y herética militante.;;;;;;;;;x
religious_unrest;Religious Unrest;Trouble religieux;Religiöse Unruhen;;Agitación Religiosa;;;;;;;;;x
peasant_unrest;Peasant Unrest;Trouble paysan;Unruhe unter den Bauern;;Agitación Campesina;;;;;;;;;x
cultural_unrest;Cultural Unrest;Trouble culturel;Kulturelle Unruhen;;Agitación Cultural;;;;;;;;;x
opinion_rebel_traitor;Rebel Traitor;Traître rebelle;Rebellen-Verräter;;Traidor Rebelde;;;;;;;;;x
rise_of_the_shia_caliphate;Rise of the Shi'a Caliphate;Essor du Califat Shi'a;Aufstieg des Shi'a-Kalifats;;Subida del Califato Chií;;;;;;;;;x
SHIA_CALIPHATE_REVOLT;Pretender Shi'a Caliphate;Prétendant au Califat Shi’a;Prätendent des Shi'a-Kalifats;;Pretendiente del Califato Chií;;;;;;;;;x
CB_NAME_SHIA_CALIPHATE_RISING;Shi'a Caliphate Rising in [Title.GetBaseName];Essor du Califat Shi’a à [Title.GetBaseName];Aufstieg des Shi'a-Kalifats in [Title.GetBaseName];;Califato Chií subiendo en [Title.GetBaseName];;;;;;;;;x
WAR_NAME_SHIA_CALIPHATE_RISING;$ORDER$Shi'a Caliphate Rising in [Title.GetBaseName];Essor du Califat Shi’a$ORDER$ à [Title.GetBaseName];$ORDER$Aufstieg des Shi'a-Kalifats in [Title.GetBaseName];;$ORDER$Califato Chií subiendo en [Title.GetBaseName];;;;;;;;;x
ANY_PREVIOUS_HOLDER_STARTS;Any Previous Holder;N'importe quel propriétaire précédent;Beliebiger, vorheriger Inhaber;;Cualquier Propietario Anterior;;;;;;;;;x
duchy_adventure_desc;Ambitious characters of noble descent can go off and attempt to seize duchies in foreign lands with a band of adventurers.;D’ambitieux personnages d’origine noble peuvent partir vers des terres étrangères accompagnés d’une bande d’aventuriers dans le but de conquérir des duchés.;Ambitionierte Charaktere von nobler Abstammung können versuchen, Grafschaften in fremden Ländern mit einer Gruppe von Abenteurern einzunehmen.;;Personajes ambiciosos de ascendencia noble pueden salir y tratar de apoderarse de ducados en tierras extranjeras con una banda de aventureros.;;;;;;;;;x
CB_NAME_DUCHY_ADVENTURE;Adventurer Conquest of [Title.GetBaseName];Conquête de [Title.GetBaseName] par des aventuriers ;Abenteurer-Eroberung von [Title.GetBaseName];;Conquista Aventurera de [Title.GetBaseName];;;;;;;;;x
WAR_DUCHY_ADVENTURE;[Actor.GetTitledFirstName]'s Conquest of $OTHER_TITLE$;Conquête de $OTHER_TITLE$ par [Actor.GetTitledFirstName];[Actor.GetTitledFirstName]s Eroberung von $OTHER_TITLE$;;Conquista de [Actor.GetTitledFirstName] de $OTHER_TITLE$;;;;;;;;;x
CLAIMANT_ADVENTURE;[Root.GetTitledFirstName]'s Host;L’hôte de [Root.GetTitledFirstName];[Root.GetTitledFirstName]s Gastgeber;;Huésped de [Root.GetTitledFirstName];;;;;;;;;x
CB_NAME_LIBERATION_REVOLT;Liberation of [Title.GetBaseName];Libération de [Title.GetBaseName];Befreiung von [Title.GetBaseName];;Liberación de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_LIBERATION_REVOLT;$ORDER$Liberation of [Title.GetBaseName];$ORDER$Libération de [Title.GetBaseName];$ORDER$Befreiung von [Title.GetBaseName];;$ORDER$Liberación de [Title.GetBaseName];;;;;;;;;x
liberation_revolt_desc;The subjects of foreign lords can rise up in revolt and try to restore their old kingdom.;Les sujets de seigneurs étrangers peuvent démarrer des révoltes afin de rétablir leur ancien royaume.;Die Untergebenen fremder Herrscher können revoltieren und versuchen, ihr altes Königreich wiederherzustellen.;;Los súbditos de señores extranjeros pueden alzarse en revuelta y tratar de restablecer su antiguo reino.;;;;;;;;;x
NATIONALIST_REVOLT;[Root.Kingdom.GetAdjective] Liberation Revolt;Révolte de libération [Root.Kingdom.GetAdjective];[Root.Kingdom.GetAdjective] Befreiungs-Aufstand;;Revuelta de Liberación [Root.Kingdom.GetAdjective];;;;;;;;;x
DECADENCE_REVOLT;[Root.PrimaryTitle.GetAdjective] Decadence Revolt;Révolte de décadence [Root.PrimaryTitle.GetAdjective];[Root.PrimaryTitle.GetAdjective] Niedergangs-Revolte;;Revuelta Decadente [Root.PrimaryTitle.GetAdjective];;;;;;;;;x
CANNOT_CANCEL_AMBITION;This ambition cannot be cancelled.;Cette ambition ne peut pas être annulée.;Diese Zielsetzung kann nicht abgebrochen werden.;;Esta ambición no puede ser cancelada.;;;;;;;;;x
pagan_subjugation_tip;§Y[Root.GetTitledFirstName]§! takes or vassalizes all titles held by §Y[From.GetTitledFirstName]§! within the §Y[This.GetFullBaseName]§!.\n;§Y[Root.GetTitledFirstName]§! prend ou vassalise tous les titres détenus par §Y[From.GetTitledFirstName]§! au sein de §Y[This.GetFullBaseName]§!.\n;§Y[Root.GetTitledFirstName]§! übernimmt oder fordert alle von §Y[From.GetTitledFirstName]§! gehaltenen Titel innerhalb von §Y[This.GetFullBaseName]§!.\n;;§Y[Root.GetTitledFirstName]§! toma o vasalliza todos los títulos en posesión de §Y[From.GetTitledFirstName]§! en el §Y[This.GetFullBaseName]§!.\n;;;;;;;;;x
caliphal_subjugation_desc;For §Y200§! Piety, Caliphs are allowed to subjugate all other Muslim rulers of the same denomination once per §Y10§! years.;Pour §Y200§! de piété, les califes sont autorisés à assujettir tous les autres souverains musulmans de la même dénomination une fois tous les §Y10§! ans.;Für §Y200§! Frömmigkeit können Kalifen andere muslimische Herrscher derselben Konfession einmal alle §Y10§! Jahre unterwerfen.;;Por §Y200§! Piedad, los Califas pueden someter a todos los demás gobernantes Musulmanes de la misma denominación una vez cada §Y10§! años.;;;;;;;;;x
muslim_county_conquest_desc;Muslims can conquer single border counties without specific reasons at the cost of §Y50§! Piety.;Les musulmans peuvent conquérir les comtés frontaliers sans raison spécifique pour §Y50§! de piété.;Muslime können einzelne, angrenzende Länder ohne spezifischen Grund zum Preis von §Y50§! Frömmigkeit erobern.;;Los Musulmanes pueden conquistar condados fronterizos únicos sin motivos específicos por el coste de §Y50§! Piedad.;;;;;;;;;x
pagan_county_conquest_desc;Pagans can conquer single border counties without specific reasons. Norse Pagans can also take any coastal county.;Les païens peuvent conquérir les comtés frontaliers sans raison spécifique. Les païens nordiques peuvent aussi s’emparer de tout comté côtier.;Heiden können einzelne, angrenzende Länder ohne Grund erobern. Nordische Heiden können zudem jede Küstenregion einnehmen.;;Los Paganos pueden conquistar condados fronterizos únicos sin razones específicas. Los Paganos Nórdicos también pueden tomar cualquier condado costero.;;;;;;;;;x
viking_invasion_desc;Norse Pagans can declare their intention to invade all the territory held by a sufficiently powerful target within a given de jure kingdom. This will swell their ranks with adventurers, but they must attack within two years.;Les païens nordiques peuvent faire savoir leur intention d’envahir tout le territoire détenu par une cible suffisamment puissante dans un royaume de jure donné. Des aventuriers joindront leurs rangs mais ils devront passer à l’attaque dans les deux années.;Nordische Heiden können ihre Absicht erklären, das gesamte Gebiet eines ausreichend mächtigen Ziels innerhalb eines rechtmäßigen Königreichs zu belagern. Dies wird ihre Ränge mit Abenteurern füllen, sie müssen allerdings innerhalb von zwei Jahren angreifen.;;Los Paganos Nórdicos pueden declarar su intención de invadir todo el territorio en poder de un objetivo lo suficientemente poderoso dentro de un reino de jure dado. Esto engrosará sus filas con aventureros, pero debe atacar dentro del plazo de dos años.;;;;;;;;;x
pagan_holy_war_desc;Reformed Pagans can use this Casus Belli to seize all titles held by an infidel within a de jure Duchy at the cost of §Y100§! $PIETYNAME$.;Les païens réformés peuvent utiliser ce casus belli pour s’emparer de tous les titres détenus par un infidèle dans un duché de jure au coût de §Y100§! de $PIETYNAME$.;Reformierte Heiden können diesen Kriegsgrund verwenden, um alle Titel eines Ungläubigen in einer rechtmäßigen Grafschaft zum Preis von §Y100§! $PIETYNAME$ zu erobern.;;Los Paganos reformados pueden utilizar esta Casus Belli para aprovechar todos los títulos en poder de un infiel en un Ducado de jure por el coste de §Y100§! $PIETYNAME$.;;;;;;;;;x
