#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#MODIFIER_COMBAT_RATING;Combat Rating;Classement de combat;Kampfkraft;;Clasificación de combate;;;;;;;;;x
CR_DIFF_LOWER_THAN;Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence de classement de combat entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§ !;Kampfkraftunterschied zwischen §Y$FIRST$§! und §Y$SECOND$§! niedriger als §Y$VAL$§!;;Clasificación de combate entre §Y$FIRST$§!y §Y$SECOND$§! §Y$VAL$§! menor que §Y$VAL$§!;;;;;;;;;x
EVTDESC_WOL_2086_TRAITOR;[From.GetTitledName] is publicly denouncing me as a traitor, claiming to have witnesses that can testify against me. [From.GetSubjectPronounCap] promises to keep this to [From.GetReflexivePronoun] if I promise to stay out of all factions...;[From.GetTitledName] vient de me dénoncer publiquement pour traîtrise, et prétend avoir des témoins prêts à témoigner contre ma personne. [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] prangert mich öffentlich als Hochverräter an und behauptet, dass es Zeugen gäbe, die gegen mich aussagen würden. [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;[From.GetTitledName] me está denunciando públicamente como traidor, afirmando tener testigos que pueden declarar contra mí. Promete guardarse esto para sí si prometo quedarme fuera de todas las facciones...;;;;;;;;;x
EVTDESC_WOL_2086_HERETIC;[From.GetTitledName] is claiming to know that I am promoting heresy, but promises to keep this to [From.GetReflexivePronoun] if I promise to stay out of all factions...;[From.GetTitledName] prétend savoir que je me livre à la promotion de croyances hérétiques, mais promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] behauptet, Bescheid zu wissen darüber, dass ich Irrlehren Vorschub leisten würde, verspricht aber, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;[From.GetTitledName] afirma saber que estoy promoviendo la herejía, pero promete guardárselo para sí [From.GetReflexivePronoun] si prometo quedarme fuera de todas las facciones.;;;;;;;;;x
EVTDESC_WOL_2086_INFIDEL;[From.GetTitledName] is claiming to know about my attempts to spread my [Root.Religion.GetGroupName] faith! [From.GetSubjectPronounCap] promises to keep this to [From.GetReflexivePronoun] if I promise to stay out of all factions...;[From.GetTitledName] prétend savoir que je vise à répandre ma croyance en la religion[Root.Religion.GetGroupName] ! [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] behauptet, über meine Versuche, meinen als Irrlehre verschrienen Glauben zu verbreiten, Bescheid zu wissen! [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;¡[From.GetTitledName] afirma saber mis intentos por extender mi fe [Root.Religion.GetGroupName]![From.GetSubjectPronounCap] promete guardárselo para sí si prometo quedarme fuera de todas las facciones...;;;;;;;;;x
EVTDESC_WOL_2086_DEVIANT;[From.GetTitledName] claims to have unearthed shocking evidence of my criminal deviancy and low morals. [From.GetSubjectPronounCap] promises to keep this to [From.GetReflexivePronoun] if I promise to stay out of all factions...;[From.GetTitledName] prétend avoir découvert des preuves irréfutables de mes actions criminelles et de mon manque d'éthique. [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] behauptet, schockierende Beweise für meine schändliche Andersartigkeit und meine geringen Moralvorstellungen zu Tage gefördert zu haben. [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;[From.GetTitledName] afirma haber descubierto pruebas impactantes de mi perversión criminal y escasa moral. [From.GetSubjectPronounCap] promete guardárselo para sí si prometo quedarme fuera de todas las facciones...;;;;;;;;;x
EVTOPTA_WOL_2086;I have no choice but to agree.;Je n'ai d'autre choix que d'acquiescer.;Ich habe keine andere Wahl, als dem zuzustimmen.;;No tengo más remedio que aceptar.;;;;;;;;;x
EVTOPTB_WOL_2086;Never!;Jamais !;Niemals!;;¡Jamás!;;;;;;;;;x
EVTDESC_WOL_2087;When confronted with the evidence, [From.GetTitledFirstName] swore to stay out of all factions and be loyal.;Confronté(e) au grand nombre de preuves, [From.GetTitledFirstName] a juré de renouveler sa loyauté et de rester en dehors de toutes les factions.;Die Beweise überzeugten [From.GetTitledFirstName], sich keiner Fraktion anzuschließen und loyal zu sein.;;Cuando se vio ante las pruebas, [From.GetTitledFirstName] juró quedarse fuera de todas las facciones y ser leal.;;;;;;;;;x
EVTDESC_WOL_2088;[From.GetTitledFirstName] just laughed at the evidence, flat out refusing to stop meddling in political factionalism.;[From.GetTitledFirstName] a ouvertement moqué mes preuves, refusant de cesser de se mêler aux affaires de factionnalisme politique.;[From.GetTitledFirstName] lachte nur über die Beweise und weigerte sich prompt, politischen Fraktionen fern zu bleiben.;;[From.GetTitledFirstName] solo se rió de la prueba, rechazando de plano dejar de meterse en el faccionalismo político.;;;;;;;;;x
EVTOPTA_WOL_2088;[From.GetSubjectPronounCap] will live to regret this!;[From.GetSubjectPronounCap] finira par regretter ses actions !;[From.GetSubjectPronounCap] wird das noch bedauern!;;¡Vivirá para lamentarlo!;;;;;;;;;x
EVTDESC_WOL_2090;When confronted with the evidence, [From.GetTitledFirstName] swore to join my factions.;Confronté(e) au grand nombre de preuves, [From.GetTitledFirstName] a juré de rejoindre mes factions.;Die Beweise überzeugten [From.GetTitledFirstName], sich meiner Fraktion anzuschließen.;;Cuando se vio ante la prueba, [From.GetTitledFirstName] juró unirse a mi facción.;;;;;;;;;x
EVTDESC_WOL_2091;[From.GetTitledFirstName] just laughed at the evidence, flat out refusing to join my factions.;[From.GetTitledFirstName] a ouvertement moqué mes preuves, refusant simplement de rejoindre mes factions.;[From.GetTitledFirstName] lachte nur über die Beweise und weigerte sich prompt, meiner Fraktion anzugehören.;;[From.GetTitledFirstName] se rió de las pruebas, se niega rotundamente a unirse a mi facción.;;;;;;;;;x
EVTDESC_WOL_2100;I have found out nothing new and useful about [target_spy_on.GetTitledName], but, as my shady informant pointed out, there is nothing preventing me from making stuff up. The bigger the lie...;Je n'ai trouvé aucune nouvelle information utile à propos de [target_spy_on.GetTitledName], mais, conformément aux propos de mon informateur secret, rien ne m'empêche d'inventer une histoire ou deux. Plus c'est gros...;Es gibt nichts Neues oder Nützliches über [target_spy_on.GetTitledName] zu berichten. Allerdings hält mich nichts davon ab, wie mein zwielichtiger Informant so schön sagte, meiner Fantasie freien Lauf zu lassen. Je größer die Lüge...;;No he averiguado nada nuevo o útil sobre [target_spy_on.GetTitledName] pero, como mi informante en las sombras me señaló, nada me impide inventarme cosas. Cuanto mayor sea la mentira... ;;;;;;;;;x
EVTOPTA_WOL_2100_1;I have it! [target_spy_on.GetSubjectPronounCap] likes to dress up as a [target_spy_on.GetManWomanOpp]!;J'ai trouvé ! [target_spy_on.GetSubjectPronoun] aime se déguiser en [target_spy_on.GetManWomanOpp] !;Ich hab's! [target_spy_on.GetSubjectPronoun] kleidet sich gern wie ein/e [target_spy_on.GetManWomanOpp]!;;¡Lo tengo! ¡A [target_spy_on.GetSubjectPronoun] le/la gusta disfrazarse como un/una [target_spy_on.GetManWomanOpp]!;;;;;;;;;x
EVTOPTA_WOL_2100_2;How about a classic? [target_spy_on.GetSubjectPronounCap] takes little boys to bed!;Que diriez-vous d'un grand classique ? [target_spy_on.GetSubjectPronoun] couche avec des petits garçons !;Ein Klassiker gefällig? [target_spy_on.GetSubjectPronoun] bevorzugt kleine Jungs als Bettgenossen!;;¿Qué tal un clásico? ¡Se lleva a niños a la cama!;;;;;;;;;x
#EVTOPTA_WOL_2100_3;Hmmm. Midgets, old shoes, animals... Yes! [target_spy_on.GetFirstName] is having an affair with a feisty goat!;Hmmm. Des nains, des vieilles chaussures, et des animaux... oui ! [target_spy_on.GetFirstName] a une liaison avec une chèvre fougueuse !;Hmmm. Zwerge, alte Schuhe, Tiere... Das ist es! [target_spy_on.GetFirstName] hat eine Affäre mit einer widerborstigen Ziege!;;Hum. Enanos, zapatos viejos, animales... ¡Sí! ¡[target_spy_on.GetFirstName] tiene un romance con una cabra batalladora!;;;;;;;;;x
EVTOPTA_WOL_2100_4;[target_spy_on.GetSubjectPronounCap] likes to bathe in the blood of virgins. Brilliant!;[target_spy_on.GetSubjectPronounCap] aime se baigner dans le sang de vierges. Génial !;[target_spy_on.GetSubjectPronounCap] badet gerne im Blut von Jungfrauen. Brillant!;;A [target_spy_on.GetSubjectPronounCap] le gusta bañarse en sangre de vírgenes. ¡Brillante!;;;;;;;;;x
#EVTOPTA_WOL_2100_5;How about murder? I am sure [target_spy_on.GetSubjectPronoun] murdered a childhood friend at the tender age of 11.;Que diriez-vous d'un meurtre ? Je suis sûr(e) qu'[target_spy_on.GetSubjectPronoun] a tué un de ses amis d'enfance à 11 ans, l'âge pourtant associé à la tendresse.;Wie wäre es mit Mord? [target_spy_on.GetSubjectPronounCap] ermordete einen Spielgefährten im zarten Alter von 11 Jahren.;;¿Y asesinato? Estoy seguro de que [target_spy_on.GetSubjectPronounCap] asesinó a un amigo de la infancia a la tierna edad de 11 años.;;;;;;;;;x
#EVTOPTA_WOL_2100_6;Aha! [target_spy_on.GetSubjectPronounCap] likes to discuss philosophy with [target_spy_on.GetPossPronoun] imaginary friend, Bappo!;Aha ! [target_spy_on.GetSubjectPronounCap] aime parler philosophie avec son ami imaginaire, Bappo !;Aha! [target_spy_on.GetSubjectPronounCap] diskutiert gerne über Philosophie mit einem unsichtbaren Freund namens Bappo!;;¡Ajá! ¡A [target_spy_on.GetSubjectPronounCap] [target_spy_on.GetPossPronoun] gusta hablar de filosofía con su amigo imaginario, Bappo!;;;;;;;;;x
EVTOPTA_WOL_2100_7;[target_spy_on.Religion.GetRandomEvilGodNameCap]! Yes, [target_spy_on.GetSubjectPronoun] is surely a willing slave to dark forces!;[target_spy_on.Religion.GetRandomEvilGodNameCap] ! Oui, il ne fait aucun doute que [target_spy_on.GetFirstName] est un serviteur des forces du mal !;[target_spy_on.Religion.GetRandomEvilGodNameCap]! Ja, [target_spy_on.GetFirstName] ist ganz bestimmt ein williger Sklave der dunklen Mächte!;;¡[target_spy_on.Religion.GetRandomEvilGodNameCap]! ¡Sí [target_spy_on.GetFirstName] es seguramente un/a esclavo/a complaciente de fuerzas oscuras!;;;;;;;;;x
#EVTOPTA_WOL_2100_8;[target_spy_on.GetFirstName] leads a secret life as a prostitute in the filthiest brothel in [target_spy_on.Capital.Capital.GetName]!;[target_spy_on.GetFirstName] se prostitue secrètement dans l'une des maisons closes les plus infâmes de [target_spy_on.Capital.Capital.GetName] !;[target_spy_on.GetFirstName] führt ein Doppelleben als Prostituierte im schmutzigsten Freudenhaus von [target_spy_on.Capital.Capital.GetName]!;;¡[target_spy_on.GetFirstName] lleve una vida secreta prostituyéndose en el burdel más asqueroso de [target_spy_on.Capital.Capital.GetName]!;;;;;;;;;x
EVTOPTB_WOL_2100;No, I need something real.;Non, j'ai besoin de quelque chose de plus substantiel.;Nein, es muss schon was Wahres dran sein.;;No, necesito algo verdadero.;;;;;;;;;x
EVTTOOLTIP_WOL_2101;[This.GetTitledFirstName] finds out that I started the rumors.;[This.GetTitledFirstName] découvre que j'étais à l'origine de toutes les rumeurs.;[This.GetTitledFirstName] hat herausgefunden, dass ich die Gerüchte verbreitete.;;[This.GetTitledFirstName] averigua que comencé los rumores.;;;;;;;;;x
EVTDESC_WOL_2101;Several vicious rumors have been circulating about me lately. With a lot of effort, I have finally managed to trace them back to [From.GetTitledName]!;Plusieurs rumeurs vilaines circulent sur ma personne récemment. Non sans effort, j'ai réussi à déterminer leur source, il s'agit de [From.GetTitledName] !;Seit Kurzem sind über mich mehrere üble Gerüchte im Umlauf. Mit viel Aufwand konnte ich sie zu [From.GetTitledName] zurückverfolgen!;;Últimamente varios rumores circulan sobre mí. ¡Con mucho esfuerzo, por fin he podido rastrearlos hasta [From.GetTitledName]!;;;;;;;;;x
EVTOPTA_WOL_2101;The [GetRootFromInsult]!;Espèce [GetRootFromInsultNounAdj] !;[GetRootFromInsult] sind das! Ein Skandal!;;¡[GetRootFromInsult]!;;;;;;;;;x
EVTDESC_WOL_2110;One of my informants, a young soldier with more vices than he can afford, has managed to gain the trust of [FromFromFrom.GetTitledFirstNameNoRegnal] and now often stands guard outside [FromFromFrom.GetPossPronoun] door. I don't understand how the fellow managed it, but who am I to look a gift horse in the mouth? For enough gold, he might be persuaded to get rid of [FromFromFrom.GetFirstName]... violently.;L'un de mes informateurs, un jeune soldat plus vicieux que la normale, est parvenu à gagner la confiance de [FromFromFrom.GetTitledFirstNameNoRegnal], et se retrouve souvent à garder sa porte. Je ne comprends pas comment il a réussi cet exploit, mais qui suis-je pour refuser un tel cadeau des dieux ? Pour une poignée d'or, il pourrait être convaincu de se débarrasser de [FromFromFrom.GetFirstName]... violemment.;Einer meiner Informanten, ein junger Soldat mit mehr Lastern als Geld, schaffte es, das Vertrauen von [FromFromFrom.GetTitledFirstNameNoRegnal] zu gewinnen und steht nun oft als Wache vor der Tür. Ich weiß zwar nicht, wie der Kerl das gemacht hat, aber wer schaut schon einem geschenkten Gaul ins Maul? Wenn ich ihm genug Gold biete, könnte ich ihn vielleicht davon überzeugen, [FromFromFrom.GetFirstName] zu beseitigen... gewaltsam.;;Uno de mis informadores, un soldado joven con más vicios de los que se puede permitir, ha logrado ganarse la confianza de [FromFromFrom.GetTitledFirstNameNoRegnal] y ahora a menudo monta la guardia ante su puerta. No entiendo cómo lo consiguió, ¿pero quién regala un caballo regalado? Por suficiente oro, podría ser persuadido para deshacerse de [FromFromFrom.GetFirstName]. .. violentamente.;;;;;;;;;x
EVTOPTA_WOL_2110;Yes, that would be expedient.;Oui, ce serait opportun.;Ja, das wäre sinnvoll.;;Sí, eso sería oportuno.;;;;;;;;;x
EVTOPTB_WOL_2110;Murder is going too far!;Meurtre ? Cela va trop loin !;Mord geht zu weit!;;¡El asesinato es ir demasiado lejos!;;;;;;;;;x
EVTTOOLTIP_WOL_2111;[This.GetTitledFirstNameNoRegnal] is attacked and hopefully slain...;[This.GetTitledFirstNameNoRegnal] subit une attaque, et avec un peu de chance, est gravement blessé(e)...;[This.GetTitledFirstNameNoRegnal] wird angegriffen und hoffentlich getötet...;;[This.GetTitledFirstNameNoRegnal] es atacado y con suerte, asesinado...;;;;;;;;;x
EVTDESC_WOL_2111_DEATH;I try to sit up in bed, but someone is holding me down! It's the burly armsman with the trustworthy face I promoted to the guard last week. Another assailant is trying to force a rag into my mouth. Holding my nose too... can't breathe...;J'essaie de me lever du lit, mais quelqu'un me tient de force ! Il s'agit de l'homme costaud au visage franc que j'ai promu au poste de garde la semaine dernière. Un autre attaquant essaie de fourrer un chiffon dans ma bouche. Il me pince aussi le nez... je ne puis respirer...;Ich versuche, mich im Bett aufzusetzen, aber jemand drückt mich nach unten! Es handelt sich um den stämmigen Soldaten mit dem ehrlichen Gesicht, den ich letzte Woche zur Wache befördert habe. Ein weiterer Angreifer versucht, mir einen Lappen in den Mund zu stopfen. Er hält mir auch die Nase zu... kann nicht atmen...;;¡Trato de sentarme en la cama, pero alguien me sujeta! Es el hombre de armas corpulento con la cara fiable que ascendí a guardia la semana pasada. Otro asaltante está tratando de meterme un trapo en la boca. También me tapa la nariz... no puedo respirar...;;;;;;;;;x
EVTDESC_WOL_2111_WOUNDED;I try to sit up in bed, but someone is holding me down! It's the burly armsman with the trustworthy face I promoted to the guard last week. There is a skinny little fellow with him, grinning viciously as he produces a dagger and stabs me! Screaming and thrashing about, I manage to kick the guard in the groin and break free. I punch the other one in the nose and rush from the room, trailing blood.;J'essaie de me lever du lit, mais quelqu'un me tient de force ! Il s'agit de l'homme costaud au visage franc que j'ai promu au poste de garde la semaine dernière. Un autre homme mince se trouve à ses côtés. Il arbore un sourire féroce alors qu'il me poignarde de sa dague ! En criant et me débattant, je parviens à frapper le garde dans l'aine avant de m'échapper. Je délivre un coup de poing bien placé dans le nez de l'autre individu, et je quitte la salle sans perdre une seule seconde, laissant une trainée de sang derrière moi.;Ich versuche, mich im Bett aufzusetzen, aber jemand drückt mich nach unten! Es handelt sich um den stämmigen Soldaten mit dem ehrlichen Gesicht, den ich letzte Woche zur Wache befördert habe. Neben ihm steht ein knochiger kleiner Kerl, der boshaft grinst, als er einen Dolch herausholt und mir einen Stich versetzt! Während ich schreie und um mich schlage, treffe ich den Wachsoldaten in der Leistengegend und reiße mich los. Ich versetze dem anderen einen Schlag auf die Nase und fliehe aus dem Zimmer!;;¡Trato de sentarme en la cama, pero alguien me sujeta! Es el hombre de armas corpulento con la cara fiable que ascendí a guardia la semana pasada. Hay otro pequeñajo flaco con él, sonriendo perversamente mientras saca una daga y me apuñala! Gritando y golpeando logro dar un puntapié al guardia en la ingle y liberarme. Pego al otro en la nariz y sale corriendo de la habitación, dejando un rastro de sangre.;;;;;;;;;x
EVTDESC_WOL_2111_LIVES;I try to sit up in bed, but someone is holding me down! It's the burly armsman with the trustworthy face I promoted to the guard last week. There is a skinny little fellow with him, grinning viciously as he produces a dagger. Screaming and thrashing about, I manage to kick the guard in the groin and break free. I punch the other one in the nose and rush from the room!;J'essaie de me lever du lit, mais quelqu'un me tient de force ! Il s'agit de l'homme costaud au visage franc que j'ai promu au poste de garde la semaine dernière. Un autre homme mince se trouve à ses côtés. Il arbore un sourire féroce, dague à la main.  En criant et me débattant, je parviens à frapper le garde dans l'aine avant de m'échapper. Je délivre un coup de poing bien placé dans le nez de l'autre individu, et je quitte la salle sans perdre une seule seconde.;Ich versuche, mich im Bett aufzusetzen, aber jemand drückt mich nach unten! Es handelt sich um den stämmigen Soldaten mit dem ehrlichen Gesicht, den ich letzte Woche zur Wache befördert habe. Neben ihm steht ein knochiger kleiner Kerl, der boshaft grinst, als er einen Dolch herausholt. Während ich schreie und um mich schlage, treffe ich den Wachsoldaten in der Leistengegend und reiße mich los. Ich versetze dem anderen einen Schlag auf die Nase und fliehe aus dem Zimmer!;;¡Trato de sentarme en la cama, pero alguien me sujeta! Es el hombre de armas corpulento con la cara fiable que ascendí a guardia la semana pasada. Hay otro pequeñajo flaco con él, sonriendo perversamente mientras saca una daga y me apuñala! Gritando y golpeando logro dar un puntapié al guardia en la ingle y liberarme. ¡Pego al otro en la nariz y sale corriendo de la habitación!;;;;;;;;;x
EVTOPT_WOL_2111_DEATH;I don't want to die like this!;Je ne veux pas mourir comme ceci !;Ich will so nicht sterben!;;¡No quiero morir así!;;;;;;;;;x
EVTOPT_WOL_2111_DEATH_KNOWN;[From.GetTitledName] sends [From.GetPossPronoun] regards!';[From.GetTitledName] envoie ses respects !;[From.GetTitledName] sendet liebe Grüße!;;¡[From.GetTitledName] envía sus saludos!;;;;;;;;;x
EVTOPT_WOL_2111_UNKNOWN;Unfortunately, the two assailants got away.;Malheureusement, les deux attaquants se sont échappés.;Leider konnten die beiden Angreifer flüchten.;;Por desgracia, los dos agresores escaparon.;;;;;;;;;x
EVTOPT_WOL_2111_KNOWN;Under torture, the two men admitted that [From.GetTitledName] hired them!;Sous la torture, les deux hommes ont admis que [From.GetTitledName] les a embauchés !;Auf der Folterbank gestanden die beiden Männer, dass [From.GetTitledName] sie angeworben hatte!;;¡Bajo tortura, los dos hombres confesaron que [From.GetTitledName] los contrató!;;;;;;;;;x
EVTDESC_WOL_2112;In disguise, I meet up with my friend, [From.GetTitledFirstNameNoRegnal]'s burly armsman and his shifty-looking associate at a run-down tavern. Grinning, he recounts how they stabbed [From.GetTitledName] to death in [From.GetPossPronoun] bed. I hand them a bag of coins and leave.;Déguisé(e), je pars à la rencontre de mon ami, le garde de [From.GetTitledFirstNameNoRegnal] et son associé à l'air suspect dans une taverne délabrée. Souriant, il me raconte les détails du meurtre de [From.GetTitledName], poignardé(e) dans son lit. Je leur donne un sac de pièces d'or avant de quitter l'établissement.;Verkleidet treffe ich mich mit meinem Freund, dem stämmigen Wachsoldaten von [From.GetTitledFirstNameNoRegnal] und seinem verschlagen aussehenden Kumpanen in einer heruntergekommenen Taverne. Grinsend berichtet er mir, wie sie [From.GetTitledName] im Bett erstachen. Ich überreiche ihnen einen Beutel voller Münzen und gehe.;;Disfrazado, me encuentro con mi amigo, el hombre de armas corpulento de [From.GetTitledFirstNameNoRegnal] y su compañero de apariencia sospechosa en una taberna venida a menos. Sonriendo, me cuenta como apuñalaron a [From.GetTitledName] en su cama hasta morir. Les entrego una bolsa con monedas y me marcho.;;;;;;;;;x
EVTOPTA_WOL_2112;Outside, I order my guards to tie up the loose ends...;Dehors, j'ordonne à mes gardes de s'occuper d'eux...;Vor der Taverne gebe ich meinen Wachen den Befehl, alle Spuren zu beseitigen...;;Fuera, ordeno que mis guardias aten los cabos sueltos…;;;;;;;;;x
EVTDESC_WOL_2113;My spy, [From.GetTitledFirstNameNoRegnal]'s burly armsman, managed to slay the [GetRootFromInsult] in [From.GetPossPronoun] bed. Unfortunately, he was captured trying to escape. My complicity is known!;Mon espion, le garde de [From.GetTitledFirstNameNoRegnal], est parvenu à occire l'espèce [GetRootFromInsultNounAdj] dans son lit. Malheureusement, il a été capturé alors qu'il tentait de s'échapper. Ma complicité est exposée !;Mein Spion, der stämmige Wachsoldat von [From.GetTitledFirstNameNoRegnal], schaffte es, diese Ausgeburt im Bett zu erschlagen. Leider wurde er auf der Flucht gefasst. Meine Mittäterschaft ist bekannt!;;Mi espía, el hombre de armas corpulento de [From.GetTitledFirstNameNoRegnal] , Logró matar a ese [GetRootFromInsult] en su cama. Por desgracia, fue capturado tratando de escapar. ¡Mi complicidad es conocida!;;;;;;;;;x
EVTOPTA_WOL_2113;It was worth it!;Cela valait le coup !;Das war es wert!;;¡Valió la pena!;;;;;;;;;x
EVTDESC_WOL_2114;In disguise, I meet up with my friend, [From.GetTitledFirstNameNoRegnal]'s burly armsman and his shifty-looking associate at a run-down tavern. Shamefacedly, he recounts how they stabbed [From.GetTitledFirstName] in [From.GetPossPronoun] bed, and how [From.GetSubjectPronoun] somehow managed to get away. I pat him on the shoulder and tell him it's alright.;Déguisé(e), je pars à la rencontre de mon ami, le garde de [From.GetTitledFirstNameNoRegnal] et son associé à l'air suspect dans une taverne délabrée. Rouge de honte, il me raconte les détails de sa tentative de meurtre sur [From.GetTitledFirstName] dans son lit, affirmant qu'[From.GetSubjectPronoun] est parvenu(e) à s'échapper. Je lui tapote l'épaule, et insiste qu'il n'y a aucun problème.;Verkleidet treffe ich mich mit meinem Freund, dem stämmigen Wachsoldaten von [From.GetTitledFirstNameNoRegnal] und seinem verschlagen aussehenden Kumpanen in einer heruntergekommenen Taverne. Voller Scham erzählt er, wie sie auf [From.GetTitledFirstName] einstachen und dass [From.GetSubjectPronoun] entkommen konnte. Ich tätschle seine Schulter und sage ihm, dass er sich keine Sorgen zu machen braucht.;;Disfrazado, me encuentro con mi amigo, El hombre de armas corpulento de [From.GetTitledFirstNameNoRegnal] y su compañero de apariencia sospechosa en una taberna venoda a menos. Avergonzado, cuenta cómo apuñalaron a [From.GetTitledFirstName] en su cama, y cómo de algún modo, [From.GetSubjectPronoun] logró escaparse. Le doy unas palmaditas en el hombro y le digo que no pasa nada.;;;;;;;;;x
EVTDESC_WOL_2115;My spy, [From.GetTitledFirstNameNoRegnal]'s burly armsman, only managed to wound the [GetRootFromInsult]. Worse, he was captured trying to escape. My complicity is known!;Mon espion, le garde de [From.GetTitledFirstNameNoRegnal], n'est parvenu qu'à blesser l'espèce [GetRootFromInsultNounAdj]. Pire encore, il a été capturé alors qu'il tentait de s'échapper. Ma complicité est exposée !;Meinem Spion, dem stämmigen Wachsoldaten von [From.GetTitledFirstNameNoRegnal], gelang es nur, diese Ausgeburt zu verwunden. Was noch schlimmer ist, er wurde auf der Flucht gefasst. Meine Mittäterschaft ist bekannt!;;Mi espía, el hombre de armas corpulento de [From.GetTitledFirstNameNoRegnal] Sólo logró herir al/la [GetRootFromInsult]. Peor aún, fue capturado tratando de escapar. ¡Mi complicidad es conocida!;;;;;;;;;x
EVTOPTA_WOL_2115;I hope [From.GetSubjectPronoun] dies from infection!;Je souhaite qu'[From.GetSubjectPronoun] périsse d'une infection !;Ich hoffe, [From.GetSubjectPronoun] stirbt an einer Infektion!;;Espero que [From.GetSubjectPronoun]se muera de la infección.;;;;;;;;;x
EVTDESC_WOL_2116;In disguise, I meet up with my friend, [From.GetTitledFirstNameNoRegnal]'s burly armsman and his shifty-looking associate at a run-down tavern. Shamefacedly, he recounts how they attacked [From.GetTitledFirstName] in [From.GetPossPronoun] bed, but how [From.GetSubjectPronoun] managed to break free and get away. I pat him on the shoulder and tell him it's alright.;Déguisé(e), je pars à la rencontre de mon ami, le garde de [From.GetTitledFirstNameNoRegnal] et son associé à l'air suspect dans une taverne délabrée. Rouge de honte, il me raconte les détails de son attaque sur [From.GetTitledFirstName] dans son lit, affirmant cependant qu'[From.GetSubjectPronoun] est parvenu(e) à s'échapper. Je lui tapote l'épaule, et insiste qu'il n'y a aucun problème.;Verkleidet treffe ich mich mit meinem Freund, dem stämmigen Wachsoldaten von [From.GetTitledFirstNameNoRegnal] und seinem verschlagen aussehenden Kumpanen in einer heruntergekommenen Taverne. Voller Scham erzählt er, wie sie [From.GetTitledFirstName] angriffen und wie [From.GetSubjectPronoun] sich losreißen und flüchten konnte. Ich tätschele seine Schulter und sage ihm, dass er sich keine Sorgen zu machen braucht.;;Disfrazado, me encuentro con mi amigo, El hombre de armas corpulento de [From.GetTitledFirstNameNoRegnal] y su compañero de apariencia sospechosa en una taberna venoda a menos. Avergonzado, cuenta cómo atacaron a[From.GetTitledFirstName] en su cama, y cómo de alguna manera, [From.GetSubjectPronoun] logró librarse y escapar. Le doy unas palmaditas en el hombro y le digo que no pasa nada.;;;;;;;;;x
EVTDESC_WOL_2117;My spy, [From.GetTitledFirstNameNoRegnal]'s burly armsman, completely botched the attack on the [GetRootFromInsult]. Worse, he was captured trying to escape. My complicity is known!;Mon espion, le garde de [From.GetTitledFirstNameNoRegnal], a absolument raté l'attaque sur l'espèce [GetRootFromInsultNounAdj]. Pire encore, il a été capturé alors qu'il tentait de s'échapper. Ma complicité est exposée !;Mein Spion, der stämmige Wachsoldat von [From.GetTitledFirstNameNoRegnal], hat das Attentat komplett versiebt. Diese [GetRootFromInsult] sind schwer zu erwischen! Schlimmer noch, er wurde auf der Flucht gefasst. Meine Mittäterschaft ist bekannt!;;Mi espía, el hombre de armas corpulento de [From.GetTitledFirstNameNoRegnal], estropeó completamente el ataque contra el/la [GetRootFromInsult]. Peor aún, fue capturado tratando de escapar.¡Mi complicidad es conocida!;;;;;;;;;x
EVTOPTA_WOL_2117;Incompetent bungler! I should have done it myself.;Quelle incompétence ! J'aurais dû m'en occuper moi-même.;Unfähige Stümper! Ich hätte das selbst übernehmen sollen.;;¡Chapucero incompetente! Debería haberlo hecho yo.;;;;;;;;;x
